#               step           E_total_1           E_total_2           E_total_3           E_total_4           E_total_5           E_total_6           E_total_7           E_total_8 
#                                      J                   J                   J                   J                   J                   J                   J                   J 
              1390 -1.308109356301e-18 -1.305026000298e-18 -1.293415563768e-18 -1.255434407731e-18 -1.229577983690e-18 -1.275876475964e-18 -1.313513596535e-18 -1.327104000000e-18 
              1391 -1.308109356301e-18 -1.305026004900e-18 -1.293415611609e-18 -1.255434691054e-18 -1.229577949137e-18 -1.275876589845e-18 -1.313513664772e-18 -1.327104000000e-18 
              1392 -1.308109356301e-18 -1.305026304163e-18 -1.293418711327e-18 -1.255452995481e-18 -1.229575701925e-18 -1.275883931364e-18 -1.313518069128e-18 -1.327104000000e-18 
              1393 -1.308109356301e-18 -1.305026326245e-18 -1.293418899508e-18 -1.255453888797e-18 -1.229575543038e-18 -1.275884233616e-18 -1.313518271162e-18 -1.327104000000e-18 
              1394 -1.308109356301e-18 -1.305026331621e-18 -1.293418945649e-18 -1.255454131932e-18 -1.229575508054e-18 -1.275884305729e-18 -1.313518319193e-18 -1.327104000000e-18 
              1395 -1.308109356301e-18 -1.305026336310e-18 -1.293418985296e-18 -1.255454322226e-18 -1.229575475104e-18 -1.275884367649e-18 -1.313518360830e-18 -1.327104000000e-18 
              1396 -1.308109356301e-18 -1.305026343160e-18 -1.293419043092e-18 -1.255454598360e-18 -1.229575426913e-18 -1.275884457518e-18 -1.313518421353e-18 -1.327104000000e-18 
              1397 -1.308109356301e-18 -1.305026474207e-18 -1.293420145851e-18 -1.255459851432e-18 -1.229574506066e-18 -1.275886160869e-18 -1.313519570743e-18 -1.327104000000e-18 
              1398 -1.308109356301e-18 -1.305028182030e-18 -1.293433823088e-18 -1.255521306433e-18 -1.229562784879e-18 -1.275904598091e-18 -1.313532549086e-18 -1.327104000000e-18 
              1399 -1.308109356301e-18 -1.305028230077e-18 -1.293434057007e-18 -1.255521478162e-18 -1.229562460455e-18 -1.275904320372e-18 -1.313532491513e-18 -1.327104000000e-18 
              1400 -1.308109356301e-18 -1.305028242999e-18 -1.293434124957e-18 -1.255521663841e-18 -1.229562471301e-18 -1.275904265049e-18 -1.313532480773e-18 -1.327104000000e-18 
              1401 -1.308109356301e-18 -1.305028255257e-18 -1.293434185063e-18 -1.255521729185e-18 -1.229562407599e-18 -1.275904196101e-18 -1.313532465956e-18 -1.327104000000e-18 
              1402 -1.308109356301e-18 -1.305028264393e-18 -1.293434229733e-18 -1.255521776704e-18 -1.229562359834e-18 -1.275904144365e-18 -1.313532454688e-18 -1.327104000000e-18 
              1403 -1.308109356301e-18 -1.305028271791e-18 -1.293434265836e-18 -1.255521814464e-18 -1.229562321133e-18 -1.275904102293e-18 -1.313532445453e-18 -1.327104000000e-18 
              1404 -1.308109356301e-18 -1.305028297663e-18 -1.293434391919e-18 -1.255521945300e-18 -1.229562185862e-18 -1.275903954700e-18 -1.313532412856e-18 -1.327104000000e-18 
              1405 -1.308109356301e-18 -1.305028321407e-18 -1.293434507095e-18 -1.255522061950e-18 -1.229562062086e-18 -1.275903817821e-18 -1.313532382006e-18 -1.327104000000e-18 
              1406 -1.308109356301e-18 -1.305033196952e-18 -1.293458055444e-18 -1.255545239692e-18 -1.229536696078e-18 -1.275875416960e-18 -1.313525865373e-18 -1.327104000000e-18 
              1407 -1.308109356301e-18 -1.305033199638e-18 -1.293458043049e-18 -1.255545247122e-18 -1.229536733999e-18 -1.275875324600e-18 -1.313525809209e-18 -1.327104000000e-18 
              1408 -1.308109356301e-18 -1.305033202271e-18 -1.293458026044e-18 -1.255545075423e-18 -1.229536750108e-18 -1.275875228642e-18 -1.313525753145e-18 -1.327104000000e-18 
              1409 -1.308109356301e-18 -1.305033206843e-18 -1.293457996184e-18 -1.255544775028e-18 -1.229536778215e-18 -1.275875061036e-18 -1.313525655147e-18 -1.327104000000e-18 
              1410 -1.308109356301e-18 -1.305033244729e-18 -1.293457744375e-18 -1.255542256550e-18 -1.229537014308e-18 -1.275873659903e-18 -1.313524835259e-18 -1.327104000000e-18 
              1411 -1.308109356301e-18 -1.305033255996e-18 -1.293457657753e-18 -1.255541428726e-18 -1.229537094778e-18 -1.275873210969e-18 -1.313524571093e-18 -1.327104000000e-18 
              1412 -1.308109356301e-18 -1.305033280397e-18 -1.293457460528e-18 -1.255539570924e-18 -1.229537275875e-18 -1.275872211820e-18 -1.313523982080e-18 -1.327104000000e-18 
              1413 -1.308109356301e-18 -1.305033284739e-18 -1.293457421846e-18 -1.255539217578e-18 -1.229537313235e-18 -1.275872025349e-18 -1.313523872324e-18 -1.327104000000e-18 
              1414 -1.308109356301e-18 -1.305033289317e-18 -1.293457379638e-18 -1.255538835444e-18 -1.229537352210e-18 -1.275871824209e-18 -1.313523753392e-18 -1.327104000000e-18 
              1415 -1.308109356301e-18 -1.305033291353e-18 -1.293457360423e-18 -1.255538663003e-18 -1.229537370022e-18 -1.275871733585e-18 -1.313523699765e-18 -1.327104000000e-18 
              1416 -1.308109356301e-18 -1.305033295672e-18 -1.293457319193e-18 -1.255538293771e-18 -1.229537408103e-18 -1.275871540158e-18 -1.313523585270e-18 -1.327104000000e-18 
              1417 -1.308109356301e-18 -1.305033299053e-18 -1.293457286174e-18 -1.255538000110e-18 -1.229537438567e-18 -1.275871386862e-18 -1.313523494463e-18 -1.327104000000e-18 
              1418 -1.308109356301e-18 -1.305033578967e-18 -1.293454496300e-18 -1.255513320163e-18 -1.229540001675e-18 -1.275858549224e-18 -1.313515885271e-18 -1.327104000000e-18 
              1419 -1.308109356301e-18 -1.305033577911e-18 -1.293454453871e-18 -1.255513089993e-18 -1.229540040674e-18 -1.275858461886e-18 -1.313515828770e-18 -1.327104000000e-18 
              1420 -1.308109356301e-18 -1.305033577324e-18 -1.293454431033e-18 -1.255512975709e-18 -1.229540063239e-18 -1.275858414925e-18 -1.313515798194e-18 -1.327104000000e-18 
              1421 -1.308109356301e-18 -1.305033576736e-18 -1.293454407996e-18 -1.255512848237e-18 -1.229540083878e-18 -1.275858368218e-18 -1.313515767942e-18 -1.327104000000e-18 
              1422 -1.308109356301e-18 -1.305033521640e-18 -1.293452272434e-18 -1.255501060632e-18 -1.229541996754e-18 -1.275854057322e-18 -1.313512972924e-18 -1.327104000000e-18 
              1423 -1.308109356301e-18 -1.305033490527e-18 -1.293451641952e-18 -1.255498343090e-18 -1.229542576682e-18 -1.275853288603e-18 -1.313512398656e-18 -1.327104000000e-18 
              1424 -1.308109356301e-18 -1.305033486395e-18 -1.293451567967e-18 -1.255498027754e-18 -1.229542644020e-18 -1.275853209514e-18 -1.313512336513e-18 -1.327104000000e-18 
              1425 -1.308109356301e-18 -1.305033484612e-18 -1.293451537877e-18 -1.255497919358e-18 -1.229542691838e-18 -1.275853184262e-18 -1.313512313531e-18 -1.327104000000e-18 
              1426 -1.308109356301e-18 -1.305033482857e-18 -1.293451506974e-18 -1.255497791361e-18 -1.229542722401e-18 -1.275853152164e-18 -1.313512287903e-18 -1.327104000000e-18 
              1427 -1.308109356301e-18 -1.305033481381e-18 -1.293451481058e-18 -1.255497683650e-18 -1.229542747696e-18 -1.275853125421e-18 -1.313512266504e-18 -1.327104000000e-18 
              1428 -1.308109356301e-18 -1.305033477500e-18 -1.293451413151e-18 -1.255497402009e-18 -1.229542814020e-18 -1.275853055794e-18 -1.313512210647e-18 -1.327104000000e-18 
              1429 -1.308109356301e-18 -1.305033472187e-18 -1.293451320947e-18 -1.255497021821e-18 -1.229542904260e-18 -1.275852962876e-18 -1.313512135571e-18 -1.327104000000e-18 
              1430 -1.308109356301e-18 -1.305033318543e-18 -1.293448682061e-18 -1.255486212599e-18 -1.229545484629e-18 -1.275850364696e-18 -1.313510015645e-18 -1.327104000000e-18 
              1431 -1.308109356301e-18 -1.305033316680e-18 -1.293448659057e-18 -1.255486158823e-18 -1.229545516551e-18 -1.275850362286e-18 -1.313510006835e-18 -1.327104000000e-18 
              1432 -1.308109356301e-18 -1.305033314990e-18 -1.293448637431e-18 -1.255486092940e-18 -1.229545539498e-18 -1.275850357757e-18 -1.313509997420e-18 -1.327104000000e-18 
              1433 -1.308109356301e-18 -1.305033313309e-18 -1.293448615923e-18 -1.255486027216e-18 -1.229545562154e-18 -1.275850353290e-18 -1.313509988062e-18 -1.327104000000e-18 
              1434 -1.308109356301e-18 -1.305033295592e-18 -1.293448389540e-18 -1.255485336343e-18 -1.229545800686e-18 -1.275850307391e-18 -1.313509890112e-18 -1.327104000000e-18 
              1435 -1.308109356301e-18 -1.305033287800e-18 -1.293448291250e-18 -1.255485041367e-18 -1.229545905141e-18 -1.275850292942e-18 -1.313509850241e-18 -1.327104000000e-18 
              1436 -1.308109356301e-18 -1.305033280171e-18 -1.293448195451e-18 -1.255484756846e-18 -1.229546007563e-18 -1.275850281123e-18 -1.313509812472e-18 -1.327104000000e-18 
              1437 -1.308109356301e-18 -1.305033277913e-18 -1.293448167250e-18 -1.255484673801e-18 -1.229546037896e-18 -1.275850278541e-18 -1.313509801799e-18 -1.327104000000e-18 
              1438 -1.308109356301e-18 -1.305033275593e-18 -1.293448138274e-18 -1.255484588795e-18 -1.229546069003e-18 -1.275850275940e-18 -1.313509790850e-18 -1.327104000000e-18 
              1439 -1.308109356301e-18 -1.305033274021e-18 -1.293448118665e-18 -1.255484531459e-18 -1.229546090076e-18 -1.275850274326e-18 -1.313509783512e-18 -1.327104000000e-18 
              1440 -1.308109356301e-18 -1.305033260571e-18 -1.293447950988e-18 -1.255484042262e-18 -1.229546270383e-18 -1.275850261370e-18 -1.313509721165e-18 -1.327104000000e-18 
              1441 -1.308109356301e-18 -1.305033209836e-18 -1.293447322440e-18 -1.255482243886e-18 -1.229546949935e-18 -1.275850240722e-18 -1.313509500988e-18 -1.327104000000e-18 
              1442 -1.308109356301e-18 -1.305032921449e-18 -1.293443709748e-18 -1.255471565139e-18 -1.229550440737e-18 -1.275848982561e-18 -1.313508136958e-18 -1.327104000000e-18 
              1443 -1.308109356301e-18 -1.305032920941e-18 -1.293443819751e-18 -1.255473100239e-18 -1.229550807286e-18 -1.275850786182e-18 -1.313508579914e-18 -1.327104000000e-18 
              1444 -1.308109356301e-18 -1.305032919902e-18 -1.293443808963e-18 -1.255473098941e-18 -1.229550824291e-18 -1.275850806677e-18 -1.313508585945e-18 -1.327104000000e-18 
              1445 -1.308109356301e-18 -1.305032918398e-18 -1.293443792951e-18 -1.255473091009e-18 -1.229550845419e-18 -1.275850834714e-18 -1.313508594192e-18 -1.327104000000e-18 
              1446 -1.308109356301e-18 -1.305032916655e-18 -1.293443774312e-18 -1.255473081169e-18 -1.229550869481e-18 -1.275850867258e-18 -1.313508603784e-18 -1.327104000000e-18 
              1447 -1.308109356301e-18 -1.305032914693e-18 -1.293443753326e-18 -1.255473070401e-18 -1.229550896665e-18 -1.275850904205e-18 -1.313508614720e-18 -1.327104000000e-18 
              1448 -1.308109356301e-18 -1.305032876223e-18 -1.293443341445e-18 -1.255472865805e-18 -1.229551431865e-18 -1.275851636254e-18 -1.313508832475e-18 -1.327104000000e-18 
              1449 -1.308109356301e-18 -1.305032874528e-18 -1.293443322830e-18 -1.255472863728e-18 -1.229551457646e-18 -1.275851676613e-18 -1.313508845603e-18 -1.327104000000e-18 
              1450 -1.308109356301e-18 -1.305032873250e-18 -1.293443308722e-18 -1.255472862472e-18 -1.229551477129e-18 -1.275851707445e-18 -1.313508855663e-18 -1.327104000000e-18 
              1451 -1.308109356301e-18 -1.305032872396e-18 -1.293443299273e-18 -1.255472861835e-18 -1.229551490197e-18 -1.275851728224e-18 -1.313508862461e-18 -1.327104000000e-18 
              1452 -1.308109356301e-18 -1.305032870376e-18 -1.293443276855e-18 -1.255472860597e-18 -1.229551521205e-18 -1.275851777727e-18 -1.313508878684e-18 -1.327104000000e-18 
              1453 -1.308109356301e-18 -1.305032868412e-18 -1.293443254945e-18 -1.255472860131e-18 -1.229551551558e-18 -1.275851826610e-18 -1.313508894769e-18 -1.327104000000e-18 
              1454 -1.308109356301e-18 -1.305032751790e-18 -1.293441946569e-18 -1.255472871690e-18 -1.229553366304e-18 -1.275854774817e-18 -1.313509868858e-18 -1.327104000000e-18 
              1455 -1.308109356301e-18 -1.305032751650e-18 -1.293441941958e-18 -1.255472895412e-18 -1.229553374902e-18 -1.275854799396e-18 -1.313509878724e-18 -1.327104000000e-18 
              1456 -1.308109356301e-18 -1.305032751525e-18 -1.293441937662e-18 -1.255472913420e-18 -1.229553382301e-18 -1.275854821709e-18 -1.313509887734e-18 -1.327104000000e-18 
              1457 -1.308109356301e-18 -1.305032751402e-18 -1.293441933335e-18 -1.255472931678e-18 -1.229553389795e-18 -1.275854844388e-18 -1.313509896903e-18 -1.327104000000e-18 
              1458 -1.308109356301e-18 -1.305032749295e-18 -1.293441857063e-18 -1.255473256514e-18 -1.229553522612e-18 -1.275855247785e-18 -1.313510060197e-18 -1.327104000000e-18 
              1459 -1.308109356301e-18 -1.305032749024e-18 -1.293441833478e-18 -1.255473380326e-18 -1.229553570059e-18 -1.275855399335e-18 -1.313510122979e-18 -1.327104000000e-18 
              1460 -1.308109356301e-18 -1.305032748956e-18 -1.293441809359e-18 -1.255473517971e-18 -1.229553620606e-18 -1.275855563783e-18 -1.313510191505e-18 -1.327104000000e-18 
              1461 -1.308109356301e-18 -1.305032748995e-18 -1.293441804557e-18 -1.255473548038e-18 -1.229553631061e-18 -1.275855598611e-18 -1.313510206102e-18 -1.327104000000e-18 
              1462 -1.308109356301e-18 -1.305032749037e-18 -1.293441800545e-18 -1.255473573468e-18 -1.229553639772e-18 -1.275855628034e-18 -1.313510218453e-18 -1.327104000000e-18 
              1463 -1.308109356301e-18 -1.305032749076e-18 -1.293441797377e-18 -1.255473593878e-18 -1.229553646703e-18 -1.275855651531e-18 -1.313510228329e-18 -1.327104000000e-18 
              1464 -1.308109356301e-18 -1.305032749403e-18 -1.293441774588e-18 -1.255473742584e-18 -1.229553696822e-18 -1.275855822082e-18 -1.313510300069e-18 -1.327104000000e-18 
              1465 -1.308109356301e-18 -1.305032749618e-18 -1.293441766972e-18 -1.255473797353e-18 -1.229553714286e-18 -1.275855883167e-18 -1.313510325929e-18 -1.327104000000e-18 
              1466 -1.308109356301e-18 -1.305032750583e-18 -1.293441738296e-18 -1.255474010196e-18 -1.229553780890e-18 -1.275856119031e-18 -1.313510426015e-18 -1.327104000000e-18 
              1467 -1.308109356301e-18 -1.305032750715e-18 -1.293441736052e-18 -1.255474030220e-18 -1.229553786569e-18 -1.275856139764e-18 -1.313510434884e-18 -1.327104000000e-18 
              1468 -1.308109356301e-18 -1.305032750854e-18 -1.293441733763e-18 -1.255474050146e-18 -1.229553792287e-18 -1.275856160961e-18 -1.313510443964e-18 -1.327104000000e-18 
              1469 -1.308109356301e-18 -1.305032751056e-18 -1.293441730564e-18 -1.255474078384e-18 -1.229553800336e-18 -1.275856190903e-18 -1.313510456801e-18 -1.327104000000e-18 
              1470 -1.308109356301e-18 -1.305032830610e-18 -1.293440541955e-18 -1.255484749478e-18 -1.229556811734e-18 -1.275867465768e-18 -1.313515295837e-18 -1.327104000000e-18 
              1471 -1.308109356301e-18 -1.305032864721e-18 -1.293440704990e-18 -1.255485341298e-18 -1.229556681310e-18 -1.275867599643e-18 -1.313515405741e-18 -1.327104000000e-18 
              1472 -1.308109356301e-18 -1.305032873161e-18 -1.293440745383e-18 -1.255485477887e-18 -1.229556649157e-18 -1.275867631792e-18 -1.313515433218e-18 -1.327104000000e-18 
              1473 -1.308109356301e-18 -1.305032876584e-18 -1.293440761908e-18 -1.255485543214e-18 -1.229556639257e-18 -1.275867645395e-18 -1.313515443565e-18 -1.327104000000e-18 
              1474 -1.308109356301e-18 -1.305032879422e-18 -1.293440775302e-18 -1.255485590472e-18 -1.229556628794e-18 -1.275867655268e-18 -1.313515451985e-18 -1.327104000000e-18 
              1475 -1.308109356301e-18 -1.305032881987e-18 -1.293440787371e-18 -1.255485632497e-18 -1.229556619210e-18 -1.275867664051e-18 -1.313515459540e-18 -1.327104000000e-18 
              1476 -1.308109356301e-18 -1.305032886700e-18 -1.293440809527e-18 -1.255485709467e-18 -1.229556601591e-18 -1.275867680054e-18 -1.313515473350e-18 -1.327104000000e-18 
              1477 -1.308109356301e-18 -1.305032894332e-18 -1.293440845337e-18 -1.255485833392e-18 -1.229556573074e-18 -1.275867705566e-18 -1.313515495487e-18 -1.327104000000e-18 
              1478 -1.308109356301e-18 -1.305032962081e-18 -1.293441162200e-18 -1.255486922904e-18 -1.229556320258e-18 -1.275867926281e-18 -1.313515688801e-18 -1.327104000000e-18 
              1479 -1.308109356301e-18 -1.305032964664e-18 -1.293441173966e-18 -1.255486961471e-18 -1.229556310802e-18 -1.275867932814e-18 -1.313515695126e-18 -1.327104000000e-18 
              1480 -1.308109356301e-18 -1.305032967134e-18 -1.293441185199e-18 -1.255486997895e-18 -1.229556301721e-18 -1.275867938989e-18 -1.313515701140e-18 -1.327104000000e-18 
              1481 -1.308109356301e-18 -1.305032969799e-18 -1.293441197309e-18 -1.255487037083e-18 -1.229556291926e-18 -1.275867945589e-18 -1.313515707594e-18 -1.327104000000e-18 
              1482 -1.308109356301e-18 -1.305033087988e-18 -1.293441733677e-18 -1.255488768879e-18 -1.229555857799e-18 -1.275868235060e-18 -1.313515992020e-18 -1.327104000000e-18 
              1483 -1.308109356301e-18 -1.305033101061e-18 -1.293441790360e-18 -1.255488933818e-18 -1.229555810931e-18 -1.275868252405e-18 -1.313516015395e-18 -1.327104000000e-18 
              1484 -1.308109356301e-18 -1.305033113270e-18 -1.293441843020e-18 -1.255489085583e-18 -1.229555767369e-18 -1.275868267314e-18 -1.313516036480e-18 -1.327104000000e-18 
              1485 -1.308109356301e-18 -1.305033116751e-18 -1.293441857967e-18 -1.255489128239e-18 -1.229555754996e-18 -1.275868271225e-18 -1.313516042303e-18 -1.327104000000e-18 
              1486 -1.308109356301e-18 -1.305033120298e-18 -1.293441873176e-18 -1.255489171500e-18 -1.229555742389e-18 -1.275868275113e-18 -1.313516048182e-18 -1.327104000000e-18 
              1487 -1.308109356301e-18 -1.305033122794e-18 -1.293441883868e-18 -1.255489201824e-18 -1.229555733524e-18 -1.275868277781e-18 -1.313516052282e-18 -1.327104000000e-18 
              1488 -1.308109356301e-18 -1.305033159826e-18 -1.293442042315e-18 -1.255489650276e-18 -1.229555602101e-18 -1.275868316637e-18 -1.313516112700e-18 -1.327104000000e-18 
              1489 -1.308109356301e-18 -1.305033206902e-18 -1.293442240980e-18 -1.255490195251e-18 -1.229555436579e-18 -1.275868352614e-18 -1.313516182018e-18 -1.327104000000e-18 
              1490 -1.308109356301e-18 -1.305033494924e-18 -1.293443433505e-18 -1.255493270475e-18 -1.229554424980e-18 -1.275868469091e-18 -1.313516549423e-18 -1.327104000000e-18 
