#               step           E_total_1           E_total_2           E_total_3           E_total_4           E_total_5           E_total_6           E_total_7           E_total_8 
#                                      J                   J                   J                   J                   J                   J                   J                   J 
               765 -1.308109356301e-18 -1.304753285588e-18 -1.293141811451e-18 -1.256553593177e-18 -1.229545914500e-18 -1.276895824652e-18 -1.314034519071e-18 -1.327104000000e-18 
               766 -1.308109356301e-18 -1.304753479322e-18 -1.293142219413e-18 -1.256552481703e-18 -1.229545952077e-18 -1.276894135360e-18 -1.314033744602e-18 -1.327104000000e-18 
               767 -1.308109356301e-18 -1.304753762686e-18 -1.293142798188e-18 -1.256550128278e-18 -1.229545783633e-18 -1.276891631812e-18 -1.314032609337e-18 -1.327104000000e-18 
               768 -1.308109356301e-18 -1.304754693492e-18 -1.293144667348e-18 -1.256541247543e-18 -1.229544791715e-18 -1.276883345944e-18 -1.314028871825e-18 -1.327104000000e-18 
               769 -1.308109356301e-18 -1.304755312065e-18 -1.293145892685e-18 -1.256535233133e-18 -1.229544138233e-18 -1.276877829382e-18 -1.314026375860e-18 -1.327104000000e-18 
               770 -1.308109356301e-18 -1.304759747778e-18 -1.293154575319e-18 -1.256491156535e-18 -1.229539383572e-18 -1.276838158767e-18 -1.314008401962e-18 -1.327104000000e-18 
               771 -1.308109356301e-18 -1.304759961338e-18 -1.293154969001e-18 -1.256489248046e-18 -1.229539230168e-18 -1.276836246433e-18 -1.314007517322e-18 -1.327104000000e-18 
               772 -1.308109356301e-18 -1.304760207388e-18 -1.293155412679e-18 -1.256486726260e-18 -1.229539016122e-18 -1.276834032518e-18 -1.314006496300e-18 -1.327104000000e-18 
               773 -1.308109356301e-18 -1.304760393618e-18 -1.293155746617e-18 -1.256484808100e-18 -1.229538854636e-18 -1.276832355950e-18 -1.314005722485e-18 -1.327104000000e-18 
               774 -1.308109356301e-18 -1.304774217494e-18 -1.293180347732e-18 -1.256340754549e-18 -1.229526474310e-18 -1.276707361965e-18 -1.313948024138e-18 -1.327104000000e-18 
               775 -1.308109356301e-18 -1.304776125761e-18 -1.293182577318e-18 -1.256316985130e-18 -1.229525279607e-18 -1.276689534162e-18 -1.313939389820e-18 -1.327104000000e-18 
               776 -1.308109356301e-18 -1.304777065708e-18 -1.293183237050e-18 -1.256288219357e-18 -1.229522916318e-18 -1.276680252914e-18 -1.313935057699e-18 -1.327104000000e-18 
               777 -1.308109356301e-18 -1.304777238426e-18 -1.293183958885e-18 -1.256306507321e-18 -1.229525563708e-18 -1.276679315756e-18 -1.313934306322e-18 -1.327104000000e-18 
               778 -1.308109356301e-18 -1.304777392774e-18 -1.293184153319e-18 -1.256305185720e-18 -1.229525664325e-18 -1.276677913966e-18 -1.313933599023e-18 -1.327104000000e-18 
               779 -1.308109356301e-18 -1.304777561690e-18 -1.293184348416e-18 -1.256303213527e-18 -1.229525665305e-18 -1.276676346577e-18 -1.313932821753e-18 -1.327104000000e-18 
               780 -1.308109356301e-18 -1.304778437979e-18 -1.293185327585e-18 -1.256292435482e-18 -1.229525430092e-18 -1.276668127009e-18 -1.313928777730e-18 -1.327104000000e-18 
               781 -1.308109356301e-18 -1.304778887562e-18 -1.293185817285e-18 -1.256286912283e-18 -1.229525352199e-18 -1.276663904764e-18 -1.313926692114e-18 -1.327104000000e-18 
               782 -1.308109356301e-18 -1.304780458967e-18 -1.293187491365e-18 -1.256267207608e-18 -1.229524985341e-18 -1.276649079943e-18 -1.313919375540e-18 -1.327104000000e-18 
               783 -1.308109356301e-18 -1.304780707251e-18 -1.293187741867e-18 -1.256264069879e-18 -1.229524948826e-18 -1.276646724889e-18 -1.313918208078e-18 -1.327104000000e-18 
               784 -1.308109356301e-18 -1.304781348572e-18 -1.293188378564e-18 -1.256255761934e-18 -1.229524833206e-18 -1.276640628993e-18 -1.313915186541e-18 -1.327104000000e-18 
               785 -1.308109356301e-18 -1.304781493095e-18 -1.293188522385e-18 -1.256254029602e-18 -1.229524828874e-18 -1.276639256344e-18 -1.313914503082e-18 -1.327104000000e-18 
               786 -1.308109356301e-18 -1.304781718535e-18 -1.293188740356e-18 -1.256251119652e-18 -1.229524799010e-18 -1.276637107934e-18 -1.313913435543e-18 -1.327104000000e-18 
               787 -1.308109356301e-18 -1.304782158256e-18 -1.293189161525e-18 -1.256245427448e-18 -1.229524744365e-18 -1.276632913264e-18 -1.313911350006e-18 -1.327104000000e-18 
               788 -1.308109356301e-18 -1.304869584753e-18 -1.293265504989e-18 -1.255023595938e-18 -1.229493235086e-18 -1.275772150709e-18 -1.313483287556e-18 -1.327104000000e-18 
               789 -1.308109356301e-18 -1.304869430201e-18 -1.293263167787e-18 -1.254985677141e-18 -1.229490332022e-18 -1.275771421617e-18 -1.313482963098e-18 -1.327104000000e-18 
               790 -1.308109356301e-18 -1.304869376371e-18 -1.293264324490e-18 -1.255052111181e-18 -1.229498941510e-18 -1.275773414899e-18 -1.313482954671e-18 -1.327104000000e-18 
               791 -1.308109356301e-18 -1.304869318318e-18 -1.293263777384e-18 -1.255050970195e-18 -1.229499401998e-18 -1.275773523878e-18 -1.313482854788e-18 -1.327104000000e-18 
               792 -1.308109356301e-18 -1.304868221736e-18 -1.293253466588e-18 -1.255029475865e-18 -1.229507914781e-18 -1.275775628152e-18 -1.313480995625e-18 -1.327104000000e-18 
               793 -1.308109356301e-18 -1.304867909537e-18 -1.293250659790e-18 -1.255024074543e-18 -1.229510212457e-18 -1.275776506165e-18 -1.313480627565e-18 -1.327104000000e-18 
               794 -1.308109356301e-18 -1.304867608587e-18 -1.293247988197e-18 -1.255019041169e-18 -1.229512396596e-18 -1.275777405428e-18 -1.313480312139e-18 -1.327104000000e-18 
               795 -1.308109356301e-18 -1.304867486764e-18 -1.293246922577e-18 -1.255017209065e-18 -1.229513311630e-18 -1.275777793320e-18 -1.313480200849e-18 -1.327104000000e-18 
               796 -1.308109356301e-18 -1.304867339976e-18 -1.293245642206e-18 -1.255014872343e-18 -1.229514367569e-18 -1.275778267310e-18 -1.313480072419e-18 -1.327104000000e-18 
               797 -1.308109356301e-18 -1.304867261955e-18 -1.293244965572e-18 -1.255013653619e-18 -1.229514929844e-18 -1.275778525613e-18 -1.313480008631e-18 -1.327104000000e-18 
               798 -1.308109356301e-18 -1.304866664499e-18 -1.293239799443e-18 -1.255004367107e-18 -1.229519205047e-18 -1.275780527180e-18 -1.313479537529e-18 -1.327104000000e-18 
               799 -1.308109356301e-18 -1.304866551410e-18 -1.293238843959e-18 -1.255002716812e-18 -1.229520003338e-18 -1.275780943020e-18 -1.313479474187e-18 -1.327104000000e-18 
               800 -1.308109356301e-18 -1.304866210232e-18 -1.293235971880e-18 -1.254997770871e-18 -1.229522366895e-18 -1.275782210800e-18 -1.313479296833e-18 -1.327104000000e-18 
               801 -1.308109356301e-18 -1.304866147418e-18 -1.293235451480e-18 -1.254996918046e-18 -1.229522841527e-18 -1.275782463660e-18 -1.313479271904e-18 -1.327104000000e-18 
               802 -1.308109356301e-18 -1.304866065341e-18 -1.293234771033e-18 -1.254995781542e-18 -1.229523413189e-18 -1.275782787333e-18 -1.313479241071e-18 -1.327104000000e-18 
               803 -1.308109356301e-18 -1.304865961361e-18 -1.293233911522e-18 -1.254994353657e-18 -1.229524136025e-18 -1.275783201659e-18 -1.313479204955e-18 -1.327104000000e-18 
               804 -1.308109356301e-18 -1.304838207150e-18 -1.293005219216e-18 -1.254618183771e-18 -1.229712946301e-18 -1.275893092871e-18 -1.313469477679e-18 -1.327104000000e-18 
               805 -1.308109356301e-18 -1.304837445111e-18 -1.292999546152e-18 -1.254631195886e-18 -1.229692454837e-18 -1.275853037922e-18 -1.313476832775e-18 -1.327104000000e-18 
               806 -1.308109356301e-18 -1.304837401389e-18 -1.293005686899e-18 -1.254642954014e-18 -1.229715454985e-18 -1.275911975071e-18 -1.313478467552e-18 -1.327104000000e-18 
               807 -1.308109356301e-18 -1.304837354442e-18 -1.293005796457e-18 -1.254644552539e-18 -1.229715820564e-18 -1.275913802245e-18 -1.313479049343e-18 -1.327104000000e-18 
               808 -1.308109356301e-18 -1.304837305841e-18 -1.293005841097e-18 -1.254646137058e-18 -1.229716009087e-18 -1.275914890375e-18 -1.313479627854e-18 -1.327104000000e-18 
               809 -1.308109356301e-18 -1.304837232702e-18 -1.293005910319e-18 -1.254648533554e-18 -1.229716292633e-18 -1.275916536478e-18 -1.313480502769e-18 -1.327104000000e-18 
               810 -1.308109356301e-18 -1.304824243144e-18 -1.293017098588e-18 -1.255067450558e-18 -1.229763513006e-18 -1.276207183665e-18 -1.313634687977e-18 -1.327104000000e-18 
               811 -1.308109356301e-18 -1.304826372928e-18 -1.293030498491e-18 -1.255056451261e-18 -1.229701046503e-18 -1.276217867650e-18 -1.313639053458e-18 -1.327104000000e-18 
               812 -1.308109356301e-18 -1.304826534445e-18 -1.293030412675e-18 -1.254998359540e-18 -1.229743890721e-18 -1.276198219688e-18 -1.313625920304e-18 -1.327104000000e-18 
               813 -1.308109356301e-18 -1.304826643593e-18 -1.293032478957e-18 -1.255108882961e-18 -1.229757921083e-18 -1.276227389595e-18 -1.313643264178e-18 -1.327104000000e-18 
               814 -1.308109356301e-18 -1.304826705563e-18 -1.293032815679e-18 -1.255113701117e-18 -1.229758221229e-18 -1.276229016902e-18 -1.313644245063e-18 -1.327104000000e-18 
               815 -1.308109356301e-18 -1.304826764084e-18 -1.293033068308e-18 -1.255114839313e-18 -1.229758209892e-18 -1.276229445919e-18 -1.313644435291e-18 -1.327104000000e-18 
               816 -1.308109356301e-18 -1.304826915287e-18 -1.293033712749e-18 -1.255117492676e-18 -1.229757999656e-18 -1.276230520002e-18 -1.313644920685e-18 -1.327104000000e-18 
               817 -1.308109356301e-18 -1.304827078725e-18 -1.293034403781e-18 -1.255120270756e-18 -1.229757668198e-18 -1.276231647438e-18 -1.313645445441e-18 -1.327104000000e-18 
               818 -1.308109356301e-18 -1.304827685196e-18 -1.293036952335e-18 -1.255130445023e-18 -1.229756314177e-18 -1.276235736682e-18 -1.313647391723e-18 -1.327104000000e-18 
               819 -1.308109356301e-18 -1.304827860368e-18 -1.293037674191e-18 -1.255133333229e-18 -1.229755902038e-18 -1.276236845361e-18 -1.313647952139e-18 -1.327104000000e-18 
               820 -1.308109356301e-18 -1.304827964885e-18 -1.293038105094e-18 -1.255135098703e-18 -1.229755659379e-18 -1.276237501223e-18 -1.313648287051e-18 -1.327104000000e-18 
               821 -1.308109356301e-18 -1.304828022743e-18 -1.293038344026e-18 -1.255136095980e-18 -1.229755525351e-18 -1.276237862728e-18 -1.313648473009e-18 -1.327104000000e-18 
               822 -1.308109356301e-18 -1.304828093520e-18 -1.293038634584e-18 -1.255137279319e-18 -1.229755357592e-18 -1.276238301429e-18 -1.313648698928e-18 -1.327104000000e-18 
               823 -1.308109356301e-18 -1.304828206968e-18 -1.293039099867e-18 -1.255139177468e-18 -1.229755088030e-18 -1.276239001362e-18 -1.313649060709e-18 -1.327104000000e-18 
               824 -1.308109356301e-18 -1.304835852808e-18 -1.293070396811e-18 -1.255266943907e-18 -1.229736549234e-18 -1.276285672541e-18 -1.313673365122e-18 -1.327104000000e-18 
               825 -1.308109356301e-18 -1.304836453512e-18 -1.293072451574e-18 -1.255271800232e-18 -1.229733955953e-18 -1.276287199664e-18 -1.313675040221e-18 -1.327104000000e-18 
               826 -1.308109356301e-18 -1.304836515259e-18 -1.293072875195e-18 -1.255279134920e-18 -1.229734497752e-18 -1.276287561037e-18 -1.313675244518e-18 -1.327104000000e-18 
               827 -1.308109356301e-18 -1.304836561992e-18 -1.293073079578e-18 -1.255280603613e-18 -1.229734407819e-18 -1.276287709914e-18 -1.313675375563e-18 -1.327104000000e-18 
               828 -1.308109356301e-18 -1.304836609167e-18 -1.293073268730e-18 -1.255281448629e-18 -1.229734238352e-18 -1.276287840919e-18 -1.313675504294e-18 -1.327104000000e-18 
               829 -1.308109356301e-18 -1.304836837650e-18 -1.293074188919e-18 -1.255285536659e-18 -1.229733401620e-18 -1.276288472799e-18 -1.313676125695e-18 -1.327104000000e-18 
               830 -1.308109356301e-18 -1.304837519576e-18 -1.293076995432e-18 -1.255297730767e-18 -1.229730848385e-18 -1.276290336119e-18 -1.313677951540e-18 -1.327104000000e-18 
               831 -1.308109356301e-18 -1.304837756227e-18 -1.293078029791e-18 -1.255301894833e-18 -1.229729905718e-18 -1.276290945464e-18 -1.313678556619e-18 -1.327104000000e-18 
               832 -1.308109356301e-18 -1.304837917231e-18 -1.293078744189e-18 -1.255304683386e-18 -1.229729244102e-18 -1.276291344149e-18 -1.313678961200e-18 -1.327104000000e-18 
               833 -1.308109356301e-18 -1.304837977537e-18 -1.293079015906e-18 -1.255305780989e-18 -1.229729014450e-18 -1.276291492612e-18 -1.313679111039e-18 -1.327104000000e-18 
               834 -1.308109356301e-18 -1.304838039881e-18 -1.293079296609e-18 -1.255306863881e-18 -1.229728759293e-18 -1.276291641921e-18 -1.313679265069e-18 -1.327104000000e-18 
               835 -1.308109356301e-18 -1.304838091456e-18 -1.293079529631e-18 -1.255307756879e-18 -1.229728547174e-18 -1.276291764042e-18 -1.313679391849e-18 -1.327104000000e-18 
               836 -1.308109356301e-18 -1.304840251962e-18 -1.293089316005e-18 -1.255345087302e-18 -1.229719624067e-18 -1.276296823831e-18 -1.313684676425e-18 -1.327104000000e-18 
               837 -1.308109356301e-18 -1.304840822777e-18 -1.293092224935e-18 -1.255353745943e-18 -1.229716939018e-18 -1.276297561715e-18 -1.313685793782e-18 -1.327104000000e-18 
               838 -1.308109356301e-18 -1.304840902713e-18 -1.293092634481e-18 -1.255354957130e-18 -1.229716568225e-18 -1.276297637368e-18 -1.313685938576e-18 -1.327104000000e-18 
               839 -1.308109356301e-18 -1.304840941462e-18 -1.293092846474e-18 -1.255355909710e-18 -1.229716427563e-18 -1.276297686186e-18 -1.313686015078e-18 -1.327104000000e-18 
               840 -1.308109356301e-18 -1.304840980158e-18 -1.293093044562e-18 -1.255356489752e-18 -1.229716247673e-18 -1.276297719613e-18 -1.313686083902e-18 -1.327104000000e-18 
               841 -1.308109356301e-18 -1.304841025980e-18 -1.293093279085e-18 -1.255357174623e-18 -1.229716034641e-18 -1.276297758057e-18 -1.313686164901e-18 -1.327104000000e-18 
               842 -1.308109356301e-18 -1.304848496794e-18 -1.293131491767e-18 -1.255468497568e-18 -1.229681205092e-18 -1.276303770773e-18 -1.313699251044e-18 -1.327104000000e-18 
               843 -1.308109356301e-18 -1.304849358023e-18 -1.293135683903e-18 -1.255472575207e-18 -1.229676883052e-18 -1.276299744702e-18 -1.313698673466e-18 -1.327104000000e-18 
               844 -1.308109356301e-18 -1.304849462830e-18 -1.293136185980e-18 -1.255473723263e-18 -1.229676589997e-18 -1.276299307206e-18 -1.313698578125e-18 -1.327104000000e-18 
               845 -1.308109356301e-18 -1.304849520862e-18 -1.293136471866e-18 -1.255474512631e-18 -1.229676510724e-18 -1.276299086285e-18 -1.313698526196e-18 -1.327104000000e-18 
               846 -1.308109356301e-18 -1.304849568813e-18 -1.293136693444e-18 -1.255474806202e-18 -1.229676314822e-18 -1.276298867407e-18 -1.313698480254e-18 -1.327104000000e-18 
               847 -1.308109356301e-18 -1.304849607149e-18 -1.293136868150e-18 -1.255475001278e-18 -1.229676151048e-18 -1.276298687936e-18 -1.313698442432e-18 -1.327104000000e-18 
               848 -1.308109356301e-18 -1.304849664209e-18 -1.293137127166e-18 -1.255475280619e-18 -1.229675905374e-18 -1.276298419096e-18 -1.313698385421e-18 -1.327104000000e-18 
               849 -1.308109356301e-18 -1.304849779906e-18 -1.293137650342e-18 -1.255475835161e-18 -1.229675405741e-18 -1.276297870849e-18 -1.313698268196e-18 -1.327104000000e-18 
               850 -1.308109356301e-18 -1.304850433143e-18 -1.293140581287e-18 -1.255478842053e-18 -1.229672579389e-18 -1.276294743219e-18 -1.313697586876e-18 -1.327104000000e-18 
               851 -1.308109356301e-18 -1.304850477438e-18 -1.293140772645e-18 -1.255479029124e-18 -1.229672393331e-18 -1.276294522321e-18 -1.313697534413e-18 -1.327104000000e-18 
               852 -1.308109356301e-18 -1.304850514274e-18 -1.293140930906e-18 -1.255479172913e-18 -1.229672237940e-18 -1.276294337595e-18 -1.313697489786e-18 -1.327104000000e-18 
               853 -1.308109356301e-18 -1.304850548487e-18 -1.293141077539e-18 -1.255479303991e-18 -1.229672093791e-18 -1.276294165601e-18 -1.313697447951e-18 -1.327104000000e-18 
               854 -1.308109356301e-18 -1.304851564002e-18 -1.293145421524e-18 -1.255483156439e-18 -1.229667816694e-18 -1.276289047391e-18 -1.313696197138e-18 -1.327104000000e-18 
               855 -1.308109356301e-18 -1.304851769373e-18 -1.293146251545e-18 -1.255483772452e-18 -1.229667009591e-18 -1.276287957112e-18 -1.313695892568e-18 -1.327104000000e-18 
               856 -1.308109356301e-18 -1.304852062679e-18 -1.293147422896e-18 -1.255484541898e-18 -1.229665845311e-18 -1.276286369381e-18 -1.313695444697e-18 -1.327104000000e-18 
               857 -1.308109356301e-18 -1.304852108389e-18 -1.293147603581e-18 -1.255484671624e-18 -1.229665668238e-18 -1.276286118465e-18 -1.313695371985e-18 -1.327104000000e-18 
               858 -1.308109356301e-18 -1.304852148066e-18 -1.293147759609e-18 -1.255484768197e-18 -1.229665512793e-18 -1.276285899486e-18 -1.313695308400e-18 -1.327104000000e-18 
               859 -1.308109356301e-18 -1.304852182676e-18 -1.293147895373e-18 -1.255484848718e-18 -1.229665377165e-18 -1.276285707933e-18 -1.313695252616e-18 -1.327104000000e-18 
               860 -1.308109356301e-18 -1.304852426886e-18 -1.293148851663e-18 -1.255485407416e-18 -1.229664421426e-18 -1.276284353463e-18 -1.313694857089e-18 -1.327104000000e-18 
               861 -1.308109356301e-18 -1.304852497786e-18 -1.293149126094e-18 -1.255485555601e-18 -1.229664147454e-18 -1.276283954715e-18 -1.313694738375e-18 -1.327104000000e-18 
               862 -1.308109356301e-18 -1.304852867773e-18 -1.293150553342e-18 -1.255486295754e-18 -1.229662718186e-18 -1.276281865115e-18 -1.313694113000e-18 -1.327104000000e-18 
               863 -1.308109356301e-18 -1.304852899521e-18 -1.293150673785e-18 -1.255486352529e-18 -1.229662597738e-18 -1.276281682133e-18 -1.313694056722e-18 -1.327104000000e-18 
               864 -1.308109356301e-18 -1.304852941872e-18 -1.293150834092e-18 -1.255486422191e-18 -1.229662436683e-18 -1.276281437479e-18 -1.313693981346e-18 -1.327104000000e-18 
               865 -1.308109356301e-18 -1.304852994692e-18 -1.293151033633e-18 -1.255486507105e-18 -1.229662236170e-18 -1.276281131633e-18 -1.313693886849e-18 -1.327104000000e-18 
               866 -1.308109356301e-18 -1.305588279181e-18 -1.295964142959e-18 -1.256384348487e-18 -1.226231165150e-18 -1.271494893024e-18 -1.312218706866e-18 -1.327104000000e-18 
               867 -1.308109356301e-18 -1.305583633693e-18 -1.295917667227e-18 -1.256060879717e-18 -1.226275654991e-18 -1.271459269265e-18 -1.312186664373e-18 -1.327104000000e-18 
               868 -1.308109356301e-18 -1.305581870626e-18 -1.295895651345e-18 -1.255724072259e-18 -1.226288641052e-18 -1.271447763071e-18 -1.312175826711e-18 -1.327104000000e-18 
               869 -1.308109356301e-18 -1.305581350327e-18 -1.295904408096e-18 -1.256223415326e-18 -1.226359812642e-18 -1.271457669124e-18 -1.312172962254e-18 -1.327104000000e-18 
               870 -1.308109356301e-18 -1.305580763491e-18 -1.295899335958e-18 -1.256206546079e-18 -1.226367466252e-18 -1.271454854108e-18 -1.312169317650e-18 -1.327104000000e-18 
               871 -1.308109356301e-18 -1.305580117528e-18 -1.295893676875e-18 -1.256185390218e-18 -1.226375248831e-18 -1.271451689300e-18 -1.312165324955e-18 -1.327104000000e-18 
               872 -1.308109356301e-18 -1.305563829933e-18 -1.295750411723e-18 -1.255635639707e-18 -1.226542706538e-18 -1.271369395569e-18 -1.312064719893e-18 -1.327104000000e-18 
               873 -1.308109356301e-18 -1.305561270528e-18 -1.295729105054e-18 -1.255571303024e-18 -1.226572997471e-18 -1.271362728894e-18 -1.312051999809e-18 -1.327104000000e-18 
               874 -1.308109356301e-18 -1.305559172395e-18 -1.295711706951e-18 -1.255518805511e-18 -1.226593392988e-18 -1.271357233750e-18 -1.312041851495e-18 -1.327104000000e-18 
               875 -1.308109356301e-18 -1.305557832257e-18 -1.295700533058e-18 -1.255483482935e-18 -1.226606669988e-18 -1.271353697671e-18 -1.312035495402e-18 -1.327104000000e-18 
               876 -1.308109356301e-18 -1.305554836623e-18 -1.295675415628e-18 -1.255400399078e-18 -1.226632429035e-18 -1.271345667048e-18 -1.312021448652e-18 -1.327104000000e-18 
               877 -1.308109356301e-18 -1.305554073684e-18 -1.295669123255e-18 -1.255381493731e-18 -1.226639547272e-18 -1.271343775910e-18 -1.312017991470e-18 -1.327104000000e-18 
               878 -1.308109356301e-18 -1.305552493379e-18 -1.295655994174e-18 -1.255339272884e-18 -1.226653063647e-18 -1.271339899624e-18 -1.312010887916e-18 -1.327104000000e-18 
               879 -1.308109356301e-18 -1.305551754329e-18 -1.295649881230e-18 -1.255319880644e-18 -1.226659329996e-18 -1.271338156463e-18 -1.312007624259e-18 -1.327104000000e-18 
               880 -1.308109356301e-18 -1.305541533840e-18 -1.295565355205e-18 -1.255050447658e-18 -1.226744554513e-18 -1.271314241517e-18 -1.311962733008e-18 -1.327104000000e-18 
               881 -1.308109356301e-18 -1.305539686352e-18 -1.295550335354e-18 -1.255002625891e-18 -1.226759080507e-18 -1.271310999964e-18 -1.311955534113e-18 -1.327104000000e-18 
               882 -1.308109356301e-18 -1.305537620033e-18 -1.295533267829e-18 -1.254940650574e-18 -1.226774716473e-18 -1.271307520947e-18 -1.311947644420e-18 -1.327104000000e-18 
               883 -1.308109356301e-18 -1.305536969454e-18 -1.295528650074e-18 -1.254940825271e-18 -1.226780545725e-18 -1.271306607396e-18 -1.311945218623e-18 -1.327104000000e-18 
               884 -1.308109356301e-18 -1.305536234759e-18 -1.295522771011e-18 -1.254923082908e-18 -1.226786223052e-18 -1.271305496790e-18 -1.311942497591e-18 -1.327104000000e-18 
               885 -1.308109356301e-18 -1.305532414607e-18 -1.295492251797e-18 -1.254831249718e-18 -1.226815545856e-18 -1.271299838427e-18 -1.311928450807e-18 -1.327104000000e-18 
               886 -1.308109356301e-18 -1.305313676199e-18 -1.293753591788e-18 -1.249848886572e-18 -1.228153976160e-18 -1.270937267962e-18 -1.311114308472e-18 -1.327104000000e-18 
               887 -1.308109356301e-18 -1.305305667000e-18 -1.293705365508e-18 -1.248733163027e-18 -1.225784912353e-18 -1.270951038418e-18 -1.311146300044e-18 -1.327104000000e-18 
               888 -1.308109356301e-18 -1.305304775935e-18 -1.293718671115e-18 -1.249855331724e-18 -1.228249544653e-18 -1.271012865393e-18 -1.311151587815e-18 -1.327104000000e-18 
               889 -1.308109356301e-18 -1.305303889009e-18 -1.293718771748e-18 -1.250009029666e-18 -1.228295915418e-18 -1.271025522693e-18 -1.311155631161e-18 -1.327104000000e-18 
               890 -1.308109356301e-18 -1.305303125155e-18 -1.293716162238e-18 -1.250019231120e-18 -1.228301742268e-18 -1.271032467247e-18 -1.311158937440e-18 -1.327104000000e-18 
               891 -1.308109356301e-18 -1.305302374349e-18 -1.293713386133e-18 -1.250019930873e-18 -1.228305302839e-18 -1.271039039067e-18 -1.311162181168e-18 -1.327104000000e-18 
               892 -1.308109356301e-18 -1.305282153872e-18 -1.293638449810e-18 -1.250035540461e-18 -1.228392676236e-18 -1.271215988171e-18 -1.311249299760e-18 -1.327104000000e-18 
               893 -1.308109356301e-18 -1.305280803122e-18 -1.293633424927e-18 -1.250039012488e-18 -1.228404393600e-18 -1.271229606157e-18 -1.311255505902e-18 -1.327104000000e-18 
               894 -1.308109356301e-18 -1.305279114910e-18 -1.293627117774e-18 -1.250042164076e-18 -1.228413398808e-18 -1.271246657297e-18 -1.311263304397e-18 -1.327104000000e-18 
               895 -1.308109356301e-18 -1.305278030888e-18 -1.293623050633e-18 -1.250044343348e-18 -1.228419208842e-18 -1.271257720782e-18 -1.311268348440e-18 -1.327104000000e-18 
               896 -1.308109356301e-18 -1.305243070683e-18 -1.293491105653e-18 -1.250108685768e-18 -1.228602105864e-18 -1.271614297724e-18 -1.311430571840e-18 -1.327104000000e-18 
               897 -1.308109356301e-18 -1.305242182171e-18 -1.293487523410e-18 -1.250115363521e-18 -1.228608593684e-18 -1.271625890099e-18 -1.311435526012e-18 -1.327104000000e-18 
               898 -1.308109356301e-18 -1.305241357137e-18 -1.293484177628e-18 -1.250120926267e-18 -1.228614336790e-18 -1.271636686572e-18 -1.311440149458e-18 -1.327104000000e-18 
               899 -1.308109356301e-18 -1.305240833593e-18 -1.293482050312e-18 -1.250124331905e-18 -1.228617962843e-18 -1.271643570305e-18 -1.311443097698e-18 -1.327104000000e-18 
               900 -1.308109356301e-18 -1.305238454293e-18 -1.293472316457e-18 -1.250138022671e-18 -1.228634226593e-18 -1.271674922591e-18 -1.311456529771e-18 -1.327104000000e-18 
               901 -1.308109356301e-18 -1.305233922407e-18 -1.293453809492e-18 -1.250165067888e-18 -1.228665548966e-18 -1.271735475674e-18 -1.311482465792e-18 -1.327104000000e-18 
               902 -1.308109356301e-18 -1.304634468394e-18 -1.290774376978e-18 -1.239437460326e-18 -1.230089917100e-18 -1.277996230280e-18 -1.314528005115e-18 -1.327104000000e-18 
               903 -1.308109356301e-18 -1.304636336626e-18 -1.290844131893e-18 -1.251985013373e-18 -1.231870411738e-18 -1.278870608195e-18 -1.314536758272e-18 -1.327104000000e-18 
               904 -1.308109356301e-18 -1.304637899154e-18 -1.290856846922e-18 -1.252074251311e-18 -1.231972747929e-18 -1.278884620397e-18 -1.314539758383e-18 -1.327104000000e-18 
               905 -1.308109356301e-18 -1.304639842631e-18 -1.290871785092e-18 -1.252122975192e-18 -1.232015209803e-18 -1.278895781084e-18 -1.314543396785e-18 -1.327104000000e-18 
               906 -1.308109356301e-18 -1.304648015361e-18 -1.290934093367e-18 -1.252285608349e-18 -1.232096975189e-18 -1.278940903916e-18 -1.314558760684e-18 -1.327104000000e-18 
               907 -1.308109356301e-18 -1.304657066797e-18 -1.291002026101e-18 -1.252441762716e-18 -1.232105926920e-18 -1.278990555670e-18 -1.314576146581e-18 -1.327104000000e-18 
               908 -1.308109356301e-18 -1.304678258796e-18 -1.291150360830e-18 -1.252293013048e-18 -1.231880633716e-18 -1.279066026327e-18 -1.314616299945e-18 -1.327104000000e-18 
               909 -1.308109356301e-18 -1.304679811856e-18 -1.291169593219e-18 -1.252867738865e-18 -1.232060125094e-18 -1.279115066208e-18 -1.314620841458e-18 -1.327104000000e-18 
               910 -1.308109356301e-18 -1.304681255161e-18 -1.291179967540e-18 -1.252911340491e-18 -1.232064359295e-18 -1.279123773960e-18 -1.314623822128e-18 -1.327104000000e-18 
               911 -1.308109356301e-18 -1.304682798422e-18 -1.291190793967e-18 -1.252941576304e-18 -1.232060280259e-18 -1.279131842090e-18 -1.314626971940e-18 -1.327104000000e-18 
               912 -1.308109356301e-18 -1.304691085400e-18 -1.291248640037e-18 -1.253093191856e-18 -1.232026837404e-18 -1.279174230692e-18 -1.314643870414e-18 -1.327104000000e-18 
               913 -1.308109356301e-18 -1.304694794056e-18 -1.291274101812e-18 -1.253164006497e-18 -1.232012347310e-18 -1.279192650036e-18 -1.314651482967e-18 -1.327104000000e-18 
               914 -1.308109356301e-18 -1.304705657530e-18 -1.291348010439e-18 -1.253360316751e-18 -1.231960396568e-18 -1.279244906532e-18 -1.314673766007e-18 -1.327104000000e-18 
               915 -1.308109356301e-18 -1.304707290615e-18 -1.291359048201e-18 -1.253400134517e-18 -1.231956311038e-18 -1.279253099562e-18 -1.314677160030e-18 -1.327104000000e-18 
