#               time            E_Demag  E_UniformExchange            E_total                m_x                m_y                m_z            m_error          real_time          rhs_evals               step 
#                <s>                <J>                <J>                <J>                 <>                 <>                 <>                 <>                <s>                 <>                 <> 
             3.2e-09  1.12624316349e-18  2.71727700002e-18  3.84352016352e-18    -0.213365316549    0.0416649876844    0.0214199406515  8.02029553881e-11      1578232598.26              13393                320 
            3.21e-09  1.12731435404e-18  2.71727619831e-18  3.84459055235e-18    -0.214233866255    0.0410316048652     0.021395735422  8.46083203498e-11      1578232598.31              13439                321 
            3.22e-09  1.12834786983e-18  2.71727167208e-18  3.84561954191e-18    -0.215075923627    0.0403471871059    0.0213723823491  7.42672590093e-11      1578232598.36              13483                322 
            3.23e-09  1.12934118659e-18   2.7172646507e-18   3.8466058373e-18    -0.215890524375    0.0396130302719    0.0213498637035  6.58770815676e-11      1578232598.43              13541                323 
            3.24e-09  1.13029176113e-18  2.71725647502e-18  3.84754823615e-18    -0.216676753528    0.0388305963851    0.0213281528664  6.67828015111e-11       1578232598.5              13582                324 
            3.25e-09  1.13119704424e-18  2.71724856246e-18   3.8484456067e-18     -0.21743372923    0.0380015033442    0.0213072167453  6.96944724154e-11      1578232598.55              13620                325 
            3.26e-09  1.13205449302e-18  2.71724236952e-18  3.84929686253e-18    -0.218160584058     0.037127515467    0.0212870184506  7.41078309829e-11       1578232598.6              13662                326 
            3.27e-09  1.13286158245e-18  2.71723935243e-18  3.85010093488e-18    -0.218856444477    0.0362105352794    0.0212675201515  1.44126044432e-10      1578232598.66              13714                327 
            3.28e-09   1.1336158167e-18  2.71724092698e-18  3.85085674368e-18    -0.219520409224    0.0352525968441    0.0212486860293  1.42492462274e-10      1578232598.74              13768                328 
            3.29e-09  1.13431474035e-18  2.71724842839e-18  3.85156316874e-18    -0.220151527487    0.0342558607861    0.0212304852494   1.3336443061e-10       1578232598.8              13800                329 
             3.3e-09  1.13495594996e-18  2.71726307219e-18  3.85221902216e-18    -0.220748777908    0.0332226110378    0.0212128948572  1.66122671175e-10      1578232598.85              13837                330 
            3.31e-09  1.13553710653e-18  2.71728591745e-18  3.85282302399e-18    -0.221311049497    0.0321552531934    0.0211959025004  7.42139683041e-11       1578232598.9              13879                331 
            3.32e-09  1.13605594903e-18  2.71731783313e-18  3.85337378216e-18    -0.221837125592    0.0310563142364     0.021179508865  2.43170816816e-10      1578232598.99              13939                332 
            3.33e-09  1.13651030947e-18   2.7173594693e-18  3.85386977877e-18    -0.222325672057    0.0299284432938    0.0211637297049  2.42707409726e-10      1578232599.05              13987                333 
            3.34e-09  1.13689812977e-18  2.71741123369e-18  3.85430936346e-18    -0.222775230841    0.0287744129726    0.0211485973475  2.30165220216e-10      1578232599.12              14018                334 
            3.35e-09   1.1372174804e-18  2.71747327517e-18  3.85469075557e-18    -0.223184219954     0.027597120767    0.0211341615656  2.10321760008e-10      1578232599.16              14052                335 
            3.36e-09   1.1374665808e-18  2.71754547509e-18  3.85501205589e-18    -0.223550940755    0.0263995899838    0.0211204897268  1.68927094535e-10      1578232599.21              14092                336 
            3.37e-09   1.1376438216e-18  2.71762744684e-18  3.85527126844e-18    -0.223873593203    0.0251849696295    0.0211076661631  3.12102566014e-10      1578232599.28              14144                337 
            3.38e-09  1.13774778802e-18  2.71771854458e-18   3.8554663326e-18    -0.224150299413    0.0239565327376    0.0210957907433  3.18374437924e-10      1578232599.34              14202                338 
            3.39e-09  1.13777728449e-18  2.71781788063e-18  3.85559516512e-18    -0.224379135472    0.0227176726877    0.0210849766726  3.03608249652e-10      1578232599.41              14251                339 
             3.4e-09  1.13773135971e-18  2.71792435136e-18  3.85565571108e-18    -0.224558171031    0.0214718971678    0.0210753475928  2.89050339219e-10      1578232599.46              14280                340 
            3.41e-09  1.13760933194e-18  2.71803667051e-18  3.85564600245e-18    -0.224685515713    0.0202228195571    0.0210670340996  2.82103673754e-10      1578232599.53              14309                341 
            3.42e-09  1.13741081387e-18  2.71815340841e-18  3.85556422228e-18    -0.224759370896    0.0189741476403    0.0210601698308  2.80303780187e-10      1578232599.57              14341                342 
            3.43e-09  1.13713573671e-18  2.71827303532e-18  3.85540877203e-18     -0.22477808502    0.0177296696885    0.0210548873106  4.19979606647e-10      1578232599.62              14379                343 
            3.44e-09   1.1367843728e-18  2.71839396653e-18  3.85517833933e-18    -0.224740210168    0.0164932380495    0.0210513137494  4.06005451481e-10      1578232599.69              14431                344 
            3.45e-09  1.13635735632e-18   2.7185146071e-18  3.85487196343e-18    -0.224644557469    0.0152687504658    0.0210495670003  3.76045639072e-10      1578232599.75              14487                345 
            3.46e-09  1.13585570114e-18  2.71863339395e-18  3.85448909509e-18    -0.224490248739    0.0140601293735    0.0210497518584    3.907663082e-10      1578232599.82              14541                346 
            3.47e-09  1.13528081508e-18   2.7187488333e-18  3.85402964838e-18    -0.224276761875    0.0128712994372     0.021051956858  3.78975739679e-10      1578232599.88              14595                347 
            3.48e-09  1.13463450965e-18  2.71885953218e-18  3.85349404184e-18    -0.224003967751    0.0117061635452     0.021056251678  3.47299078385e-10      1578232599.95              14651                348 
            3.49e-09  1.13391900387e-18  2.71896422318e-18  3.85288322705e-18    -0.223672156793    0.0105685774425     0.021062685215  3.45935502466e-10      1578232600.01              14705                349 
             3.5e-09  1.13313692135e-18   2.7190617821e-18  3.85219870344e-18    -0.223282053953   0.00946232313464    0.0210712843306  3.46595863121e-10      1578232600.08              14759                350 
            3.51e-09  1.13229127939e-18  2.71915123916e-18  3.85144251855e-18    -0.222834821462   0.00839108117177    0.0210820532328  3.25803162227e-10      1578232600.14              14815                351 
            3.52e-09  1.13138546951e-18  2.71923178441e-18  3.85061725392e-18    -0.222332049447    0.0073584019302    0.0210949734158   3.1711766546e-10      1578232600.21              14867                352 
            3.53e-09  1.13042322878e-18  2.71930276877e-18  3.84972599755e-18    -0.221775735146   0.00636767606974    0.0211100040664  3.18069348637e-10      1578232600.27              14911                353 
            3.54e-09  1.12940860237e-18   2.7193637018e-18  3.84877230417e-18    -0.221168252075   0.00542210444672    0.0211270828428  3.09451575475e-10      1578232600.32              14940                354 
            3.55e-09  1.12834589802e-18  2.71941424748e-18   3.8477601455e-18    -0.220512310986   0.00452466790811    0.0211461269467  2.99913427426e-10      1578232600.38              14967                355 
            3.56e-09  1.12723963359e-18  2.71945421908e-18  3.84669385267e-18    -0.219810914755   0.00367809755754    0.0211670344323  2.98512770058e-10      1578232600.44              14995                356 
            3.57e-09  1.12609447988e-18  2.71948357354e-18  3.84557805342e-18    -0.219067309483   0.00288484624837     0.021189685724  2.94945179391e-10      1578232600.49              15022                357 
            3.58e-09  1.12491520079e-18  2.71950240583e-18  3.84441760662e-18     -0.21828493408   0.00214706219596    0.0212139453334   2.8836422139e-10      1578232600.54              15049                358 
            3.59e-09  1.12370659338e-18  2.71951094319e-18  3.84321753657e-18    -0.217467370405   0.00146656568438    0.0212396637822  2.85633738883e-10       1578232600.6              15077                359 
             3.6e-09   1.1224734304e-18  2.71950953892e-18  3.84198296931e-18    -0.216618295713  0.000844829853882    0.0212666797362  2.83940648771e-10      1578232600.66              15104                360 
            3.61e-09  1.12122040749e-18  2.71949866534e-18  3.84071907283e-18    -0.215741438819  0.000282966483823    0.0212948223442  2.80590661816e-10       1578232600.7              15131                361 
            3.62e-09  1.11995209709e-18  2.71947890542e-18  3.83943100251e-18    -0.214840540925 -0.000218282468826     0.021323913758  2.78454814762e-10      1578232600.76              15159                362 
            3.63e-09  1.11867291047e-18  2.71945094259e-18  3.83812385306e-18    -0.213919321667 -0.000658547041862    0.0213537717852  2.77524447867e-10      1578232600.81              15186                363 
            3.64e-09  1.11738706878e-18   2.7194155485e-18  3.83680261728e-18    -0.212981450573  -0.00103782489598     0.021384212607    2.758335782e-10      1578232600.86              15218                364 
            3.65e-09  1.11609858346e-18  2.71937356862e-18  3.83547215208e-18    -0.212030523777  -0.00135647044799     0.021415053479  2.78303602386e-10      1578232600.91              15254                365 
            3.66e-09  1.11481124575e-18  2.71932590557e-18  3.83413715131e-18    -0.211070045656  -0.00161517786141    0.0214461153276  3.09113401542e-10      1578232600.98              15310                366 
            3.67e-09  1.11352862463e-18  2.71927350084e-18  3.83280212547e-18    -0.210103414845  -0.00181495852112    0.0214772251615   3.1664315614e-10      1578232601.06              15364                367 
            3.68e-09  1.11225407201e-18  2.71921731504e-18  3.83147138705e-18    -0.209133914026  -0.00195711384123     0.021508218229  3.13876702407e-10      1578232601.12              15418                368 
            3.69e-09  1.11099073393e-18  2.71915830728e-18  3.83014904121e-18     -0.20816470287   -0.0020432044157    0.0215389398722  3.08293612861e-10       1578232601.2              15472                369 
             3.7e-09  1.10974156616e-18  2.71909741465e-18  3.82883898081e-18    -0.207198813497  -0.00207501660713    0.0215692470493  3.10296899286e-10      1578232601.26              15528                370 
            3.71e-09   1.1085093527e-18  2.71903553227e-18  3.82754488497e-18    -0.206239147897  -0.00205452768796    0.0215990095143  3.10103054346e-10      1578232601.33              15582                371 
            3.72e-09  1.10729672556e-18  2.71897349472e-18  3.82627022028e-18    -0.205288476797  -0.00198387060358    0.0216281106577  3.09025693923e-10      1578232601.39              15636                372 
            3.73e-09  1.10610618465e-18  2.71891205947e-18  3.82501824411e-18     -0.20434943956  -0.00186529933349    0.0216564480243  3.09684944355e-10      1578232601.46              15690                373 
            3.74e-09  1.10494011624e-18  2.71885189298e-18  3.82379200922e-18    -0.203424544743  -0.00170115569983    0.0216839335256   3.0790059391e-10      1578232601.53              15744                374 
            3.75e-09  1.10380080941e-18  2.71879355977e-18  3.82259436918e-18    -0.202516171028  -0.00149383832471    0.0217104933704  3.07638359232e-10       1578232601.6              15798                375 
            3.76e-09  1.10269046941e-18  2.71873751481e-18  3.82142798421e-18    -0.201626568313  -0.00124577428222     0.021736067736  3.08530090365e-10      1578232601.66              15852                376 
            3.77e-09  1.10161122764e-18  2.71868409933e-18  3.82029532698e-18     -0.20075785879 -0.000959393838215    0.0217606102046   3.0474467394e-10      1578232601.73              15906                377 
            3.78e-09  1.10056514802e-18  2.71863354017e-18   3.8191986882e-18    -0.199912037891 -0.000637108526114     0.021784086991  3.02663005769e-10       1578232601.8              15962                378 
            3.79e-09  1.09955422956e-18  2.71858595226e-18  3.81814018182e-18    -0.199090975048 -0.000281292673626    0.0218064759929  3.03940206337e-10      1578232601.87              16016                379 
             3.8e-09  1.09858040546e-18   2.7185413442e-18  3.81712174966e-18    -0.198296414219  0.000105731624166    0.0218277656975  3.00321323365e-10      1578232601.93              16070                380 
            3.81e-09    1.097645539e-18  2.71849962649e-18  3.81614516549e-18    -0.197529974197  0.000521706194564    0.0218479539845  2.95470981015e-10         1578232602              16118                381 
            3.82e-09  1.09675141657e-18  2.71846062193e-18   3.8152120385e-18    -0.196793148728  0.000964445339453    0.0218670468659  2.96285440626e-10      1578232602.06              16160                382 
            3.83e-09  1.09589973848e-18  2.71842407773e-18  3.81432381621e-18    -0.196087306481    0.0014318415237    0.0218850572055  2.94019475433e-10      1578232602.14              16195                383 
            3.84e-09    1.095092108e-18  2.71838967889e-18   3.8134817869e-18    -0.195413690949   0.00192186852992    0.0219020034576  2.87714740921e-10      1578232602.21              16223                384 
            3.85e-09  1.09433001928e-18  2.71835706232e-18  3.81268708159e-18    -0.194773420352     0.002432582448    0.0219179084584  2.86507928493e-10      1578232602.26              16251                385 
            3.86e-09  1.09361484469e-18  2.71832583115e-18  3.81194067584e-18      -0.1941674876   0.00296212088667    0.0219327982983  2.85476753348e-10      1578232602.32              16278                386 
            3.87e-09  1.09294782224e-18  2.71829556899e-18  3.81124339123e-18     -0.19359676043   0.00350870079348    0.0219467012934  2.79382073032e-10      1578232602.38              16305                387 
            3.88e-09  1.09233004336e-18  2.71826585358e-18  3.81059589694e-18    -0.193061981761   0.00407061525112    0.0219596470684  2.75708345043e-10      1578232602.45              16332                388 
            3.89e-09   1.0917624418e-18  2.71823626954e-18  3.80999871134e-18    -0.192563770345   0.00464622958501    0.0219716657537  2.75309997022e-10       1578232602.5              16359                389 
             3.9e-09  1.09124578381e-18  2.71820642009e-18   3.8094522039e-18    -0.192102621781   0.00523397707316    0.0219827872977  2.70337974229e-10      1578232602.57              16386                390 
            3.91e-09  1.09078066005e-18  2.71817593727e-18  3.80895659733e-18     -0.19167890995    0.0058323544993    0.0219930408876  2.65047983561e-10      1578232602.62              16413                391 
            3.92e-09  1.09036747943e-18  2.71814449087e-18   3.8085119703e-18    -0.191292888901   0.00643991773895    0.0220024544765  2.63854493809e-10      1578232602.68              16441                392 
            3.93e-09   1.0900064651e-18  2.71811179554e-18  3.80811826064e-18    -0.190944695245   0.00705527751975    0.0220110544062  2.60401256114e-10      1578232602.74              16468                393 
            3.94e-09  1.08969765262e-18  2.71807761647e-18  3.80777526909e-18    -0.190634351073    0.0076770954537    0.0220188651235  2.54684939804e-10       1578232602.8              16495                394 
            3.95e-09  1.08944089043e-18  2.71804177332e-18  3.80748266375e-18    -0.190361767424   0.00830408040258    0.0220259089819  2.52275311752e-10      1578232602.85              16522                395 
            3.96e-09  1.08923584256e-18  2.71800414262e-18  3.80723998517e-18     -0.19012674829   0.00893498520866    0.0220322061241  2.50273579638e-10      1578232602.92              16549                396 
            3.97e-09  1.08908199342e-18  2.71796465862e-18  3.80704665204e-18    -0.189928995165   0.00956860379962    0.0220377744375  2.45435671786e-10      1578232602.98              16576                397 
            3.98e-09  1.08897865466e-18  2.71792331281e-18  3.80690196746e-18    -0.189768112093    0.0102037686588    0.0220426295778  2.41961117808e-10      1578232603.05              16603                398 
            3.99e-09  1.08892497374e-18   2.7178801521e-18  3.80680512584e-18    -0.189643611185    0.0108393486385    0.0220467850501  2.40095721082e-10       1578232603.1              16630                399 
               4e-09  1.08891994418e-18  2.71783527596e-18  3.80675522015e-18    -0.189554918533    0.0114742470818    0.0220502523393  2.35134134385e-10      1578232603.17              16663                400 
            4.01e-09  1.08896241709e-18  2.71778883261e-18   3.8067512497e-18    -0.189501380459     0.012107400213    0.0220530410796  1.17918341758e-10      1578232603.23              16699                401 
            4.02e-09  1.08905111371e-18  2.71774101433e-18  3.80679212804e-18    -0.189482270016     0.012737775746    0.0220551592529  3.64344776571e-10      1578232603.43              16753                402 
            4.03e-09  1.08918463881e-18  2.71769205242e-18  3.80687669123e-18    -0.189496793646    0.0133643716607    0.0220566134063  3.75831366028e-10      1578232603.52              16807                403 
            4.04e-09  1.08936149457e-18  2.71764221146e-18  3.80700370603e-18    -0.189544097916    0.0139862150963      0.02205740888  3.56177976002e-10      1578232603.59              16861                404 
            4.05e-09  1.08958009464e-18  2.71759178353e-18  3.80717187817e-18    -0.189623276229    0.0146023613104    0.0220575500394  3.45694362025e-10      1578232603.65              16915                405 
            4.06e-09  1.08983877822e-18  2.71754108216e-18  3.80737986038e-18    -0.189733375439    0.0152118926625    0.0220570405054   3.5501290796e-10      1578232603.72              16971                406 
            4.07e-09   1.0901358239e-18  2.71749043636e-18  3.80762626026e-18     -0.18987340228    0.0158139175866    0.0220558833792  3.46957573782e-10      1578232603.78              17025                407 
            4.08e-09  1.09046946304e-18  2.71744018474e-18  3.80790964778e-18    -0.190042329547    0.0164075695297    0.0220540814598  3.31928484698e-10      1578232603.85              17079                408 
            4.09e-09  1.09083789246e-18  2.71739066993e-18  3.80822856239e-18    -0.190239101963    0.0169920058414     0.022051637453  3.35629080084e-10      1578232603.92              17133                409 
             4.1e-09  1.09123928644e-18  2.71734223318e-18  3.80858151962e-18    -0.190462641687    0.0175664066139    0.0220485541714  3.34802630064e-10      1578232603.98              17187                410 
            4.11e-09  1.09167180778e-18  2.71729520941e-18  3.80896701719e-18    -0.190711853413    0.0181299734786    0.0220448347237  3.21884296994e-10      1578232604.05              17243                411 
            4.12e-09  1.09213361792e-18  2.71724992259e-18  3.80938354052e-18    -0.190985629042    0.0186819283743    0.0220404826945  3.19188675491e-10      1578232604.11              17297                412 
            4.13e-09  1.09262288598e-18  2.71720668168e-18  3.80982956766e-18    -0.191282851896    0.0192215123072    0.0220355023122  3.21071169651e-10      1578232604.17              17351                413 
            4.14e-09  1.09313779677e-18  2.71716577688e-18  3.81030357365e-18    -0.191602400464    0.0197479841277    0.0220298986051  3.12488923626e-10      1578232604.24              17404                414 
            4.15e-09  1.09367655774e-18  2.71712747651e-18  3.81080403425e-18    -0.191943151686    0.0202606193496    0.0220236775436  3.06251246585e-10      1578232604.33              17451                415 
            4.16e-09  1.09423740481e-18  2.71709202427e-18  3.81132942908e-18    -0.192303983768    0.0207587090407    0.0220168461683  3.07346814665e-10       1578232604.4              17491                416 
            4.17e-09  1.09481860718e-18  2.71705963708e-18  3.81187824426e-18    -0.192683778564    0.0212415588132    0.0220094127029  3.03049807471e-10      1578232604.45              17521                417 
            4.18e-09  1.09541847119e-18  2.71703050331e-18  3.81244897451e-18    -0.193081423527    0.0217084879421     0.022001386652  2.96278779288e-10       1578232604.5              17548                418 
            4.19e-09  1.09603534311e-18  2.71700478157e-18  3.81304012469e-18    -0.193495813276    0.0221588286431    0.0219927788841  2.95383051352e-10      1578232604.56              17575                419 
             4.2e-09  1.09666761115e-18  2.71698259988e-18  3.81365021104e-18    -0.193925850802    0.0225919255363    0.0219836016996  2.93686408526e-10      1578232604.61              17602                420 
            4.21e-09  1.09731370661e-18  2.71696405532e-18  3.81427776193e-18    -0.194370448361    0.0230071353269    0.0219738688854  2.88170598495e-10      1578232604.66              17630                421 
            4.22e-09  1.09797210422e-18  2.71694921409e-18  3.81492131831e-18    -0.194828528081    0.0234038267274    0.0219635957559   2.8567503918e-10      1578232604.73              17657                422 
            4.23e-09  1.09864132191e-18  2.71693811197e-18  3.81557943388e-18    -0.195299022333    0.0237813806471    0.0219527991814   2.8477042946e-10      1578232604.79              17684                423 
            4.24e-09  1.09931991988e-18  2.71693075516e-18  3.81625067504e-18    -0.195780873904    0.0241391906683    0.0219414976031    2.811366695e-10      1578232604.84              17711                424 
            4.25e-09  1.10000649916e-18  2.71692712146e-18  3.81693362062e-18    -0.196273035996    0.0244766638247    0.0219297110348  2.78034484325e-10       1578232604.9              17738                425 
            4.26e-09  1.10069969976e-18  2.71692716182e-18  3.81762686157e-18    -0.196774472101    0.0247932216926    0.0219174610501   2.7710700401e-10      1578232604.97              17765                426 
            4.27e-09  1.10139819835e-18  2.71693080214e-18  3.81832900049e-18    -0.197284155779     0.025088301797    0.0219047707548  2.74957612234e-10      1578232605.02              17793                427 
            4.28e-09  1.10210070569e-18  2.71693794547e-18  3.81903865116e-18    -0.197801070361    0.0253613593301     0.021891664743  2.72272870916e-10      1578232605.08              17820                428 
            4.29e-09  1.10280596377e-18  2.71694847434e-18  3.81975443811e-18    -0.198324208616    0.0256118691726     0.021878169037  2.71052735812e-10      1578232605.13              17847                429 
             4.3e-09  1.10351274275e-18  2.71696225339e-18  3.82047499615e-18     -0.19885257239    0.0258393282018    0.0218643110111  2.69847921786e-10      1578232605.18              17874                430 
            4.31e-09  1.10421983783e-18  2.71697913219e-18  3.82119897002e-18    -0.199385172259    0.0260432578649    0.0218501192998   2.6841795453e-10      1578232605.24              17903                431 
            4.32e-09    1.104926066e-18  2.71699894815e-18  3.82192501415e-18    -0.199921027184    0.0262232069919    0.0218356236914   2.5423774197e-10      1578232605.28              17939                432 
            4.33e-09  1.10563026286e-18  2.71702152957e-18  3.82265179243e-18    -0.200459164205     0.026378754817    0.0218208550091  3.13682191333e-10      1578232605.35              17989                433 
            4.34e-09  1.10633127941e-18  2.71704669876e-18  3.82337797817e-18    -0.200998618173    0.0265095141739    0.0218058449823  3.13353787362e-10      1578232605.41              18043                434 
            4.35e-09   1.1070279791e-18  2.71707427509e-18   3.8241022542e-18     -0.20153843152    0.0266151348277    0.0217906261092  3.06711545051e-10      1578232605.48              18097                435 
            4.36e-09  1.10771923493e-18  2.71710407804e-18  3.82482331297e-18    -0.202077654081    0.0266953069019    0.0217752315146  3.07459835369e-10      1578232605.54              18151                436 
            4.37e-09  1.10840392683e-18  2.71713593007e-18   3.8255398569e-18    -0.202615342949    0.0267497643586     0.021759694805  3.09261949383e-10      1578232605.61              18205                437 
            4.38e-09  1.10908093935e-18  2.71716965938e-18  3.82625059873e-18    -0.203150562382    0.0267782884872    0.0217440499242  3.06054737109e-10      1578232605.67              18259                438 
            4.39e-09  1.10974915966e-18  2.71720510237e-18  3.82695426203e-18    -0.203682383726    0.0267807113564    0.0217283310117  3.05370617681e-10      1578232605.75              18315                439 
             4.4e-09  1.11040747587e-18  2.71724210589e-18  3.82764958175e-18    -0.204209885385    0.0267569191855    0.0217125722678  3.06169978259e-10      1578232605.81              18369                440 
            4.41e-09  1.11105477584e-18  2.71728052902e-18  3.82833530486e-18    -0.204732152796      0.02670685559     0.021696807827  3.05414138424e-10      1578232605.88              18423                441 
            4.42e-09  1.11168994639e-18  2.71732024463e-18  3.82901019102e-18    -0.205248278434    0.0266305246625    0.0216810716448  3.05373060172e-10      1578232605.94              18477                442 
            4.43e-09  1.11231187296e-18  2.71736114035e-18  3.82967301331e-18    -0.205757361819     0.026527993848    0.0216653973982  3.05307557014e-10      1578232606.01              18531                443 
            4.44e-09   1.1129194398e-18  2.71740311919e-18  3.83032255899e-18    -0.206258509552    0.0263993965808     0.021649818405  3.04575475951e-10      1578232606.07              18585                444 
            4.45e-09  1.11351153067e-18  2.71744609964e-18   3.8309576303e-18    -0.206750835363    0.0262449346528    0.0216343675622  3.04895442227e-10      1578232606.14              18641                445 
            4.46e-09  1.11408703001e-18  2.71749001525e-18  3.83157704526e-18    -0.207233460184    0.0260648802857     0.021619077306  3.04276381868e-10       1578232606.2              18695                446 
            4.47e-09   1.1146448247e-18  2.71753481379e-18  3.83217963849e-18    -0.207705512267    0.0258595778872    0.0216039795936   3.0235347559e-10      1578232606.28              18747                447 
            4.48e-09  1.11518380631e-18   2.7175804559e-18  3.83276426221e-18    -0.208166127359    0.0256294454729    0.0215891059067  3.02210700909e-10      1578232606.34              18791                448 
            4.49e-09  1.11570287389e-18  2.71762691325e-18  3.83332978714e-18    -0.208614448959    0.0253749757396    0.0215744872744  3.01883629206e-10       1578232606.4              18828                449 
             4.5e-09  1.11620093724e-18  2.71767416642e-18  3.83387510366e-18    -0.209049628676     0.025096736779    0.0215601543146  2.99000380011e-10      1578232606.46              18858                450 
            4.51e-09  1.11667692067e-18  2.71772220234e-18    3.834399123e-18    -0.209470826747    0.0247953724235    0.0215461372887  2.97737390298e-10      1578232606.51              18885                451 
            4.52e-09  1.11712976727e-18  2.71777101146e-18  3.83490077873e-18    -0.209877212718    0.0244716022158    0.0215324661665   2.9750024666e-10      1578232606.57              18913                452 
            4.53e-09  1.11755844354e-18  2.71782058483e-18  3.83537902838e-18    -0.210267966363    0.0241262209966    0.0215191706952  2.94690716274e-10      1578232606.63              18940                453 
            4.54e-09  1.11796194449e-18  2.71787091094e-18  3.83583285543e-18    -0.210642278863    0.0237600981051    0.0215062804679  2.91900281724e-10      1578232606.69              18967                454 
            4.55e-09  1.11833929899e-18  2.71792197261e-18  3.83626127161e-18    -0.210999354297    0.0233741761862    0.0214938249845  2.91460411361e-10      1578232606.75              18994                455 
            4.56e-09  1.11868957559e-18    2.717973744e-18  3.83666331959e-18    -0.211338411489    0.0229694695984       0.0214818337  2.89149371113e-10      1578232606.82              19021                456 
            4.57e-09   1.1190118884e-18  2.71802618772e-18  3.83703807612e-18    -0.211658686245    0.0225470624181    0.0214703360527  2.85456547289e-10      1578232606.88              19048                457 
            4.58e-09  1.11930540335e-18  2.71807925224e-18  3.83738465559e-18     -0.21195943402    0.0221081060325    0.0214593614684  2.84026802078e-10      1578232606.95              19076                458 
            4.59e-09  1.11956934441e-18  2.71813286975e-18  3.83770221416e-18    -0.212239933025    0.0216538163165    0.0214489393339  2.82280865349e-10      1578232607.02              19103                459 
             4.6e-09  1.11980300004e-18   2.7181869543e-18  3.83798995434e-18    -0.212499487798    0.0211854703869    0.0214390989351  2.78396194986e-10      1578232607.07              19130                460 
            4.61e-09   1.1200057295e-18   2.7182414006e-18  3.83824713009e-18    -0.212737433234    0.0207044029301    0.0214298693588  2.75808931249e-10      1578232607.12              19157                461 
            4.62e-09  1.12017696907e-18  2.71829608327e-18  3.83847305234e-18    -0.212953139043    0.0202120020995    0.0214212793523  2.74332556671e-10      1578232607.18              19184                462 
            4.63e-09  1.12031623821e-18   2.7183508568e-18  3.83866709502e-18    -0.213146014621    0.0197097049815     0.021413357144  2.70789168866e-10      1578232607.24              19211                463 
            4.64e-09  1.12042314532e-18  2.71840555599e-18  3.83882870131e-18    -0.213315514268    0.0191989926336    0.0214061302227  2.67429856038e-10       1578232607.3              19239                464 
            4.65e-09  1.12049739321e-18  2.71845999708e-18  3.83895739029e-18    -0.213461142678    0.0186813846994    0.0213996250813  2.78320921865e-10      1578232607.37              19267                465 
            4.66e-09  1.12053878412e-18  2.71851397948e-18   3.8390527636e-18    -0.213582460624    0.0181584336131    0.0213938669267  3.07156966528e-10      1578232607.42              19303                466 
            4.67e-09  1.12054722419e-18  2.71856728797e-18  3.83911451216e-18    -0.213679090725    0.0176317184104    0.0213888793633  3.56843665728e-10      1578232607.47              19349                467 
            4.68e-09  1.12052272737e-18  2.71861969536e-18  3.83914242274e-18    -0.213750723173    0.0171028381691    0.0213846840578  3.49481998896e-10      1578232607.55              19403                468 
            4.69e-09  1.12046541855e-18  2.71867096572e-18  3.83913638427e-18      -0.2137971213    0.0165734051103    0.0213813003919  3.60833141144e-10      1578232607.62              19457                469 
             4.7e-09  1.12037553594e-18  2.71872085769e-18  3.83909639362e-18    -0.213818126847    0.0160450373967    0.0213787451143  3.51418227851e-10      1578232607.68              19511                470 
            4.71e-09  1.12025343264e-18  2.71876912816e-18   3.8390225608e-18    -0.213813664799    0.0155193516744    0.0213770320006  3.38058470106e-10      1578232607.77              19565                471 
            4.72e-09   1.1200995773e-18  2.71881553602e-18  3.83891511331e-18    -0.213783747648    0.0149979554083    0.0213761715296  3.44394512908e-10      1578232607.85              19621                472 
            4.73e-09  1.11991455377e-18  2.71885984589e-18  3.83877439966e-18    -0.213728478969    0.0144824390699    0.0213761705876  3.42771810935e-10      1578232607.92              19675                473 
            4.74e-09  1.11969905986e-18  2.71890183186e-18  3.83860089172e-18    -0.213648056198    0.0139743682431    0.0213770322074   3.2946023687e-10      1578232607.99              19729                474 
            4.75e-09  1.11945390507e-18  2.71894128093e-18    3.838395186e-18    -0.213542772508    0.0134752757157    0.0213787553509  3.29250404718e-10      1578232608.06              19783                475 
            4.76e-09  1.11918000733e-18  2.71897799629e-18  3.83815800361e-18    -0.213413017733     0.012986653633    0.0213813347399  3.32330829522e-10      1578232608.13              19837                476 
            4.77e-09  1.11887838874e-18  2.71901180026e-18    3.837890189e-18     -0.21325927827    0.0125099457911    0.0213847607424  3.22010862419e-10       1578232608.2              19891                477 
            4.78e-09  1.11855017052e-18  2.71904253681e-18  3.83759270733e-18    -0.213082135967    0.0120465401506    0.0213890193171  3.16876525019e-10      1578232608.29              19945                478 
            4.79e-09  1.11819656693e-18  2.71907007369e-18  3.83726664062e-18    -0.212882265981    0.0115977616528    0.0213940920167  3.20273807475e-10      1578232608.37              19999                479 
             4.8e-09   1.1178188785e-18   2.7190943041e-18  3.83691318259e-18    -0.212660433648     0.011164865421    0.0213999560533  3.14522408118e-10      1578232608.43              20053                480 
            4.81e-09  1.11741848461e-18  2.71911514785e-18  3.83653363246e-18    -0.212417490428    0.0107490304284    0.0214065844228  3.07716740977e-10      1578232608.51              20109                481 
            4.82e-09  1.11699683543e-18  2.71913255212e-18  3.83612938756e-18    -0.212154368998    0.0103513537082    0.0214139460873  3.08707948093e-10      1578232608.59              20163                482 
