#               time            E_Demag  E_UniformExchange            E_total                m_x                m_y                m_z            m_error          real_time          rhs_evals               step 
#                <s>                <J>                <J>                <J>                 <>                 <>                 <>                 <>                <s>                 <>                 <> 
            6.47e-09  1.10447604063e-18   2.7183488546e-18  3.82282489523e-18    -0.202134470397    0.0129097034306    0.0217292514895  2.11824113805e-10      1578232621.26              27329                647 
            6.48e-09  1.10442896155e-18  2.71833403859e-18  3.82276300014e-18    -0.202076132956    0.0130451437445    0.0217313447698  2.10587991489e-10      1578232621.32              27355                648 
            6.49e-09  1.10439174387e-18  2.71831953016e-18  3.82271127404e-18    -0.202025304419    0.0131822678769    0.0217332259465  2.09774864146e-10      1578232621.37              27382                649 
             6.5e-09  1.10436432729e-18  2.71830535659e-18  3.82266968388e-18    -0.201981993077    0.0133207146447    0.0217348943202  2.10184980531e-10      1578232621.43              27409                650 
            6.51e-09    1.104346627e-18  2.71829154442e-18  3.82263817142e-18    -0.201946187646    0.0134601268208     0.021736349658   2.0932855449e-10      1578232621.48              27436                651 
            6.52e-09   1.1043385345e-18   2.7182781195e-18    3.822616654e-18    -0.201917857809    0.0136001517169    0.0217375921786  2.08124628642e-10      1578232621.55              27463                652 
            6.53e-09  1.10433991842e-18  2.71826510693e-18  3.82260502536e-18    -0.201896954787    0.0137404417359    0.0217386225369  2.08360884102e-10      1578232621.61              27490                653 
            6.54e-09  1.10435062541e-18  2.71825253106e-18  3.82260315647e-18    -0.201883411933    0.0138806548945    0.0217394418108  2.07972083999e-10      1578232621.67              27517                654 
            6.55e-09  1.10437048105e-18  2.71824041542e-18  3.82261089647e-18     -0.20187714536    0.0140204553185    0.0217400514872  2.06682448933e-10      1578232621.73              27544                655 
            6.56e-09  1.10439929082e-18  2.71822878269e-18  3.82262807351e-18    -0.201878054587    0.0141595137142    0.0217404534496  2.06571426631e-10      1578232621.78              27571                656 
            6.57e-09  1.10443684104e-18  2.71821765464e-18  3.82265449568e-18    -0.201886023202     0.014297507817    0.0217406499663  2.06501704625e-10      1578232621.84              27598                657 
            6.58e-09  1.10448289989e-18  2.71820705208e-18  3.82268995197e-18    -0.201900919544    0.0144341228185    0.0217406436782   2.0536350398e-10       1578232621.9              27625                658 
            6.59e-09  1.10453721844e-18  2.71819699477e-18  3.82273421321e-18    -0.201922597394    0.0145690517763    0.0217404375883  2.04918304547e-10      1578232621.95              27651                659 
             6.6e-09  1.10459953162e-18  2.71818750137e-18  3.82278703299e-18    -0.201950896676    0.0147019960054    0.0217400350506   2.0502644027e-10      1578232622.01              27678                660 
            6.61e-09   1.1046695593e-18  2.71817858938e-18  3.82284814868e-18    -0.201985644172    0.0148326654551    0.0217394397602  2.04144479099e-10      1578232622.13              27705                661 
            6.62e-09   1.1047470073e-18  2.71817027503e-18  3.82291728233e-18    -0.202026654228     0.014960779071     0.021738655743   2.0341350826e-10      1578232622.19              27732                662 
            6.63e-09  1.10483156844e-18  2.71816257325e-18  3.82299414169e-18    -0.202073729475    0.0150860651445    0.0217376873458  2.03543626398e-10      1578232622.25              27759                663 
            6.64e-09  1.10492292354e-18   2.7181554976e-18  3.82307842114e-18    -0.202126661543    0.0152082616504    0.0217365392268  2.03010053212e-10       1578232622.3              27786                664 
            6.65e-09  1.10502074248e-18  2.71814906016e-18  3.82316980264e-18    -0.202185231777    0.0153271165736    0.0217352163456  2.02174721409e-10      1578232622.35              27813                665 
            6.66e-09  1.10512468518e-18  2.71814327154e-18  3.82326795672e-18    -0.202249211949     0.015442388225    0.0217337239535  2.02149408324e-10      1578232622.41              27840                666 
            6.67e-09   1.1052344026e-18  2.71813814079e-18  3.82337254339e-18    -0.202318364962    0.0155538455482    0.0217320675838  2.01899830188e-10      1578232622.46              27867                667 
            6.68e-09  1.10534953776e-18  2.71813367534e-18   3.8234832131e-18    -0.202392445554     0.015661268416    0.0217302530413  2.01147098977e-10      1578232622.52              27894                668 
            6.69e-09  1.10546972666e-18  2.71812988098e-18  3.82359960764e-18    -0.202471200988    0.0157644479183    0.0217282863924   2.0095147768e-10      1578232622.57              27921                669 
             6.7e-09  1.10559459924e-18  2.71812676185e-18  3.82372136108e-18    -0.202554371741    0.0158631866396    0.0217261739541  2.00859329169e-10      1578232622.63              27948                670 
            6.71e-09  1.10572378033e-18  2.71812432035e-18  3.82384810068e-18    -0.202641692182    0.0159572989275    0.0217239222835  2.00277794349e-10      1578232622.68              27974                671 
            6.72e-09  1.10585689053e-18  2.71812255721e-18  3.82397944774e-18    -0.202732891236    0.0160466111512    0.0217215381657  1.99958938296e-10      1578232622.74              28001                672 
            6.73e-09  1.10599354713e-18  2.71812147141e-18  3.82411501854e-18    -0.202827693043    0.0161309619487    0.0217190286026  1.99956495806e-10       1578232622.8              28028                673 
            6.74e-09  1.10613336494e-18  2.71812106022e-18  3.82425442516e-18     -0.20292581761    0.0162102024634    0.0217164008005  1.99570804327e-10      1578232622.86              28055                674 
            6.75e-09  1.10627595716e-18   2.7181213192e-18  3.82439727636e-18    -0.203026981445    0.0162841965679    0.0217136621571  1.99208871621e-10      1578232622.92              28082                675 
            6.76e-09   1.1064209362e-18  2.71812224222e-18  3.82454317842e-18    -0.203130898185    0.0163528210748    0.0217108202486  1.99190441919e-10      1578232622.98              28109                676 
            6.77e-09  1.10656791447e-18  2.71812382147e-18  3.82469173594e-18    -0.203237279217    0.0164159659337    0.0217078828156  1.98991267908e-10      1578232623.04              28136                677 
            6.78e-09   1.1067165052e-18  2.71812604752e-18  3.82484255271e-18    -0.203345834281    0.0164735344115    0.0217048577494  1.98690175424e-10       1578232623.1              28163                678 
            6.79e-09  1.10686632316e-18  2.71812890931e-18  3.82499523248e-18    -0.203456272071     0.016525443257    0.0217017530768  1.98632887916e-10      1578232623.17              28190                679 
             6.8e-09  1.10701698547e-18  2.71813239426e-18  3.82514937973e-18    -0.203568300821    0.0165716228465     0.021698576945  1.98548510966e-10      1578232623.22              28217                680 
            6.81e-09  1.10716811226e-18  2.71813648825e-18  3.82530460051e-18    -0.203681628887    0.0166120173095    0.0216953376062  1.98362437587e-10      1578232623.28              28244                681 
            6.82e-09  1.10731932743e-18  2.71814117572e-18  3.82546050315e-18    -0.203795965311    0.0166465846338     0.021692043401  1.98301153276e-10      1578232623.34              28270                682 
            6.83e-09  1.10747025936e-18  2.71814643971e-18  3.82561669906e-18    -0.203911020389     0.016675296747    0.0216887027424  1.98276950414e-10       1578232623.4              28297                683 
            6.84e-09  1.10762054154e-18   2.7181522619e-18  3.82577280344e-18    -0.204026506219    0.0166981395738    0.0216853240985  1.98205452051e-10      1578232623.45              28324                684 
            6.85e-09   1.1077698133e-18  2.71815862273e-18  3.82592843603e-18    -0.204142137245    0.0167151130673    0.0216819159751   1.9818657826e-10      1578232623.51              28351                685 
            6.86e-09  1.10791772044e-18  2.71816550139e-18  3.82608322183e-18    -0.204257630799    0.0167262312125    0.0216784868983  1.98185468037e-10      1578232623.57              28378                686 
            6.87e-09  1.10806391587e-18  2.71817287595e-18  3.82623679182e-18    -0.204372707624    0.0167315220011    0.0216750453965  1.98168592647e-10      1578232623.63              28405                687 
            6.88e-09  1.10820806028e-18  2.71818072336e-18  3.82638878364e-18    -0.204487092404    0.0167310273749    0.0216715999817  1.98155936104e-10       1578232623.7              28432                688 
            6.89e-09  1.10834982269e-18   2.7181890196e-18   3.8265388423e-18     -0.20460051427    0.0167248031383    0.0216681591316  1.98070226887e-10      1578232623.77              28459                689 
             6.9e-09  1.10848888115e-18  2.71819773968e-18  3.82668662084e-18    -0.204712707315    0.0167129188366    0.0216647312707  1.97982297223e-10      1578232623.82              28486                690 
            6.91e-09  1.10862492326e-18  2.71820685773e-18    3.826831781e-18    -0.204823411092    0.0166954576005    0.0216613247512  1.97944771685e-10      1578232623.88              28513                691 
            6.92e-09   1.1087576468e-18  2.71821634707e-18  3.82697399388e-18    -0.204932371107    0.0166725159551     0.021657947834  1.97799332469e-10      1578232623.93              28540                692 
            6.93e-09  1.10888676028e-18  2.71822618028e-18  3.82711294056e-18    -0.205039339307    0.0166442035921    0.0216546086701  1.97577509908e-10      1578232623.99              28566                693 
            6.94e-09   1.1090119835e-18  2.71823632926e-18  3.82724831276e-18    -0.205144074556    0.0166106431056    0.0216513152809  1.95054195018e-10      1578232624.04              28601                694 
            6.95e-09  1.10913304813e-18   2.7182467653e-18  3.82737981343e-18    -0.205246343106    0.0165719696901    0.0216480755393  1.92979854319e-10      1578232624.09              28645                695 
            6.96e-09  1.10924969816e-18  2.71825745913e-18  3.82750715729e-18    -0.205345919058    0.0165283308003    0.0216448971505  1.92143856381e-10      1578232624.16              28697                696 
            6.97e-09  1.10936169048e-18  2.71826838105e-18  3.82763007153e-18    -0.205442584814    0.0164798857732    0.0216417876332  1.91856974752e-10      1578232624.22              28749                697 
            6.98e-09  1.10946879537e-18  2.71827950089e-18  3.82774829625e-18    -0.205536131518     0.016426805412    0.0216387543002  1.95364169286e-10      1578232624.32              28801                698 
            6.99e-09  1.10957079688e-18  2.71829078821e-18  3.82786158509e-18    -0.205626359482    0.0163692715326    0.0216358042403  1.93231652901e-10      1578232624.38              28853                699 
               7e-09  1.10966749341e-18  2.71830221214e-18  3.82796970554e-18    -0.205713078608    0.0163074764725    0.0216329442996  1.95969684924e-10      1578232624.47              28907                700 
            7.01e-09  1.10975869803e-18  2.71831374191e-18  3.82807243995e-18    -0.205796108788    0.0162416225637     0.021630181063  1.96271665587e-10      1578232624.53              28953                701 
            7.02e-09  1.10984423892e-18  2.71832534641e-18  3.82816958534e-18    -0.205875280292      0.01617192157    0.0216275208369  1.95326199659e-10       1578232624.6              29001                702 
            7.03e-09  1.10992395973e-18  2.71833699453e-18  3.82826095426e-18    -0.205950434138    0.0160985940902    0.0216249696317  1.94918747809e-10      1578232624.66              29051                703 
            7.04e-09  1.10999771991e-18  2.71834865517e-18  3.82834637508e-18    -0.206021422448    0.0160218689288    0.0216225331448  1.97935889901e-10      1578232624.73              29101                704 
            7.05e-09    1.110065395e-18  2.71836029736e-18  3.82842569236e-18    -0.206088108778    0.0159419824354    0.0216202167443  1.98091543169e-10      1578232624.79              29155                705 
            7.06e-09  1.11012687693e-18  2.71837189027e-18   3.8284987672e-18    -0.206150368429    0.0158591778158    0.0216180254538  1.98170591048e-10      1578232624.88              29203                706 
            7.07e-09  1.11018207422e-18  2.71838340346e-18  3.82856547768e-18    -0.206208088734    0.0157737044156     0.021615963937  1.99203986639e-10      1578232624.94              29247                707 
            7.08e-09  1.11023091216e-18  2.71839480676e-18  3.82862571892e-18    -0.206261169323    0.0156858169801    0.0216140364839  1.96238802985e-10      1578232625.01              29295                708 
            7.09e-09    1.110273333e-18  2.71840607044e-18  3.82867940344e-18    -0.206309522352    0.0155957748921    0.0216122469981   2.0230350728e-10      1578232625.07              29341                709 
             7.1e-09  1.11030929598e-18  2.71841716525e-18  3.82872646123e-18    -0.206353072714    0.0155038413909    0.0216105989837   2.0162893577e-10      1578232625.16              29402                710 
            7.11e-09  1.11033877744e-18  2.71842806271e-18  3.82876684015e-18    -0.206391758208    0.0154102827751    0.0216090955354  2.01016980839e-10      1578232625.22              29437                711 
            7.12e-09  1.11036177081e-18  2.71843873494e-18  3.82880050575e-18    -0.206425529685    0.0153153675937    0.0216077393279  2.03626004946e-10      1578232625.28              29480                712 
            7.13e-09  1.11037828656e-18   2.7184491549e-18  3.82882744146e-18     -0.20645435115    0.0152193658263    0.0216065326078  1.96892280258e-10      1578232625.34              29524                713 
            7.14e-09  1.11038835211e-18  2.71845929637e-18  3.82884764848e-18    -0.206478199839    0.0151225480583    0.0216054771864  2.05664818509e-10      1578232625.42              29584                714 
            7.15e-09  1.11039201171e-18  2.71846913419e-18   3.8288611459e-18    -0.206497066245    0.0150251846534    0.0216045744338  2.05569117284e-10      1578232625.49              29625                715 
            7.16e-09  1.11038932621e-18  2.71847864425e-18  3.82886797045e-18    -0.206510954118    0.0149275449269    0.0216038252748   2.0434365311e-10      1578232625.56              29659                716 
            7.17e-09  1.11038037281e-18  2.71848780356e-18  3.82886817637e-18    -0.206519880417    0.0148298963242    0.0216032301864  2.09288808506e-10      1578232625.61              29703                717 
            7.18e-09  1.11036524482e-18  2.71849659039e-18   3.8288618352e-18    -0.206523875226    0.0147325036074    0.0216027891968  1.98336458368e-10      1578232625.67              29753                718 
            7.19e-09  1.11034405124e-18  2.71850498424e-18  3.82884903549e-18    -0.206522981621    0.0146356280543    0.0216025018862  1.98435046173e-10      1578232625.75              29810                719 
             7.2e-09  1.11031691642e-18  2.71851296612e-18  3.82882988254e-18    -0.206517255507    0.0145395266727    0.0216023673892  1.98451921563e-10      1578232625.82              29841                720 
            7.21e-09  1.11028397958e-18  2.71852051838e-18  3.82880449796e-18    -0.206506765402    0.0144444514342     0.021602384399  1.96289873244e-10      1578232625.88              29876                721 
            7.22e-09  1.11024539431e-18  2.71852762491e-18  3.82877301922e-18    -0.206491592187    0.0143506485313    0.0216025511739   2.0267676426e-10      1578232625.93              29916                722 
            7.23e-09  1.11020132804e-18  2.71853427116e-18   3.8287355992e-18    -0.206471828808    0.0142583576593    0.0216028655445  1.90948812318e-10      1578232625.99              29970                723 
            7.24e-09  1.11015196147e-18  2.71854044414e-18  3.82869240562e-18    -0.206447579942    0.0141678113291    0.0216033249237  1.90776505704e-10      1578232626.08              30030                724 
            7.25e-09  1.11009748793e-18  2.71854613258e-18  3.82864362051e-18    -0.206418961623     0.014079234211    0.0216039263177  1.90937932132e-10      1578232626.14              30064                725 
            7.26e-09  1.11003811269e-18  2.71855132682e-18  3.82858943951e-18    -0.206386100827    0.0139928425144    0.0216046663394  1.90721882731e-10       1578232626.2              30094                726 
            7.27e-09   1.1099740523e-18  2.71855601891e-18  3.82853007121e-18    -0.206349135021    0.0139088434053    0.0216055412225   1.8946089142e-10      1578232626.26              30130                727 
            7.28e-09  1.10990553383e-18  2.71856020261e-18  3.82846573644e-18    -0.206308211679    0.0138274344636     0.021606546838   1.8489165754e-10       1578232626.3              30170                728 
            7.29e-09  1.10983279409e-18  2.71856387334e-18  3.82839666743e-18    -0.206263487762    0.0137488031826     0.021607678712  1.95213845089e-10      1578232626.38              30228                729 
             7.3e-09  1.10975607889e-18  2.71856702827e-18  3.82832310716e-18    -0.206215129167    0.0136731265132     0.021608932044  1.95704563666e-10      1578232626.45              30286                730 
            7.31e-09  1.10967564217e-18  2.71856966624e-18  3.82824530841e-18    -0.206163310153    0.0136005704531    0.0216103017277   1.9551960051e-10      1578232626.51              30324                731 
            7.32e-09  1.10959174517e-18  2.71857178776e-18  3.82816353292e-18    -0.206108212732    0.0135312896827    0.0216117823722  1.95157889848e-10      1578232626.57              30353                732 
            7.33e-09  1.10950465562e-18  2.71857339492e-18  3.82807805054e-18    -0.206050026045    0.0134654272494    0.0216133683242  1.94984028923e-10      1578232626.64              30382                733 
            7.34e-09  1.10941464685e-18  2.71857449145e-18   3.8279891383e-18    -0.205988945715    0.0134031142999    0.0216150536914  1.93548732597e-10       1578232626.7              30419                734 
            7.35e-09  1.10932199689e-18   2.7185750826e-18  3.82789707949e-18     -0.20592517318     0.013344469861    0.0216168323661  1.91324289744e-10      1578232626.75              30463                735 
            7.36e-09  1.10922698764e-18  2.71857517506e-18   3.8278021627e-18    -0.205858915021    0.0132896006694    0.0216186980496  1.91044513542e-10      1578232626.83              30521                736 
            7.37e-09  1.10912990397e-18  2.71857477702e-18  3.82770468099e-18    -0.205790382267    0.0132386010493    0.0216206442774  1.90685689461e-10      1578232626.91              30579                737 
            7.38e-09  1.10903103282e-18  2.71857389798e-18   3.8276049308e-18      -0.2057197897    0.0131915528387    0.0216226644441   1.9078738589e-10      1578232626.98              30625                738 
            7.39e-09  1.10893066237e-18  2.71857254873e-18   3.8275032111e-18    -0.205647355157    0.0131485253615    0.0216247518283  1.90789162247e-10      1578232627.06              30653                739 
             7.4e-09  1.10882908115e-18  2.71857074127e-18  3.82739982242e-18    -0.205573298825    0.0131095754459    0.0216268996178  1.90640170317e-10      1578232627.12              30682                740 
            7.41e-09  1.10872657718e-18  2.71856848873e-18  3.82729506591e-18    -0.205497842539    0.0130747474872    0.0216291009349  1.90239379805e-10      1578232627.19              30711                741 
            7.42e-09  1.10862343717e-18   2.7185658053e-18  3.82718924247e-18     -0.20542120909    0.0130440735532    0.0216313488606  1.89211313284e-10      1578232627.26              30749                742 
            7.43e-09  1.10851994566e-18  2.71856270612e-18  3.82708265178e-18     -0.20534362153      0.01301757353    0.0216336364587  1.88510762555e-10      1578232627.34              30797                743 
            7.44e-09  1.10841638423e-18  2.71855920719e-18  3.82697559143e-18    -0.205265302503     0.012995255308    0.0216359567994  1.88656201772e-10      1578232627.42              30853                744 
            7.45e-09  1.10831303076e-18  2.71855532536e-18  3.82686835612e-18     -0.20518647357    0.0129771150032    0.0216383029823  1.88616011698e-10       1578232627.5              30907                745 
            7.46e-09  1.10821015863e-18  2.71855107814e-18  3.82676123677e-18    -0.205107354563    0.0129631372139    0.0216406681579  1.88741910989e-10      1578232627.58              30963                746 
            7.47e-09  1.10810803604e-18   2.7185464837e-18  3.82665451973e-18    -0.205028162955    0.0129532953096    0.0216430455494  1.88818516378e-10      1578232627.66              31017                747 
            7.48e-09  1.10800692525e-18  2.71854156075e-18    3.826548486e-18    -0.204949113245    0.0129475517489    0.0216454284724  1.88852489202e-10      1578232627.73              31073                748 
            7.49e-09  1.10790708202e-18  2.71853632845e-18  3.82644341047e-18    -0.204870416366    0.0129458584248    0.0216478103538  1.88891569053e-10       1578232627.8              31118                749 
             7.5e-09  1.10780875488e-18  2.71853080639e-18  3.82633956126e-18     -0.20479227912    0.0129481570353    0.0216501847507  1.88851378979e-10      1578232627.87              31146                750 
            7.51e-09  1.10771218459e-18  2.71852501443e-18  3.82623719902e-18    -0.204714903637    0.0129543794747     0.021652545366  1.88823401359e-10      1578232627.93              31174                751 
            7.52e-09  1.10761760358e-18  2.71851897271e-18  3.82613657629e-18    -0.204638486858    0.0129644482457    0.0216548860653  1.88844273552e-10         1578232628              31202                752 
            7.53e-09  1.10752523539e-18  2.71851270153e-18  3.82603793692e-18    -0.204563220049    0.0129782768876    0.0216572008907  1.88778770394e-10      1578232628.06              31229                753 
            7.54e-09  1.10743529421e-18  2.71850622133e-18  3.82594151554e-18    -0.204489288343    0.0129957704196    0.0216594840743  1.88675297608e-10      1578232628.13              31257                754 
            7.55e-09  1.10734798445e-18  2.71849955257e-18  3.82584753702e-18    -0.204416870311    0.0130168257963    0.0216617300502  1.88643323185e-10      1578232628.19              31285                755 
            7.56e-09  1.10726350026e-18  2.71849271576e-18  3.82575621602e-18    -0.204346137565    0.0130413323724    0.0216639334656  1.88854265559e-10      1578232628.25              31313                756 
            7.57e-09  1.10718202525e-18  2.71848573131e-18  3.82566775656e-18     -0.20427725439     0.013069172376    0.0216660891907  1.91038962427e-10       1578232628.3              31349                757 
            7.58e-09  1.10710373209e-18  2.71847861958e-18  3.82558235167e-18    -0.204210377411    0.0131002213872    0.0216681923266  1.91907156832e-10      1578232628.38              31395                758 
            7.59e-09  1.10702878224e-18  2.71847140072e-18  3.82550018297e-18    -0.204145655291    0.0131343488201    0.0216702382135  1.92611260275e-10      1578232628.44              31449                759 
             7.6e-09   1.1069573257e-18  2.71846409478e-18  3.82542142048e-18    -0.204083228452    0.0131714184068    0.0216722224369  1.93185911712e-10      1578232628.52              31503                760 
            7.61e-09   1.1068895008e-18   2.7184567215e-18   3.8253462223e-18    -0.204023228846    0.0132112886818    0.0216741408329  1.92361460094e-10      1578232628.59              31557                761 
            7.62e-09  1.10682543398e-18  2.71844930045e-18  3.82527473443e-18    -0.203965779737    0.0132538134647    0.0216759894923  1.92612814587e-10      1578232628.66              31611                762 
            7.63e-09  1.10676523972e-18  2.71844185085e-18  3.82520709057e-18     -0.20391099553    0.0132988423396    0.0216777647649  1.93480120814e-10      1578232628.73              31665                763 
            7.64e-09  1.10670902039e-18  2.71843439163e-18  3.82514341202e-18    -0.203858981621    0.0133462211309    0.0216794632611  1.92807325661e-10      1578232628.81              31719                764 
            7.65e-09  1.10665686621e-18  2.71842694135e-18  3.82508380756e-18    -0.203809834283    0.0133957923737    0.0216810818542   1.9247314853e-10      1578232628.89              31773                765 
            7.66e-09  1.10660885518e-18  2.71841951824e-18  3.82502837343e-18    -0.203763640579    0.0134473957769    0.0216826176813    1.933531113e-10      1578232628.97              31827                766 
            7.67e-09  1.10656505317e-18   2.7184121401e-18  3.82497719327e-18      -0.2037204783    0.0135008686799    0.0216840681433  1.93074223276e-10      1578232629.04              31881                767 
            7.68e-09  1.10652551388e-18  2.71840482432e-18   3.8249303382e-18    -0.203680415943    0.0135560465006    0.0216854309048  1.92341254035e-10      1578232629.12              31935                768 
            7.69e-09  1.10649027894e-18  2.71839758786e-18   3.8248878668e-18      -0.2036435127    0.0136127631743    0.0216867038928  1.92946103539e-10      1578232629.19              31989                769 
             7.7e-09  1.10645937805e-18  2.71839044721e-18  3.82484982527e-18    -0.203609818486    0.0136708515835    0.0216878852951   1.9308599164e-10      1578232629.27              32043                770 
            7.71e-09  1.10643282908e-18  2.71838341841e-18  3.82481624749e-18    -0.203579373985     0.013730143977    0.0216889735582   1.9225132597e-10      1578232629.36              32097                771 
            7.72e-09  1.10641063822e-18  2.71837651697e-18  3.82478715519e-18    -0.203552210725    0.0137904723796    0.0216899673846  1.92429183699e-10      1578232629.43              32151                772 
            7.73e-09  1.10639280024e-18  2.71836975792e-18  3.82476255816e-18    -0.203528351172    0.0138516689895    0.0216908657302  1.92829308077e-10      1578232629.51              32205                773 
            7.74e-09  1.10637929866e-18  2.71836315572e-18  3.82474245438e-18    -0.203507808847     0.013913566566    0.0216916677998  1.92156734968e-10      1578232629.59              32259                774 
            7.75e-09  1.10637010601e-18  2.71835672432e-18  3.82472683033e-18    -0.203490588464    0.0139759988049    0.0216923730444  1.91934912408e-10      1578232629.68              32313                775 
            7.76e-09  1.10636518409e-18  2.71835047707e-18  3.82471566116e-18    -0.203476686092     0.014038800703    0.0216929811562  1.92365456897e-10      1578232629.75              32369                776 
            7.77e-09  1.10636448429e-18  2.71834442677e-18  3.82470891106e-18    -0.203466089324    0.0141018089107    0.0216934920646  1.91987981069e-10      1578232629.83              32423                777 
            7.78e-09  1.10636794789e-18  2.71833858559e-18  3.82470653348e-18     -0.20345877748    0.0141648620732    0.0216939059313  1.91509919034e-10      1578232629.92              32477                778 
            7.79e-09  1.10637550637e-18  2.71833296511e-18  3.82470847148e-18    -0.203454721808    0.0142278011598    0.0216942231452  1.91806570626e-10         1578232630              32531                779 
             7.8e-09  1.10638708179e-18  2.71832757625e-18  3.82471465805e-18    -0.203453885716    0.0142904697816    0.0216944443173   1.9171464416e-10      1578232630.08              32585                780 
            7.81e-09  1.10640258717e-18  2.71832242932e-18  3.82472501648e-18    -0.203456225009    0.0143527144976    0.0216945702751  1.91163085361e-10      1578232630.15              32635                781 
            7.82e-09   1.1064219268e-18  2.71831753392e-18  3.82473946073e-18    -0.203461688138     0.014414385109    0.0216946020571  1.91232363278e-10      1578232630.23              32679                782 
            7.83e-09  1.10644499674e-18  2.71831289903e-18  3.82475789577e-18    -0.203470216469    0.0144753349416    0.0216945409067  1.91330506993e-10      1578232630.31              32721                783 
            7.84e-09  1.10647168513e-18  2.71830853287e-18  3.82478021801e-18    -0.203481744553    0.0145354211172    0.0216943882663  1.90865323546e-10      1578232630.38              32758                784 
            7.85e-09  1.10650187266e-18  2.71830444303e-18  3.82480631569e-18    -0.203496200413    0.0145945048133    0.0216941457709  1.90716553661e-10      1578232630.44              32789                785 
            7.86e-09  1.10653543298e-18  2.71830063633e-18   3.8248360693e-18    -0.203513505837    0.0146524515101     0.021693815242   1.9087131875e-10       1578232630.5              32816                786 
            7.87e-09  1.10657223313e-18  2.71829711888e-18  3.82486935201e-18    -0.203533576676    0.0147091312278    0.0216933986807  1.90574445114e-10      1578232630.56              32843                787 
            7.88e-09    1.106612134e-18  2.71829389605e-18  3.82490603005e-18    -0.203556323154    0.0147644187509     0.021692898261  1.90293114599e-10      1578232630.62              32870                788 
            7.89e-09  1.10665499073e-18  2.71829097249e-18  3.82494596323e-18    -0.203581650181    0.0148181938412    0.0216923163233   1.9039680943e-10      1578232630.69              32897                789 
             7.9e-09  1.10670065323e-18  2.71828835207e-18   3.8249890053e-18    -0.203609457672    0.0148703414397    0.0216916553667  1.90265803113e-10      1578232630.75              32924                790 
            7.91e-09  1.10674896655e-18   2.7182860379e-18  3.82503500445e-18    -0.203639640868    0.0149207518565    0.0216909180422   1.8995849338e-10      1578232630.81              32951                791 
            7.92e-09  1.10679977138e-18  2.71828403236e-18  3.82508380374e-18    -0.203672090665    0.0149693209482    0.0216901071454  1.89963378361e-10      1578232630.87              32978                792 
            7.93e-09  1.10685290452e-18  2.71828233704e-18  3.82513524155e-18     -0.20370669394    0.0150159502851    0.0216892256086  1.89941840034e-10      1578232630.94              33005                793 
            7.94e-09  1.10690819928e-18  2.71828095276e-18  3.82518915204e-18    -0.203743333888     0.015060547305    0.0216882764936  1.89689153274e-10      1578232631.01              33032                794 
            7.95e-09  1.10696548597e-18  2.71827987962e-18  3.82524536559e-18    -0.203781890348    0.0151030254553    0.0216872629835  1.89606330636e-10      1578232631.07              33059                795 
            7.96e-09  1.10702459235e-18  2.71827911692e-18  3.82530370927e-18     -0.20382224014    0.0151433043231    0.0216861883749  1.89625426472e-10      1578232631.14              33086                796 
            7.97e-09  1.10708534406e-18  2.71827866323e-18  3.82536400729e-18    -0.203864257402    0.0151813097528    0.0216850560698  1.89462223688e-10      1578232631.21              33113                797 
            7.98e-09  1.10714756509e-18  2.71827851637e-18  3.82542608146e-18    -0.203907813916    0.0152169739513    0.0216838695674  1.89338988932e-10      1578232631.27              33140                798 
            7.99e-09  1.10721107819e-18  2.71827867342e-18  3.82548975161e-18    -0.203952779446    0.0152502355795    0.0216826324557  1.89349647073e-10      1578232631.34              33167                799 
               8e-09  1.10727570532e-18  2.71827913074e-18  3.82555483606e-18    -0.203999022071    0.0152810398321     0.021681348403  1.89267490569e-10      1578232631.42              33194                800 
