#             steps          E_total_1          E_total_2          E_total_3          E_total_4          E_total_5          E_total_6          E_total_7          E_total_8 
#                <>                <J>                <J>                <J>                <J>                <J>                <J>                <J>                <J> 
              2950 -1.308109356292e-18 -1.306271064908e-18 -1.295565215698e-18 -1.255794261022e-18 -1.228198038067e-18 -1.273080599833e-18 -1.312394946302e-18 -1.327104000000e-18 
              2960 -1.308109356292e-18 -1.306271197691e-18 -1.295565431356e-18 -1.255794531188e-18 -1.228198302659e-18 -1.273080490329e-18 -1.312394917050e-18 -1.327104000000e-18 
              2970 -1.308109356292e-18 -1.306271325047e-18 -1.295565607383e-18 -1.255794953579e-18 -1.228198708049e-18 -1.273080254493e-18 -1.312394956333e-18 -1.327104000000e-18 
              2980 -1.308109356292e-18 -1.306271433427e-18 -1.295565811633e-18 -1.255795020643e-18 -1.228198826780e-18 -1.273080353558e-18 -1.312394874337e-18 -1.327104000000e-18 
              2990 -1.308109356292e-18 -1.306271534167e-18 -1.295565990738e-18 -1.255795138929e-18 -1.228199000490e-18 -1.273080417325e-18 -1.312394822503e-18 -1.327104000000e-18 
              3000 -1.308109356292e-18 -1.306271632647e-18 -1.295566121033e-18 -1.255795492468e-18 -1.228199384926e-18 -1.273080280027e-18 -1.312394869225e-18 -1.327104000000e-18 
              3010 -1.308109356292e-18 -1.306271720176e-18 -1.295566243434e-18 -1.255795769626e-18 -1.228199716610e-18 -1.273080223093e-18 -1.312394898256e-18 -1.327104000000e-18 
              3020 -1.308109356292e-18 -1.306271796121e-18 -1.295566367003e-18 -1.255795915272e-18 -1.228199949099e-18 -1.273080297164e-18 -1.312394888071e-18 -1.327104000000e-18 
              3030 -1.308109356292e-18 -1.306271861773e-18 -1.295566485924e-18 -1.255795974301e-18 -1.228200119847e-18 -1.273080460989e-18 -1.312394855337e-18 -1.327104000000e-18 
              3040 -1.308109356292e-18 -1.306271916871e-18 -1.295566600025e-18 -1.255795945002e-18 -1.228200225886e-18 -1.273080713793e-18 -1.312394799460e-18 -1.327104000000e-18 
              3050 -1.308109356292e-18 -1.306271970334e-18 -1.295566664570e-18 -1.255796161490e-18 -1.228200552550e-18 -1.273080757739e-18 -1.312394845813e-18 -1.327104000000e-18 
              3060 -1.308109356292e-18 -1.306272015730e-18 -1.295566711776e-18 -1.255796383075e-18 -1.228200894107e-18 -1.273080807151e-18 -1.312394904065e-18 -1.327104000000e-18 
              3070 -1.308109356292e-18 -1.306272048001e-18 -1.295566775369e-18 -1.255796375675e-18 -1.228201050851e-18 -1.273081071727e-18 -1.312394885136e-18 -1.327104000000e-18 
              3080 -1.308109356292e-18 -1.306272074869e-18 -1.295566810265e-18 -1.255796462557e-18 -1.228201298009e-18 -1.273081261554e-18 -1.312394911192e-18 -1.327104000000e-18 
              3090 -1.308109356292e-18 -1.306272095375e-18 -1.295566823650e-18 -1.255796594919e-18 -1.228201595462e-18 -1.273081422590e-18 -1.312394963731e-18 -1.327104000000e-18 
              3100 -1.308109356292e-18 -1.306272108191e-18 -1.295566823475e-18 -1.255796716365e-18 -1.228201893724e-18 -1.273081603368e-18 -1.312395021248e-18 -1.327104000000e-18 
              3110 -1.308109356292e-18 -1.306272113310e-18 -1.295566811159e-18 -1.255796819140e-18 -1.228202185874e-18 -1.273081810432e-18 -1.312395080589e-18 -1.327104000000e-18 
              3120 -1.308109356292e-18 -1.306272112250e-18 -1.295566776246e-18 -1.255796975325e-18 -1.228202534670e-18 -1.273081981127e-18 -1.312395169360e-18 -1.327104000000e-18 
              3130 -1.308109356292e-18 -1.306272102328e-18 -1.295566740997e-18 -1.255797037564e-18 -1.228202811269e-18 -1.273082243125e-18 -1.312395230607e-18 -1.327104000000e-18 
              3140 -1.308109356292e-18 -1.306272087957e-18 -1.295566670147e-18 -1.255797241068e-18 -1.228203220018e-18 -1.273082390802e-18 -1.312395354948e-18 -1.327104000000e-18 
              3150 -1.308109356292e-18 -1.306272063441e-18 -1.295566613159e-18 -1.255797261173e-18 -1.228203479933e-18 -1.273082709859e-18 -1.312395417003e-18 -1.327104000000e-18 
              3160 -1.308109356292e-18 -1.306272036525e-18 -1.295566504840e-18 -1.255797528542e-18 -1.228203961213e-18 -1.273082817795e-18 -1.312395582585e-18 -1.327104000000e-18 
              3170 -1.308109356292e-18 -1.306272001309e-18 -1.295566397281e-18 -1.255797702153e-18 -1.228204370783e-18 -1.273083017764e-18 -1.312395720157e-18 -1.327104000000e-18 
              3180 -1.308109356292e-18 -1.306271957020e-18 -1.295566297535e-18 -1.255797736042e-18 -1.228204670538e-18 -1.273083352688e-18 -1.312395812112e-18 -1.327104000000e-18 
              3190 -1.308109356292e-18 -1.306271905086e-18 -1.295566195907e-18 -1.255797697268e-18 -1.228204917095e-18 -1.273083761647e-18 -1.312395883932e-18 -1.327104000000e-18 
              3200 -1.308109356292e-18 -1.306271849718e-18 -1.295566056515e-18 -1.255797822472e-18 -1.228205311807e-18 -1.273084031448e-18 -1.312396026518e-18 -1.327104000000e-18 
              3210 -1.308109356292e-18 -1.306271784048e-18 -1.295565943991e-18 -1.255797693282e-18 -1.228205497263e-18 -1.273084537331e-18 -1.312396078369e-18 -1.327104000000e-18 
              3220 -1.308109356292e-18 -1.306271716135e-18 -1.295565779222e-18 -1.255797817917e-18 -1.228205909277e-18 -1.273084825717e-18 -1.312396236157e-18 -1.327104000000e-18 
              3230 -1.308109356292e-18 -1.306271639254e-18 -1.295565640295e-18 -1.255797708251e-18 -1.228206126016e-18 -1.273085328195e-18 -1.312396309530e-18 -1.327104000000e-18 
              3240 -1.308109356292e-18 -1.306271558130e-18 -1.295565472315e-18 -1.255797707381e-18 -1.228206444380e-18 -1.273085742018e-18 -1.312396432329e-18 -1.327104000000e-18 
              3250 -1.308109356292e-18 -1.306271471201e-18 -1.295565283921e-18 -1.255797752276e-18 -1.228206812539e-18 -1.273086126283e-18 -1.312396581010e-18 -1.327104000000e-18 
              3260 -1.308109356292e-18 -1.306271378536e-18 -1.295565080923e-18 -1.255797812923e-18 -1.228207202763e-18 -1.273086505273e-18 -1.312396743150e-18 -1.327104000000e-18 
              3270 -1.308109356292e-18 -1.306271280115e-18 -1.295564879981e-18 -1.255797800675e-18 -1.228207534854e-18 -1.273086952910e-18 -1.312396882490e-18 -1.327104000000e-18 
              3280 -1.308109356292e-18 -1.306271176113e-18 -1.295564652754e-18 -1.255797867878e-18 -1.228207946608e-18 -1.273087342244e-18 -1.312397061182e-18 -1.327104000000e-18 
              3290 -1.308109356292e-18 -1.306271066428e-18 -1.295564429830e-18 -1.255797850907e-18 -1.228208290383e-18 -1.273087810148e-18 -1.312397212424e-18 -1.327104000000e-18 
              3300 -1.308109356292e-18 -1.306270952132e-18 -1.295564169608e-18 -1.255797982601e-18 -1.228208773062e-18 -1.273088157816e-18 -1.312397429909e-18 -1.327104000000e-18 
              3310 -1.308109356292e-18 -1.306270830997e-18 -1.295563933544e-18 -1.255797911955e-18 -1.228209085495e-18 -1.273088688578e-18 -1.312397573359e-18 -1.327104000000e-18 
              3320 -1.308109356292e-18 -1.306270707264e-18 -1.295563643077e-18 -1.255798102883e-18 -1.228209632143e-18 -1.273088996339e-18 -1.312397826306e-18 -1.327104000000e-18 
              3330 -1.308109356292e-18 -1.306270574972e-18 -1.295563394188e-18 -1.255797980054e-18 -1.228209914324e-18 -1.273089588547e-18 -1.312397962227e-18 -1.327104000000e-18 
              3340 -1.308109356292e-18 -1.306270441374e-18 -1.295563084662e-18 -1.255798166067e-18 -1.228210469255e-18 -1.273089913043e-18 -1.312398225113e-18 -1.327104000000e-18 
              3350 -1.308109356292e-18 -1.306270299023e-18 -1.295562812130e-18 -1.255798060547e-18 -1.228210780760e-18 -1.273090504723e-18 -1.312398380387e-18 -1.327104000000e-18 
              3360 -1.308109356292e-18 -1.306270153962e-18 -1.295562504196e-18 -1.255798114386e-18 -1.228211235279e-18 -1.273090960394e-18 -1.312398603585e-18 -1.327104000000e-18 
              3370 -1.308109356292e-18 -1.306270001071e-18 -1.295562232655e-18 -1.255797889972e-18 -1.228211456209e-18 -1.273091669604e-18 -1.312398723379e-18 -1.327104000000e-18 
              3380 -1.308109356292e-18 -1.306269846080e-18 -1.295561902594e-18 -1.255797954459e-18 -1.228211934240e-18 -1.273092130739e-18 -1.312398963076e-18 -1.327104000000e-18 
              3390 -1.308109356292e-18 -1.306269685328e-18 -1.295561607759e-18 -1.255797769489e-18 -1.228212199186e-18 -1.273092814641e-18 -1.312399108310e-18 -1.327104000000e-18 
              3400 -1.308109356292e-18 -1.306269520404e-18 -1.295561263578e-18 -1.255797802023e-18 -1.228212663083e-18 -1.273093318057e-18 -1.312399347180e-18 -1.327104000000e-18 
              3410 -1.308109356292e-18 -1.306269351618e-18 -1.295560941272e-18 -1.255797676797e-18 -1.228212990981e-18 -1.273093960490e-18 -1.312399526397e-18 -1.327104000000e-18 
              3420 -1.308109356292e-18 -1.306269177331e-18 -1.295560586161e-18 -1.255797666641e-18 -1.228213430043e-18 -1.273094514088e-18 -1.312399759324e-18 -1.327104000000e-18 
              3430 -1.308109356292e-18 -1.306268999698e-18 -1.295560236638e-18 -1.255797590963e-18 -1.228213814161e-18 -1.273095126716e-18 -1.312399969495e-18 -1.327104000000e-18 
              3440 -1.308109356292e-18 -1.306268816369e-18 -1.295559859811e-18 -1.255797599031e-18 -1.228214282005e-18 -1.273095677850e-18 -1.312400220869e-18 -1.327104000000e-18 
              3450 -1.308109356292e-18 -1.306268629852e-18 -1.295559493765e-18 -1.255797515573e-18 -1.228214671670e-18 -1.273096310129e-18 -1.312400438719e-18 -1.327104000000e-18 
              3460 -1.308109356292e-18 -1.306268438945e-18 -1.295559114149e-18 -1.255797457064e-18 -1.228215089686e-18 -1.273096927533e-18 -1.312400672084e-18 -1.327104000000e-18 
              3470 -1.308109356292e-18 -1.306268243349e-18 -1.295558715463e-18 -1.255797449557e-18 -1.228215559884e-18 -1.273097508595e-18 -1.312400931960e-18 -1.327104000000e-18 
              3480 -1.308109356292e-18 -1.306268044937e-18 -1.295558284652e-18 -1.255797582817e-18 -1.228216157249e-18 -1.273097970634e-18 -1.312401252335e-18 -1.327104000000e-18 
              3490 -1.308109356292e-18 -1.306267840899e-18 -1.295557899406e-18 -1.255797412994e-18 -1.228216495379e-18 -1.273098703574e-18 -1.312401456477e-18 -1.327104000000e-18 
              3500 -1.308109356292e-18 -1.306267635622e-18 -1.295557451945e-18 -1.255797561217e-18 -1.228217114051e-18 -1.273099160670e-18 -1.312401791102e-18 -1.327104000000e-18 
              3510 -1.308109356292e-18 -1.306267423203e-18 -1.295557053093e-18 -1.255797373677e-18 -1.228217448442e-18 -1.273099921541e-18 -1.312401998280e-18 -1.327104000000e-18 
              3520 -1.308109356292e-18 -1.306267209135e-18 -1.295556614349e-18 -1.255797380949e-18 -1.228217955295e-18 -1.273100513897e-18 -1.312402286375e-18 -1.327104000000e-18 
              3530 -1.308109356292e-18 -1.306266990315e-18 -1.295556186845e-18 -1.255797277289e-18 -1.228218371416e-18 -1.273101209946e-18 -1.312402535254e-18 -1.327104000000e-18 
              3540 -1.308109356292e-18 -1.306266767455e-18 -1.295555761417e-18 -1.255797119177e-18 -1.228218745200e-18 -1.273101959165e-18 -1.312402766945e-18 -1.327104000000e-18 
              3550 -1.308109356292e-18 -1.306266542024e-18 -1.295555348107e-18 -1.255796869195e-18 -1.228219040302e-18 -1.273102789987e-18 -1.312402964299e-18 -1.327104000000e-18 
              3560 -1.308109356292e-18 -1.306266312029e-18 -1.295554883250e-18 -1.255796844309e-18 -1.228219541401e-18 -1.273103434263e-18 -1.312403258739e-18 -1.327104000000e-18 
              3570 -1.308109356292e-18 -1.306266080731e-18 -1.295554444402e-18 -1.255796667448e-18 -1.228219907984e-18 -1.273104208842e-18 -1.312403492765e-18 -1.327104000000e-18 
              3580 -1.308109356292e-18 -1.306265843385e-18 -1.295553970555e-18 -1.255796611528e-18 -1.228220391864e-18 -1.273104890759e-18 -1.312403783513e-18 -1.327104000000e-18 
              3590 -1.308109356292e-18 -1.306265604771e-18 -1.295553507406e-18 -1.255796485480e-18 -1.228220813617e-18 -1.273105632459e-18 -1.312404047068e-18 -1.327104000000e-18 
              3600 -1.308109356292e-18 -1.306265361361e-18 -1.295553026057e-18 -1.255796404617e-18 -1.228221282972e-18 -1.273106343637e-18 -1.312404334918e-18 -1.327104000000e-18 
              3610 -1.308109356292e-18 -1.306265115018e-18 -1.295552541114e-18 -1.255796311573e-18 -1.228221745178e-18 -1.273107069085e-18 -1.312404621314e-18 -1.327104000000e-18 
              3620 -1.308109356292e-18 -1.306264865627e-18 -1.295552052277e-18 -1.255796206606e-18 -1.228222200767e-18 -1.273107808899e-18 -1.312404906517e-18 -1.327104000000e-18 
              3630 -1.308109356292e-18 -1.306264611791e-18 -1.295551543879e-18 -1.255796158008e-18 -1.228222713061e-18 -1.273108507715e-18 -1.312405220085e-18 -1.327104000000e-18 
              3640 -1.308109356292e-18 -1.306264355942e-18 -1.295551002241e-18 -1.255796264878e-18 -1.228223364094e-18 -1.273109073394e-18 -1.312405599037e-18 -1.327104000000e-18 
              3650 -1.308109356292e-18 -1.306264096374e-18 -1.295550517484e-18 -1.255796029241e-18 -1.228223718662e-18 -1.273109941614e-18 -1.312405843521e-18 -1.327104000000e-18 
              3660 -1.308109356292e-18 -1.306263834749e-18 -1.295550018063e-18 -1.255795849795e-18 -1.228224124708e-18 -1.273110763016e-18 -1.312406113179e-18 -1.327104000000e-18 
              3670 -1.308109356292e-18 -1.306263569839e-18 -1.295549467898e-18 -1.255795905194e-18 -1.228224742282e-18 -1.273111385932e-18 -1.312406482094e-18 -1.327104000000e-18 
              3680 -1.308109356292e-18 -1.306263302653e-18 -1.295548926135e-18 -1.255795891665e-18 -1.228225301573e-18 -1.273112071020e-18 -1.312406825697e-18 -1.327104000000e-18 
              3690 -1.308109356292e-18 -1.306263031670e-18 -1.295548400189e-18 -1.255795753332e-18 -1.228225756680e-18 -1.273112870663e-18 -1.312407123306e-18 -1.327104000000e-18 
              3700 -1.308109356292e-18 -1.306262757407e-18 -1.295547882788e-18 -1.255795534458e-18 -1.228226145560e-18 -1.273113745292e-18 -1.312407392229e-18 -1.327104000000e-18 
              3710 -1.308109356292e-18 -1.306262482355e-18 -1.295547378920e-18 -1.255795235555e-18 -1.228226463458e-18 -1.273114688371e-18 -1.312407629427e-18 -1.327104000000e-18 
              3720 -1.308109356292e-18 -1.306262202012e-18 -1.295546818639e-18 -1.255795179864e-18 -1.228227004471e-18 -1.273115430666e-18 -1.312407971863e-18 -1.327104000000e-18 
              3730 -1.308109356292e-18 -1.306261919884e-18 -1.295546252827e-18 -1.255795134738e-18 -1.228227556379e-18 -1.273116165325e-18 -1.312408320611e-18 -1.327104000000e-18 
              3740 -1.308109356292e-18 -1.306261636933e-18 -1.295545726547e-18 -1.255794870938e-18 -1.228227915496e-18 -1.273117089052e-18 -1.312408581476e-18 -1.327104000000e-18 
              3750 -1.308109356292e-18 -1.306261351440e-18 -1.295545176951e-18 -1.255794704095e-18 -1.228228363253e-18 -1.273117932217e-18 -1.312408884686e-18 -1.327104000000e-18 
              3760 -1.308109356292e-18 -1.306261061302e-18 -1.295544609107e-18 -1.255794584478e-18 -1.228228860245e-18 -1.273118743073e-18 -1.312409212799e-18 -1.327104000000e-18 
              3770 -1.308109356292e-18 -1.306260768860e-18 -1.295544037843e-18 -1.255794458644e-18 -1.228229354597e-18 -1.273119562390e-18 -1.312409541109e-18 -1.327104000000e-18 
              3780 -1.308109356292e-18 -1.306260474321e-18 -1.295543464985e-18 -1.255794319005e-18 -1.228229839241e-18 -1.273120396244e-18 -1.312409866275e-18 -1.327104000000e-18 
              3790 -1.308109356292e-18 -1.306260175654e-18 -1.295542873415e-18 -1.255794234780e-18 -1.228230379255e-18 -1.273121189516e-18 -1.312410218981e-18 -1.327104000000e-18 
              3800 -1.308109356292e-18 -1.306259877096e-18 -1.295542298388e-18 -1.255794064163e-18 -1.228230841256e-18 -1.273122055157e-18 -1.312410536275e-18 -1.327104000000e-18 
              3810 -1.308109356292e-18 -1.306259573523e-18 -1.295541686718e-18 -1.255794034709e-18 -1.228231435862e-18 -1.273122807881e-18 -1.312410917007e-18 -1.327104000000e-18 
              3820 -1.308109356292e-18 -1.306259269831e-18 -1.295541107800e-18 -1.255793830225e-18 -1.228231875074e-18 -1.273123710678e-18 -1.312411226713e-18 -1.327104000000e-18 
              3830 -1.308109356292e-18 -1.306258962779e-18 -1.295540475736e-18 -1.255793872592e-18 -1.228232536421e-18 -1.273124404761e-18 -1.312411640525e-18 -1.327104000000e-18 
              3840 -1.308109356292e-18 -1.306258654456e-18 -1.295539857679e-18 -1.255793827152e-18 -1.228233121477e-18 -1.273125175989e-18 -1.312412020158e-18 -1.327104000000e-18 
              3850 -1.308109356292e-18 -1.306258343121e-18 -1.295539258896e-18 -1.255793647152e-18 -1.228233592724e-18 -1.273126069213e-18 -1.312412348912e-18 -1.327104000000e-18 
              3860 -1.308109356292e-18 -1.306258029376e-18 -1.295538668126e-18 -1.255793398988e-18 -1.228234007345e-18 -1.273127025351e-18 -1.312412652935e-18 -1.327104000000e-18 
              3870 -1.308109356292e-18 -1.306257714419e-18 -1.295538043753e-18 -1.255793316903e-18 -1.228234568787e-18 -1.273127837940e-18 -1.312413025553e-18 -1.327104000000e-18 
              3880 -1.308109356292e-18 -1.306257397203e-18 -1.295537461463e-18 -1.255792987135e-18 -1.228234915613e-18 -1.273128869285e-18 -1.312413300537e-18 -1.327104000000e-18 
              3890 -1.308109356292e-18 -1.306257077107e-18 -1.295536825712e-18 -1.255792911013e-18 -1.228235489562e-18 -1.273129684871e-18 -1.312413681726e-18 -1.327104000000e-18 
              3900 -1.308109356292e-18 -1.306256757692e-18 -1.295536234009e-18 -1.255792608550e-18 -1.228235861846e-18 -1.273130693907e-18 -1.312413970156e-18 -1.327104000000e-18 
              3910 -1.308109356292e-18 -1.306256435884e-18 -1.295535616746e-18 -1.255792416661e-18 -1.228236334619e-18 -1.273131610558e-18 -1.312414306224e-18 -1.327104000000e-18 
              3920 -1.308109356292e-18 -1.306256109511e-18 -1.295534981444e-18 -1.255792271828e-18 -1.228236856401e-18 -1.273132495083e-18 -1.312414666993e-18 -1.327104000000e-18 
              3930 -1.308109356292e-18 -1.306255780553e-18 -1.295534337502e-18 -1.255792145550e-18 -1.228237398208e-18 -1.273133367709e-18 -1.312415038372e-18 -1.327104000000e-18 
              3940 -1.308109356292e-18 -1.306255452814e-18 -1.295533708752e-18 -1.255791952182e-18 -1.228237877315e-18 -1.273134294218e-18 -1.312415380811e-18 -1.327104000000e-18 
              3950 -1.308109356292e-18 -1.306255119558e-18 -1.295533053889e-18 -1.255791838623e-18 -1.228238436076e-18 -1.273135162361e-18 -1.312415762423e-18 -1.327104000000e-18 
              3960 -1.308109356292e-18 -1.306254787365e-18 -1.295532416046e-18 -1.255791646496e-18 -1.228238922426e-18 -1.273136094760e-18 -1.312416110655e-18 -1.327104000000e-18 
              3970 -1.308109356292e-18 -1.306254449924e-18 -1.295531739732e-18 -1.255791602840e-18 -1.228239548177e-18 -1.273136908449e-18 -1.312416525497e-18 -1.327104000000e-18 
              3980 -1.308109356292e-18 -1.306254113852e-18 -1.295531103074e-18 -1.255791363572e-18 -1.228239998209e-18 -1.273137887650e-18 -1.312416859207e-18 -1.327104000000e-18 
              3990 -1.308109356292e-18 -1.306253774174e-18 -1.295530410093e-18 -1.255791385394e-18 -1.228240683288e-18 -1.273138646357e-18 -1.312417302986e-18 -1.327104000000e-18 
              4000 -1.308109356292e-18 -1.306253434044e-18 -1.295529774057e-18 -1.255791100081e-18 -1.228241098390e-18 -1.273139671926e-18 -1.312417622853e-18 -1.327104000000e-18 
              4010 -1.308109356292e-18 -1.306253092206e-18 -1.295529076563e-18 -1.255791123590e-18 -1.228241786728e-18 -1.273140431124e-18 -1.312418069665e-18 -1.327104000000e-18 
              4020 -1.308109356292e-18 -1.306252747939e-18 -1.295528428098e-18 -1.255790860785e-18 -1.228242227287e-18 -1.273141443668e-18 -1.312418403537e-18 -1.327104000000e-18 
              4030 -1.308109356292e-18 -1.306252402777e-18 -1.295527747616e-18 -1.255790759034e-18 -1.228242809796e-18 -1.273142316641e-18 -1.312418803511e-18 -1.327104000000e-18 
              4040 -1.308109356292e-18 -1.306252056218e-18 -1.295527115761e-18 -1.255790384314e-18 -1.228243154298e-18 -1.273143429108e-18 -1.312419094649e-18 -1.327104000000e-18 
              4050 -1.308109356292e-18 -1.306251706656e-18 -1.295526423633e-18 -1.255790298070e-18 -1.228243756698e-18 -1.273144295852e-18 -1.312419506128e-18 -1.327104000000e-18 
              4060 -1.308109356292e-18 -1.306251359016e-18 -1.295525781271e-18 -1.255789968598e-18 -1.228244140813e-18 -1.273145368777e-18 -1.312419816577e-18 -1.327104000000e-18 
              4070 -1.308109356292e-18 -1.306251005600e-18 -1.295525086550e-18 -1.255789855666e-18 -1.228244725062e-18 -1.273146264881e-18 -1.312420221795e-18 -1.327104000000e-18 
              4080 -1.308109356292e-18 -1.306250655461e-18 -1.295524427172e-18 -1.255789590756e-18 -1.228245168546e-18 -1.273147284730e-18 -1.312420561177e-18 -1.327104000000e-18 
              4090 -1.308109356292e-18 -1.306250299106e-18 -1.295523733688e-18 -1.255789440639e-18 -1.228245723711e-18 -1.273148217358e-18 -1.312420954726e-18 -1.327104000000e-18 
              4100 -1.308109356292e-18 -1.306249944653e-18 -1.295523055686e-18 -1.255789229305e-18 -1.228246220463e-18 -1.273149197866e-18 -1.312421320908e-18 -1.327104000000e-18 
              4110 -1.308109356292e-18 -1.306249584342e-18 -1.295522350130e-18 -1.255789101869e-18 -1.228246801074e-18 -1.273150117272e-18 -1.312421728293e-18 -1.327104000000e-18 
              4120 -1.308109356292e-18 -1.306249226367e-18 -1.295521665771e-18 -1.255788887404e-18 -1.228247299835e-18 -1.273151106055e-18 -1.312422097330e-18 -1.327104000000e-18 
              4130 -1.308109356292e-18 -1.306248866041e-18 -1.295520971713e-18 -1.255788699715e-18 -1.228247825618e-18 -1.273152075664e-18 -1.312422480007e-18 -1.327104000000e-18 
              4140 -1.308109356292e-18 -1.306248502354e-18 -1.295520261121e-18 -1.255788564311e-18 -1.228248402732e-18 -1.273153006162e-18 -1.312422887913e-18 -1.327104000000e-18 
              4150 -1.308109356292e-18 -1.306248137310e-18 -1.295519521125e-18 -1.255788571050e-18 -1.228249106174e-18 -1.273153814775e-18 -1.312423354823e-18 -1.327104000000e-18 
              4160 -1.308109356292e-18 -1.306247772838e-18 -1.295518838488e-18 -1.255788279688e-18 -1.228249546058e-18 -1.273154880704e-18 -1.312423700322e-18 -1.327104000000e-18 
              4170 -1.308109356292e-18 -1.306247406865e-18 -1.295518093044e-18 -1.255788306420e-18 -1.228250266928e-18 -1.273155671861e-18 -1.312424176129e-18 -1.327104000000e-18 
              4180 -1.308109356292e-18 -1.306247038852e-18 -1.295517405990e-18 -1.255788001534e-18 -1.228250699861e-18 -1.273156755415e-18 -1.312424520316e-18 -1.327104000000e-18 
              4190 -1.308109356292e-18 -1.306246670402e-18 -1.295516681267e-18 -1.255787892619e-18 -1.228251304631e-18 -1.273157668216e-18 -1.312424944081e-18 -1.327104000000e-18 
              4200 -1.308109356292e-18 -1.306246300482e-18 -1.295515974038e-18 -1.255787675511e-18 -1.228251816405e-18 -1.273158677569e-18 -1.312425325815e-18 -1.327104000000e-18 
              4210 -1.308109356292e-18 -1.306245929373e-18 -1.295515274305e-18 -1.255787406356e-18 -1.228252283913e-18 -1.273159733952e-18 -1.312425687860e-18 -1.327104000000e-18 
              4220 -1.308109356292e-18 -1.306245559852e-18 -1.295514594550e-18 -1.255787048702e-18 -1.228252669940e-18 -1.273160863023e-18 -1.312426011965e-18 -1.327104000000e-18 
              4230 -1.308109356292e-18 -1.306245184536e-18 -1.295513860924e-18 -1.255786915468e-18 -1.228253262929e-18 -1.273161808434e-18 -1.312426433928e-18 -1.327104000000e-18 
              4240 -1.308109356292e-18 -1.306244813415e-18 -1.295513163681e-18 -1.255786634618e-18 -1.228253717687e-18 -1.273162872342e-18 -1.312426790766e-18 -1.327104000000e-18 
              4250 -1.308109356292e-18 -1.306244435445e-18 -1.295512429980e-18 -1.255786474362e-18 -1.228254290324e-18 -1.273163845373e-18 -1.312427204837e-18 -1.327104000000e-18 
              4260 -1.308109356292e-18 -1.306244060474e-18 -1.295511715016e-18 -1.255786247400e-18 -1.228254797990e-18 -1.273164869095e-18 -1.312427587994e-18 -1.327104000000e-18 
              4270 -1.308109356292e-18 -1.306243681529e-18 -1.295510983442e-18 -1.255786066482e-18 -1.228255352729e-18 -1.273165860570e-18 -1.312427994619e-18 -1.327104000000e-18 
              4280 -1.308109356292e-18 -1.306243302131e-18 -1.295510252968e-18 -1.255785875468e-18 -1.228255898673e-18 -1.273166861042e-18 -1.312428397574e-18 -1.327104000000e-18 
              4290 -1.308109356292e-18 -1.306242922017e-18 -1.295509523017e-18 -1.255785674499e-18 -1.228256436451e-18 -1.273167870918e-18 -1.312428797249e-18 -1.327104000000e-18 
              4300 -1.308109356292e-18 -1.306242538323e-18 -1.295508775164e-18 -1.255785530782e-18 -1.228257030389e-18 -1.273168838003e-18 -1.312429224411e-18 -1.327104000000e-18 
              4310 -1.308109356292e-18 -1.306242153765e-18 -1.295507996187e-18 -1.255785543615e-18 -1.228257762461e-18 -1.273169669774e-18 -1.312429715716e-18 -1.327104000000e-18 
              4320 -1.308109356292e-18 -1.306241770526e-18 -1.295507283730e-18 -1.255785217902e-18 -1.228258194425e-18 -1.273170792863e-18 -1.312430068476e-18 -1.327104000000e-18 
              4330 -1.308109356292e-18 -1.306241387093e-18 -1.295506560105e-18 -1.255784949975e-18 -1.228258676696e-18 -1.273171865287e-18 -1.312430444664e-18 -1.327104000000e-18 
              4340 -1.308109356292e-18 -1.306241000050e-18 -1.295505785070e-18 -1.255784916879e-18 -1.228259370914e-18 -1.273172740258e-18 -1.312430920065e-18 -1.327104000000e-18 
              4350 -1.308109356292e-18 -1.306240613611e-18 -1.295505023896e-18 -1.255784817197e-18 -1.228260004890e-18 -1.273173671201e-18 -1.312431367658e-18 -1.327104000000e-18 
              4360 -1.308109356292e-18 -1.306240225949e-18 -1.295504283470e-18 -1.255784594829e-18 -1.228260532853e-18 -1.273174711016e-18 -1.312431767096e-18 -1.327104000000e-18 
              4370 -1.308109356292e-18 -1.306239837328e-18 -1.295503556023e-18 -1.255784293846e-18 -1.228260992972e-18 -1.273175820745e-18 -1.312432135860e-18 -1.327104000000e-18 
              4380 -1.308109356292e-18 -1.306239451167e-18 -1.295502848245e-18 -1.255783915412e-18 -1.228261379909e-18 -1.273176991952e-18 -1.312432470102e-18 -1.327104000000e-18 
              4390 -1.308109356292e-18 -1.306239058509e-18 -1.295502081759e-18 -1.255783779540e-18 -1.228261990946e-18 -1.273177965241e-18 -1.312432910295e-18 -1.327104000000e-18 
              4400 -1.308109356292e-18 -1.306238666160e-18 -1.295501313688e-18 -1.255783655969e-18 -1.228262611514e-18 -1.273178926486e-18 -1.312433354904e-18 -1.327104000000e-18 
              4410 -1.308109356292e-18 -1.306238277069e-18 -1.295500592905e-18 -1.255783316893e-18 -1.228263036407e-18 -1.273180067833e-18 -1.312433708275e-18 -1.327104000000e-18 
              4420 -1.308109356292e-18 -1.306237886397e-18 -1.295499850600e-18 -1.255783075677e-18 -1.228263549395e-18 -1.273181126728e-18 -1.312434102987e-18 -1.327104000000e-18 
              4430 -1.308109356292e-18 -1.306237491647e-18 -1.295499091156e-18 -1.255782882321e-18 -1.228264111256e-18 -1.273182152124e-18 -1.312434521995e-18 -1.327104000000e-18 
