#               step          distance_1          distance_2          distance_3          distance_4          distance_5          distance_6          distance_7 
#                                                                                                                                                                
               169 +7.124444845890e+00 +7.029526918093e+00 +6.922141956454e+00 +6.840554128701e+00 +6.801313039683e+00 +6.798639231167e+00 +6.808134618956e+00 
               170 +7.122912405989e+00 +7.029018990306e+00 +6.920227591643e+00 +6.845404145724e+00 +6.803030713996e+00 +6.798579277496e+00 +6.807385626066e+00 
               171 +7.122602212235e+00 +7.028888919617e+00 +6.919713723098e+00 +6.843552706668e+00 +6.803391863993e+00 +6.798581217196e+00 +6.807239933305e+00 
               172 +7.122357043692e+00 +7.028790591430e+00 +6.919513693343e+00 +6.843863027605e+00 +6.803706784741e+00 +6.798589057620e+00 +6.807126002015e+00 
               173 +7.122148145313e+00 +7.028706079749e+00 +6.919365029505e+00 +6.844056507928e+00 +6.803979959076e+00 +6.798598337877e+00 +6.807029681525e+00 
               174 +7.121948241884e+00 +7.028624174049e+00 +6.919229953037e+00 +6.844253521060e+00 +6.804241607663e+00 +6.798608817732e+00 +6.806938134966e+00 
               175 +7.116767627041e+00 +7.026487936306e+00 +6.915880843418e+00 +6.849517874313e+00 +6.811032628965e+00 +6.798921854410e+00 +6.804584153927e+00 
               176 +7.115657335227e+00 +7.025887352308e+00 +6.915855409847e+00 +6.851123759016e+00 +6.812477290598e+00 +6.799192279493e+00 +6.804166076511e+00 
               177 +7.114591764935e+00 +7.025303926372e+00 +6.915669710702e+00 +6.851863021124e+00 +6.813846819550e+00 +6.799475300603e+00 +6.803786768402e+00 
               178 +7.114265004222e+00 +7.025122114885e+00 +6.915632331800e+00 +6.852416038256e+00 +6.814261928113e+00 +6.799569461733e+00 +6.803676843795e+00 
               179 +7.113944762403e+00 +7.024943485114e+00 +6.915588168206e+00 +6.852723093774e+00 +6.814667937632e+00 +6.799663738752e+00 +6.803571041126e+00 
               180 +7.113733518898e+00 +7.024825221780e+00 +6.915558396091e+00 +6.852933162075e+00 +6.814934409522e+00 +6.799727176774e+00 +6.803502490875e+00 
               181 +7.112500104463e+00 +7.024133424771e+00 +6.915384319515e+00 +6.854161859656e+00 +6.816486495252e+00 +6.800102394724e+00 +6.803107081040e+00 
               182 +7.111939634537e+00 +7.023814647619e+00 +6.915304461532e+00 +6.854714971255e+00 +6.817181440455e+00 +6.800285296853e+00 +6.802940012485e+00 
               183 +7.104482181204e+00 +7.019561981801e+00 +6.914303830330e+00 +6.861962795024e+00 +6.826398747418e+00 +6.802792505595e+00 +6.800795483504e+00 
               184 +7.104276249711e+00 +7.019433830002e+00 +6.914265004391e+00 +6.862170687634e+00 +6.826630122850e+00 +6.802885587893e+00 +6.800763512687e+00 
               185 +7.104072028824e+00 +7.019308478326e+00 +6.914247667237e+00 +6.862354391810e+00 +6.826864673360e+00 +6.802979203988e+00 +6.800732634661e+00 
               186 +7.103830518024e+00 +7.019160140837e+00 +6.914227912246e+00 +6.862570723446e+00 +6.827141734890e+00 +6.803090415667e+00 +6.800696967056e+00 
               187 +7.075275101244e+00 +7.001724996556e+00 +6.912185730770e+00 +6.888233136235e+00 +6.860009989029e+00 +6.816354145178e+00 +6.796628914926e+00 
               188 +7.073920813189e+00 +7.000801356996e+00 +6.912519033009e+00 +6.888891811770e+00 +6.861286979190e+00 +6.817354537540e+00 +6.797075100993e+00 
               189 +7.073344464107e+00 +7.000412472361e+00 +6.912623711278e+00 +6.889137443888e+00 +6.861821990872e+00 +6.817782532614e+00 +6.797274967350e+00 
               190 +7.073046811228e+00 +7.000212310870e+00 +6.912680740443e+00 +6.889523649069e+00 +6.862093887565e+00 +6.818003727786e+00 +6.797380343884e+00 
               191 +7.072749447847e+00 +7.000013114031e+00 +6.912736864279e+00 +6.889744828649e+00 +6.862367734411e+00 +6.818224946025e+00 +6.797486727096e+00 
               192 +7.072526401527e+00 +6.999863994805e+00 +6.912777202407e+00 +6.889897206767e+00 +6.862572886891e+00 +6.818390987806e+00 +6.797567343817e+00 
               193 +7.066726108620e+00 +6.995991339784e+00 +6.913807003270e+00 +6.893855090779e+00 +6.867904406325e+00 +6.822713550196e+00 +6.799680611349e+00 
               194 +7.066151447972e+00 +6.995621711489e+00 +6.913849436825e+00 +6.894191759785e+00 +6.868413728369e+00 +6.823147670796e+00 +6.799931485739e+00 
               195 +7.065002349659e+00 +6.994884123386e+00 +6.913956877125e+00 +6.894893567587e+00 +6.869433211964e+00 +6.824017980774e+00 +6.800440670012e+00 
               196 +7.064799593932e+00 +6.994754334083e+00 +6.913975366135e+00 +6.895039841523e+00 +6.869612740657e+00 +6.824172087004e+00 +6.800533145766e+00 
               197 +7.064582623660e+00 +6.994615780383e+00 +6.913998236911e+00 +6.895183131227e+00 +6.869805548520e+00 +6.824337239057e+00 +6.800632607895e+00 
               198 +7.064289358345e+00 +6.994428659322e+00 +6.914029577262e+00 +6.895373612106e+00 +6.870066066937e+00 +6.824560646619e+00 +6.800767758610e+00 
               199 +6.828628261016e+00 +6.843314163639e+00 +6.948484381541e+00 +7.056671112745e+00 +7.085844407096e+00 +7.008400994716e+00 +6.911841861767e+00 
               200 +6.828482746487e+00 +6.843879123287e+00 +6.949487854488e+00 +7.057015402652e+00 +7.084776197279e+00 +7.009131393113e+00 +6.915072222503e+00 
               201 +6.828437439829e+00 +6.844136616294e+00 +6.949659399241e+00 +7.055391859632e+00 +7.084400414981e+00 +7.009447605609e+00 +6.916446765780e+00 
               202 +6.828417458781e+00 +6.844276312196e+00 +6.949790871943e+00 +7.055879375366e+00 +7.084167876595e+00 +7.009616648491e+00 +6.917170862142e+00 
               203 +6.828403404637e+00 +6.844390067634e+00 +6.949898170356e+00 +7.055764307776e+00 +7.083996679731e+00 +7.009751059772e+00 +6.917739664972e+00 
               204 +6.828391896921e+00 +6.844494271436e+00 +6.949992066105e+00 +7.055656033412e+00 +7.083843431805e+00 +7.009872902498e+00 +6.918252888664e+00 
               205 +6.828253311286e+00 +6.845908625133e+00 +6.951188357156e+00 +7.054100637028e+00 +7.081808139547e+00 +7.011499867769e+00 +6.925082967338e+00 
               206 +6.828274353222e+00 +6.846455704612e+00 +6.951324170832e+00 +7.053164511132e+00 +7.081110367018e+00 +7.012077990234e+00 +6.927413746504e+00 
               207 +6.828350952917e+00 +6.847398483719e+00 +6.951667078134e+00 +7.052388953333e+00 +7.079923150454e+00 +7.013050783381e+00 +6.931274208838e+00 
               208 +6.828382030899e+00 +6.847605888767e+00 +6.951676576850e+00 +7.051959313877e+00 +7.079683363803e+00 +7.013256549726e+00 +6.932077824872e+00 
               209 +6.828414539423e+00 +6.847805151050e+00 +6.951721247567e+00 +7.051644019677e+00 +7.079450480695e+00 +7.013452692994e+00 +6.932838357190e+00 
               210 +6.828436187824e+00 +6.847928196073e+00 +6.951751138712e+00 +7.051509831364e+00 +7.079306657100e+00 +7.013572824961e+00 +6.933302423522e+00 
               211 +6.828490375287e+00 +6.848223517490e+00 +6.951824282299e+00 +7.051167804490e+00 +7.078963723941e+00 +7.013859381998e+00 +6.934406983644e+00 
               212 +6.828567021646e+00 +6.848603567951e+00 +6.951917774125e+00 +7.050723018800e+00 +7.078526989477e+00 +7.014223528373e+00 +6.935803988307e+00 
               213 +6.833439087249e+00 +6.872088398943e+00 +6.958183251229e+00 +7.026983759999e+00 +7.054137523415e+00 +7.034623776389e+00 +7.013878710595e+00 
               214 +6.833694778263e+00 +6.872262523456e+00 +6.957873751788e+00 +7.026541307242e+00 +7.053908563165e+00 +7.034703933847e+00 +7.014059050424e+00 
               215 +6.833893189971e+00 +6.872419431680e+00 +6.957851100452e+00 +7.026431804893e+00 +7.053781444707e+00 +7.034772772491e+00 +7.014199066614e+00 
               216 +6.834089269057e+00 +6.872576482274e+00 +6.957853956873e+00 +7.026302292608e+00 +7.053660937311e+00 +7.034840577865e+00 +7.014337020468e+00 
               217 +6.840975382855e+00 +6.878096375804e+00 +6.958005073498e+00 +7.021686045107e+00 +7.049409009552e+00 +7.037189373749e+00 +7.019174279284e+00 
               218 +6.843031593553e+00 +6.879642717999e+00 +6.958341626701e+00 +7.019991829444e+00 +7.047907457660e+00 +7.037528553947e+00 +7.020442098047e+00 
               219 +6.843992493329e+00 +6.880354993576e+00 +6.958498478608e+00 +7.019810448801e+00 +7.047184112998e+00 +7.037651598905e+00 +7.021006392245e+00 
               220 +6.844350113746e+00 +6.880618040313e+00 +6.958514963196e+00 +7.019258380903e+00 +7.046934215608e+00 +7.037690367561e+00 +7.021211461292e+00 
               221 +6.844665449597e+00 +6.880850086812e+00 +6.958549267069e+00 +7.019088905290e+00 +7.046705933031e+00 +7.037723602636e+00 +7.021390824883e+00 
               222 +6.844925341630e+00 +6.881041072181e+00 +6.958579939357e+00 +7.018889749664e+00 +7.046518017618e+00 +7.037749805441e+00 +7.021537528847e+00 
               223 +6.846084317593e+00 +6.881891844479e+00 +6.958719276127e+00 +7.018074460106e+00 +7.045679387862e+00 +7.037862087052e+00 +7.022187692920e+00 
               224 +6.846748938638e+00 +6.882377007147e+00 +6.958801834608e+00 +7.017618673532e+00 +7.045199754567e+00 +7.037914841486e+00 +7.022549925892e+00 
               225 +6.855819895641e+00 +6.888989532310e+00 +6.959938679170e+00 +7.011409711662e+00 +7.038680474829e+00 +7.038548515631e+00 +7.027418313307e+00 
               226 +6.856086146073e+00 +6.889175325694e+00 +6.959971974465e+00 +7.011199032125e+00 +7.038490891148e+00 +7.038533021266e+00 +7.027528538572e+00 
               227 +6.856334341848e+00 +6.889349388365e+00 +6.960007570773e+00 +7.011049882181e+00 +7.038316042127e+00 +7.038518552021e+00 +7.027630704787e+00 
               228 +6.856578045804e+00 +6.889520320799e+00 +6.960041966129e+00 +7.010895708009e+00 +7.038144950864e+00 +7.038503790349e+00 +7.027730277003e+00 
               229 +6.860648686760e+00 +6.892376369637e+00 +6.960616805806e+00 +7.008289729918e+00 +7.035291403232e+00 +7.038248046571e+00 +7.029382050340e+00 
               230 +6.861201290895e+00 +6.892763970509e+00 +6.960693911312e+00 +7.007917789352e+00 +7.034907940913e+00 +7.038192426798e+00 +7.029578449552e+00 
               231 +6.861888818694e+00 +6.893246277858e+00 +6.960799214426e+00 +7.007500104128e+00 +7.034425908515e+00 +7.038119941992e+00 +7.029818332916e+00 
               232 +6.862107575084e+00 +6.893399763305e+00 +6.960831251105e+00 +7.007363381878e+00 +7.034273033820e+00 +7.038095578422e+00 +7.029892887822e+00 
               233 +6.862408424464e+00 +6.893610890510e+00 +6.960875785947e+00 +7.007175502281e+00 +7.034062757613e+00 +7.038061526711e+00 +7.029994661125e+00 
               234 +6.862747865526e+00 +6.893849127731e+00 +6.960926112720e+00 +7.006964962355e+00 +7.033825466005e+00 +7.038022244807e+00 +7.030108303663e+00 
               235 +6.925674848568e+00 +6.938140355215e+00 +6.971008853443e+00 +6.968181237979e+00 +6.989936093565e+00 +7.030567458443e+00 +7.051097134371e+00 
               236 +6.927079621918e+00 +6.939108216711e+00 +6.971119490007e+00 +6.967774153592e+00 +6.988948209792e+00 +7.029616291325e+00 +7.050465666692e+00 
               237 +6.927283503056e+00 +6.939238481650e+00 +6.971014304726e+00 +6.967759503409e+00 +6.988787489156e+00 +7.029473400785e+00 +7.050370226373e+00 
               238 +6.927477502017e+00 +6.939373121357e+00 +6.971025052710e+00 +6.967682339632e+00 +6.988657394107e+00 +7.029340655968e+00 +7.050279839036e+00 
               239 +6.927768764839e+00 +6.939575462391e+00 +6.971043783028e+00 +6.967573561408e+00 +6.988461711721e+00 +7.029141188435e+00 +7.050143567492e+00 
               240 +6.928179871873e+00 +6.939861385864e+00 +6.971073028909e+00 +6.967428535646e+00 +6.988185257098e+00 +7.028859243123e+00 +7.049950013309e+00 
               241 +6.951368670914e+00 +6.956085558416e+00 +6.972880605072e+00 +6.959495645429e+00 +6.972654570104e+00 +7.012947047308e+00 +7.038946778721e+00 
               242 +6.956863395950e+00 +6.960338653635e+00 +6.974354534893e+00 +6.958206074646e+00 +6.969762654598e+00 +7.008613881129e+00 +7.034689467169e+00 
               243 +6.959444016580e+00 +6.962306647239e+00 +6.974045545517e+00 +6.960628399793e+00 +6.968561549499e+00 +7.006523392831e+00 +7.032516714042e+00 
               244 +6.959584674685e+00 +6.962326611614e+00 +6.972484729846e+00 +6.960680881378e+00 +6.967816202750e+00 +7.006318705354e+00 +7.032362549104e+00 
               245 +6.959721715588e+00 +6.962421479694e+00 +6.972465391896e+00 +6.960289330007e+00 +6.967723532117e+00 +7.006199083370e+00 +7.032239501311e+00 
               246 +6.959915806312e+00 +6.962560130323e+00 +6.972470134489e+00 +6.959928971099e+00 +6.967612243482e+00 +7.006033993092e+00 +7.032065657217e+00 
               247 +6.960217666342e+00 +6.962777687585e+00 +6.972492400860e+00 +6.959610661068e+00 +6.967456968166e+00 +7.005779039232e+00 +7.031794771985e+00 
               248 +6.960527081110e+00 +6.963000715528e+00 +6.972520383997e+00 +6.959454256510e+00 +6.967310720575e+00 +7.005517652689e+00 +7.031515649443e+00 
               249 +6.962113526086e+00 +6.964142920794e+00 +6.972669841766e+00 +6.958847094244e+00 +6.966584282722e+00 +7.004175918770e+00 +7.030076685468e+00 
               250 +6.962290893121e+00 +6.964269133073e+00 +6.972685965114e+00 +6.958822816127e+00 +6.966508079614e+00 +7.004024625892e+00 +7.029911061098e+00 
               251 +6.962463852396e+00 +6.964392093275e+00 +6.972701649674e+00 +6.958791865525e+00 +6.966432536096e+00 +7.003876947263e+00 +7.029749030029e+00 
               252 +6.962596018216e+00 +6.964485957108e+00 +6.972713640575e+00 +6.958762092270e+00 +6.966374129755e+00 +7.003763979184e+00 +7.029624821124e+00 
               253 +6.964476732929e+00 +6.965821980752e+00 +6.972885566026e+00 +6.958305339722e+00 +6.965537976847e+00 +7.002155470764e+00 +7.027853288771e+00 
               254 +6.965007942607e+00 +6.966195164539e+00 +6.972938735699e+00 +6.958073321567e+00 +6.965284154237e+00 +7.001695490210e+00 +7.027334902710e+00 
               255 +6.967060130862e+00 +6.967637060097e+00 +6.973167752033e+00 +6.957574002207e+00 +6.964346297509e+00 +6.999912644086e+00 +7.025312250754e+00 
               256 +6.967176622901e+00 +6.967717753698e+00 +6.973171335212e+00 +6.957539614129e+00 +6.964291703381e+00 +6.999809587904e+00 +7.025192738616e+00 
               257 +6.967293751281e+00 +6.967799412632e+00 +6.973181511721e+00 +6.957502051203e+00 +6.964238381804e+00 +6.999706107255e+00 +7.025072322613e+00 
               258 +6.967498745796e+00 +6.967942308300e+00 +6.973199898917e+00 +6.957441292633e+00 +6.964145175339e+00 +6.999524833778e+00 +7.024861093756e+00 
               259 +6.983009642955e+00 +6.978861254826e+00 +6.974673389873e+00 +6.953356857514e+00 +6.957125607213e+00 +6.985813440324e+00 +7.008837351276e+00 
               260 +6.983610518660e+00 +6.979254977418e+00 +6.974842420939e+00 +6.954213650104e+00 +6.956886062485e+00 +6.985180153186e+00 +7.007927604535e+00 
               261 +6.983879904425e+00 +6.979431552847e+00 +6.974798533745e+00 +6.953647245886e+00 +6.956756957516e+00 +6.984891252181e+00 +7.007512113088e+00 
               262 +6.983978565751e+00 +6.979496104719e+00 +6.974798084135e+00 +6.953733717374e+00 +6.956718959396e+00 +6.984784590469e+00 +7.007358466312e+00 
               263 +6.984062427324e+00 +6.979551480369e+00 +6.974799567193e+00 +6.953744245613e+00 +6.956687104660e+00 +6.984693950163e+00 +7.007227618007e+00 
               264 +6.984140818697e+00 +6.979603286080e+00 +6.974801014844e+00 +6.953755126872e+00 +6.956657322663e+00 +6.984609093261e+00 +7.007104980382e+00 
               265 +6.985085006757e+00 +6.980228359215e+00 +6.974818715056e+00 +6.953841862063e+00 +6.956298652262e+00 +6.983585530172e+00 +7.005624352020e+00 
               266 +6.985243242391e+00 +6.980333488246e+00 +6.974821953488e+00 +6.953817897390e+00 +6.956239008013e+00 +6.983410267089e+00 +7.005368211998e+00 
               267 +6.985567451638e+00 +6.980549163133e+00 +6.974829288134e+00 +6.953840814308e+00 +6.956120209471e+00 +6.983049631975e+00 +7.004840531863e+00 
               268 +6.985635208080e+00 +6.980594269254e+00 +6.974829995237e+00 +6.953845357999e+00 +6.956096410240e+00 +6.982973628175e+00 +7.004728972031e+00 
               269 +6.985732099672e+00 +6.980658805227e+00 +6.974831206182e+00 +6.953852517628e+00 +6.956062505211e+00 +6.982864763795e+00 +7.004569053242e+00 
               270 +6.985844982907e+00 +6.980734018740e+00 +6.974832597037e+00 +6.953861752038e+00 +6.956023201478e+00 +6.982737619055e+00 +7.004382085085e+00 
               271 +7.011212035438e+00 +6.998377224228e+00 +6.975310455769e+00 +6.956103304297e+00 +6.947325397707e+00 +6.954239058412e+00 +6.962402923534e+00 
               272 +7.011054973821e+00 +6.998255797863e+00 +6.975275590931e+00 +6.956309472672e+00 +6.947576674157e+00 +6.954166549840e+00 +6.962139052410e+00 
               273 +7.011024998045e+00 +6.998226737375e+00 +6.975202066617e+00 +6.956386572177e+00 +6.947611191437e+00 +6.954151344857e+00 +6.962090421925e+00 
               274 +7.010995200809e+00 +6.998203393068e+00 +6.975193012187e+00 +6.956423398651e+00 +6.947660532637e+00 +6.954138758833e+00 +6.962042580626e+00 
               275 +7.010912807107e+00 +6.998138704875e+00 +6.975169069365e+00 +6.956524804730e+00 +6.947795496596e+00 +6.954104515119e+00 +6.961911210543e+00 
               276 +7.010848222218e+00 +6.998087687436e+00 +6.975151986927e+00 +6.956602023869e+00 +6.947898849642e+00 +6.954078850619e+00 +6.961810190737e+00 
               277 +7.009273432433e+00 +6.996841928826e+00 +6.974752430392e+00 +6.958418885628e+00 +6.950397671620e+00 +6.953474725324e+00 +6.959383696413e+00 
               278 +7.009131696412e+00 +6.996720463224e+00 +6.974745741660e+00 +6.958564231404e+00 +6.950580171152e+00 +6.953461268694e+00 +6.959233926643e+00 
               279 +7.009077060503e+00 +6.996673957245e+00 +6.974740636977e+00 +6.958623396782e+00 +6.950650537463e+00 +6.953457036350e+00 +6.959177748013e+00 
               280 +7.009035737132e+00 +6.996638895248e+00 +6.974736750088e+00 +6.958663498152e+00 +6.950703387092e+00 +6.953454129406e+00 +6.959135710364e+00 
               281 +7.008976364976e+00 +6.996588619882e+00 +6.974731015712e+00 +6.958723923037e+00 +6.950779027036e+00 +6.953450253630e+00 +6.959075789900e+00 
               282 +7.008915818111e+00 +6.996537489523e+00 +6.974724931140e+00 +6.958784804820e+00 +6.950855768560e+00 +6.953446732633e+00 +6.959015374195e+00 
