#               step          distance_1          distance_2          distance_3          distance_4          distance_5          distance_6          distance_7 
#                                                                                                                                                                
               863 +6.601518150780e+00 +6.593151922555e+00 +6.581707104796e+00 +6.580406249707e+00 +6.575865388361e+00 +6.568445813380e+00 +6.564643743548e+00 
               864 +6.601484668844e+00 +6.593125494483e+00 +6.581707177393e+00 +6.580429125989e+00 +6.575898275005e+00 +6.568471866934e+00 +6.564658123133e+00 
               865 +6.601440010508e+00 +6.593090292517e+00 +6.581707322557e+00 +6.580460058269e+00 +6.575942120071e+00 +6.568506668228e+00 +6.564677418671e+00 
               866 +6.601384322560e+00 +6.593046471852e+00 +6.581707549737e+00 +6.580498983275e+00 +6.575996754075e+00 +6.568550148041e+00 +6.564701672582e+00 
               867 +5.776966052956e+00 +6.000399910306e+00 +6.671754517937e+00 +7.189662418750e+00 +7.441534504828e+00 +7.243678202348e+00 +6.935662468268e+00 
               868 +5.783299982935e+00 +6.011400864997e+00 +6.678404372399e+00 +7.168198278272e+00 +7.419158022161e+00 +7.243343245992e+00 +6.948699855328e+00 
               869 +5.785691652880e+00 +6.015163098498e+00 +6.678763670337e+00 +7.166429985033e+00 +7.412967527582e+00 +7.243012400632e+00 +6.953252041083e+00 
               870 +5.786552111761e+00 +6.016320086329e+00 +6.676779396477e+00 +7.166781958271e+00 +7.410260451807e+00 +7.242803439460e+00 +6.954847363548e+00 
               871 +5.787377986440e+00 +6.017661073542e+00 +6.677277368056e+00 +7.165646457694e+00 +7.408288530821e+00 +7.242714501397e+00 +6.956370344041e+00 
               872 +5.788287793337e+00 +6.019133753679e+00 +6.677842658095e+00 +7.164362698123e+00 +7.406154076964e+00 +7.242616669867e+00 +6.958033769143e+00 
               873 +5.811154300215e+00 +6.056242393370e+00 +6.692706976135e+00 +7.131800254898e+00 +7.353919764466e+00 +7.240196009695e+00 +6.999579721940e+00 
               874 +5.814915938716e+00 +6.061671812620e+00 +6.694935630376e+00 +7.125044456578e+00 +7.348367864710e+00 +7.239697390535e+00 +7.004919034729e+00 
               875 +5.818015232385e+00 +6.066122248237e+00 +6.696341806134e+00 +7.122776554120e+00 +7.343957884849e+00 +7.239279201850e+00 +7.009184389379e+00 
               876 +5.820001233246e+00 +6.068956298535e+00 +6.697168493057e+00 +7.121248600664e+00 +7.341220700801e+00 +7.239015583583e+00 +7.011849828284e+00 
               877 +5.824447736533e+00 +6.075276149261e+00 +6.699021162326e+00 +7.116721877568e+00 +7.335098373734e+00 +7.238425366506e+00 +7.017725102919e+00 
               878 +5.825586292276e+00 +6.076875288291e+00 +6.699426990763e+00 +7.115934295743e+00 +7.333558192359e+00 +7.238272518637e+00 +7.019176517034e+00 
               879 +5.827946966633e+00 +6.080183262386e+00 +6.700279653392e+00 +7.113915969241e+00 +7.330378960685e+00 +7.237955032411e+00 +7.022159568684e+00 
               880 +5.829053820960e+00 +6.081724402747e+00 +6.700663173288e+00 +7.112889202628e+00 +7.328900684743e+00 +7.237804946190e+00 +7.023532594278e+00 
               881 +5.844363773609e+00 +6.102999498960e+00 +6.706009008232e+00 +7.098987905703e+00 +7.308613049563e+00 +7.235729858169e+00 +7.042385857109e+00 
               882 +5.847176281004e+00 +6.106741944138e+00 +6.706706028223e+00 +7.096624169883e+00 +7.305095865595e+00 +7.235324461702e+00 +7.045452199845e+00 
               883 +5.850328267082e+00 +6.110898548790e+00 +6.707469348228e+00 +7.093751667002e+00 +7.301191660455e+00 +7.234862285134e+00 +7.048818893949e+00 
               884 +5.851326234953e+00 +6.112194947111e+00 +6.707626769128e+00 +7.092949179949e+00 +7.299960805026e+00 +7.234712223843e+00 +7.049860620193e+00 
               885 +5.852451635412e+00 +6.113662811585e+00 +6.707881208685e+00 +7.091967827857e+00 +7.298593196154e+00 +7.234543061268e+00 +7.051027024719e+00 
               886 +5.858307881851e+00 +6.121275866244e+00 +6.709203853168e+00 +7.086820842821e+00 +7.291512730915e+00 +7.233657953803e+00 +7.057049973992e+00 
               887 +6.191992195140e+00 +6.544561320392e+00 +6.828406659136e+00 +6.810292628572e+00 +6.919515828073e+00 +7.184975023754e+00 +7.392254967580e+00 
               888 +6.207501045154e+00 +6.546889064205e+00 +6.819634569519e+00 +6.828396942477e+00 +6.914865100555e+00 +7.179596842124e+00 +7.383307943908e+00 
               889 +6.209696650189e+00 +6.546765134583e+00 +6.812230085879e+00 +6.813211318269e+00 +6.906788172667e+00 +7.177864134393e+00 +7.382013769987e+00 
               890 +6.211570942677e+00 +6.546973874442e+00 +6.810537093839e+00 +6.811807716749e+00 +6.905392754821e+00 +7.177066990082e+00 +7.380914490868e+00 
               891 +6.213120562166e+00 +6.547206539264e+00 +6.809833783150e+00 +6.810600930823e+00 +6.904523962388e+00 +7.176446073228e+00 +7.380005584394e+00 
               892 +6.214641189066e+00 +6.547439840610e+00 +6.809201233776e+00 +6.809518418560e+00 +6.903688955048e+00 +7.175833802996e+00 +7.379112677514e+00 
               893 +6.255734663133e+00 +6.554219104847e+00 +6.792655034983e+00 +6.781860108610e+00 +6.881344205479e+00 +7.159243005358e+00 +7.355083797623e+00 
               894 +6.258563914410e+00 +6.554719271816e+00 +6.792244586403e+00 +6.781117382842e+00 +6.879725249384e+00 +7.157792999949e+00 +7.353357347850e+00 
               895 +6.262108064639e+00 +6.555359195405e+00 +6.791798539336e+00 +6.778723619085e+00 +6.877699571560e+00 +7.155957469995e+00 +7.351185850649e+00 
               896 +6.264390000130e+00 +6.555780885677e+00 +6.791481471890e+00 +6.777392513309e+00 +6.876403901847e+00 +7.154758912592e+00 +7.349780008123e+00 
               897 +6.338455184881e+00 +6.571237796480e+00 +6.781348219996e+00 +6.732487811873e+00 +6.834826307383e+00 +7.115954650731e+00 +7.304419098556e+00 
               898 +6.340464712316e+00 +6.571808588524e+00 +6.780714589357e+00 +6.731115832256e+00 +6.833501036677e+00 +7.114549833972e+00 +7.303007998163e+00 
               899 +6.342333028696e+00 +6.572342526907e+00 +6.780175150990e+00 +6.729894579200e+00 +6.832246473627e+00 +7.113239467948e+00 +7.301689864864e+00 
               900 +6.343519997838e+00 +6.572683500001e+00 +6.779857906441e+00 +6.729116456312e+00 +6.831439598095e+00 +7.112404061644e+00 +7.300848690295e+00 
               901 +6.348919740198e+00 +6.574249367724e+00 +6.778483225946e+00 +6.725593604027e+00 +6.827752958902e+00 +7.108597791436e+00 +7.297013569784e+00 
               902 +6.359245684180e+00 +6.577312604873e+00 +6.776313801958e+00 +6.719025505210e+00 +6.820551153641e+00 +7.101247170129e+00 +7.289590728915e+00 
               903 +7.809754469434e+00 +7.594022721594e+00 +6.735392443512e+00 +6.099776494761e+00 +6.016356474952e+00 +6.229387117730e+00 +6.361572445404e+00 
               904 +7.807449785430e+00 +7.590621392355e+00 +6.681972337840e+00 +6.149476691890e+00 +5.992765667094e+00 +6.221873471011e+00 +6.360241372111e+00 
               905 +7.805163554529e+00 +7.589067900598e+00 +6.684969575244e+00 +6.152975391425e+00 +5.990708622968e+00 +6.220121800558e+00 +6.358884282323e+00 
               906 +7.802309188639e+00 +7.587113981591e+00 +6.689064408442e+00 +6.156197746172e+00 +5.988571287041e+00 +6.217999977989e+00 +6.357189031928e+00 
               907 +7.790226337609e+00 +7.578740550699e+00 +6.706745558115e+00 +6.167316355047e+00 +5.980859714851e+00 +6.209112085410e+00 +6.350010041323e+00 
               908 +7.776659524718e+00 +7.568861209242e+00 +6.726045368220e+00 +6.171177827769e+00 +5.975111130582e+00 +6.199441879334e+00 +6.341899681823e+00 
               909 +7.744378611327e+00 +7.544970321584e+00 +6.766951692007e+00 +6.189216572539e+00 +5.967315998465e+00 +6.177399503395e+00 +6.322567571510e+00 
               910 +7.741992651082e+00 +7.542991738461e+00 +6.766330076216e+00 +6.189573454453e+00 +5.965926781996e+00 +6.175576353078e+00 +6.321104617338e+00 
               911 +7.739755254793e+00 +7.541305095875e+00 +6.768280377378e+00 +6.189150516210e+00 +5.965918911566e+00 +6.174201957956e+00 +6.319755019610e+00 
               912 +7.737358969855e+00 +7.539509256094e+00 +6.770381044108e+00 +6.189255262744e+00 +5.966008961956e+00 +6.172754214116e+00 +6.318311381970e+00 
               913 +7.724454796636e+00 +7.529879159915e+00 +6.781462165865e+00 +6.191634955924e+00 +5.966737683724e+00 +6.165051712354e+00 +6.310553762347e+00 
               914 +7.718639531842e+00 +7.525612134906e+00 +6.785789889645e+00 +6.194952855405e+00 +5.967408716353e+00 +6.161781152941e+00 +6.307073700034e+00 
               915 +7.701521540426e+00 +7.513135738783e+00 +6.798284901721e+00 +6.200656862988e+00 +5.969716604187e+00 +6.152408067151e+00 +6.296874431802e+00 
               916 +7.698925127868e+00 +7.511277196291e+00 +6.799808498497e+00 +6.202165986311e+00 +5.970272743859e+00 +6.151090983172e+00 +6.295340461675e+00 
               917 +7.696005152783e+00 +7.509196236681e+00 +6.801542799460e+00 +6.203555488375e+00 +5.970915013136e+00 +6.149634397540e+00 +6.293619147938e+00 
               918 +7.693813152928e+00 +7.507639250502e+00 +6.802811456686e+00 +6.204535169536e+00 +5.971413225143e+00 +6.148556777858e+00 +6.292329811429e+00 
               919 +7.644349731854e+00 +7.472661902619e+00 +6.831266301591e+00 +6.226574609107e+00 +5.983060073372e+00 +6.124548286232e+00 +6.263425029689e+00 
               920 +7.621052467259e+00 +7.457041620373e+00 +6.837505413472e+00 +6.237293553729e+00 +5.992294094797e+00 +6.116040241636e+00 +6.250316404861e+00 
               921 +7.608921499573e+00 +7.448991613288e+00 +6.840058688410e+00 +6.253010745301e+00 +5.998545668732e+00 +6.112227740243e+00 +6.243675177366e+00 
               922 +7.606924981045e+00 +7.447348848348e+00 +6.834917790134e+00 +6.256614975793e+00 +5.997291585862e+00 +6.111106846078e+00 +6.242562186618e+00 
               923 +7.604952754954e+00 +7.446050015688e+00 +6.835017472233e+00 +6.256962556451e+00 +5.998244684151e+00 +6.110539037258e+00 +6.241502901243e+00 
               924 +7.601783631582e+00 +7.443964508731e+00 +6.835180298865e+00 +6.258054241671e+00 +5.999854420060e+00 +6.109642593472e+00 +6.239806033354e+00 
               925 +7.591067260791e+00 +7.436916122522e+00 +6.835686225001e+00 +6.263258421564e+00 +6.005471079765e+00 +6.106684781708e+00 +6.234098887223e+00 
               926 +7.585276425572e+00 +7.433110528055e+00 +6.835860268890e+00 +6.266785448678e+00 +6.008614719727e+00 +6.105217817056e+00 +6.231063421224e+00 
               927 +7.514079887360e+00 +7.386346607985e+00 +6.837533720991e+00 +6.304827706695e+00 +6.047756085814e+00 +6.088071044592e+00 +6.194292071917e+00 
               928 +7.510123493454e+00 +7.383735423580e+00 +6.836606758833e+00 +6.308631962459e+00 +6.050420548985e+00 +6.087705957926e+00 +6.192478543918e+00 
               929 +7.507167582493e+00 +7.381779314357e+00 +6.835953768363e+00 +6.310410703080e+00 +6.052337137514e+00 +6.087457962755e+00 +6.191135801057e+00 
               930 +7.505305723708e+00 +7.380545863163e+00 +6.835538677483e+00 +6.311525860941e+00 +6.053564005123e+00 +6.087313173636e+00 +6.190295878807e+00 
               931 +7.502160958089e+00 +7.378460846663e+00 +6.834841596830e+00 +6.313402490657e+00 +6.055650085524e+00 +6.087080940577e+00 +6.188883665364e+00 
               932 +7.483118838743e+00 +7.365805448494e+00 +6.830512568522e+00 +6.324789020070e+00 +6.068367396363e+00 +6.085783971765e+00 +6.180406247940e+00 
               933 +6.689789934819e+00 +6.822120799925e+00 +6.667743377505e+00 +6.826746404490e+00 +6.641543888060e+00 +6.060860704951e+00 +5.865191036315e+00 
               934 +6.688370877685e+00 +6.819193786622e+00 +6.657337302862e+00 +6.831319690428e+00 +6.640649693546e+00 +6.063725928746e+00 +5.866459069441e+00 
               935 +6.687340066853e+00 +6.817408742078e+00 +6.652674045363e+00 +6.831226717387e+00 +6.641213646095e+00 +6.066107602763e+00 +5.867417638672e+00 
               936 +6.686324528398e+00 +6.815713982578e+00 +6.648849877864e+00 +6.830936852079e+00 +6.642047593102e+00 +6.068512206367e+00 +5.868374584379e+00 
               937 +6.665959523418e+00 +6.781678434174e+00 +6.575263814297e+00 +6.828558159629e+00 +6.659763669921e+00 +6.117012016241e+00 +5.887845053670e+00 
               938 +6.662391650294e+00 +6.775650447741e+00 +6.571462822295e+00 +6.835854044208e+00 +6.664798887594e+00 +6.124735425115e+00 +5.891691065530e+00 
               939 +6.658524943981e+00 +6.769114134466e+00 +6.565730556656e+00 +6.839525456670e+00 +6.669691155112e+00 +6.133032899146e+00 +5.895937337104e+00 
               940 +6.656496599622e+00 +6.765675281435e+00 +6.562736221959e+00 +6.840975751376e+00 +6.672240953597e+00 +6.137329703643e+00 +5.898205730911e+00 
               941 +6.650864209303e+00 +6.756120488884e+00 +6.554563401802e+00 +6.843693074225e+00 +6.679133273316e+00 +6.149212536753e+00 +5.904572579758e+00 
               942 +6.649547577580e+00 +6.753884268091e+00 +6.552751476097e+00 +6.844702596593e+00 +6.680684203249e+00 +6.151937224673e+00 +5.906096741394e+00 
               943 +6.645497456661e+00 +6.747007137538e+00 +6.547294635747e+00 +6.846510408966e+00 +6.685449518265e+00 +6.160298267231e+00 +5.910815762793e+00 
               944 +6.644200819667e+00 +6.744807218554e+00 +6.545652094957e+00 +6.847105451060e+00 +6.686949252154e+00 +6.162940249160e+00 +5.912350682245e+00 
               945 +6.629681073109e+00 +6.720178086025e+00 +6.527739950322e+00 +6.852866431176e+00 +6.703803223576e+00 +6.192584580812e+00 +5.929703028519e+00 
               946 +6.628235540789e+00 +6.717741866114e+00 +6.526349019383e+00 +6.853520714258e+00 +6.705383430673e+00 +6.195396221918e+00 +5.931522118675e+00 
               947 +6.625794424753e+00 +6.713634147107e+00 +6.524063320951e+00 +6.854225831284e+00 +6.708049604287e+00 +6.200128974220e+00 +5.934609111871e+00 
               948 +6.624771425150e+00 +6.711916784642e+00 +6.523147868535e+00 +6.854557881798e+00 +6.709157547459e+00 +6.202098671150e+00 +5.935912663041e+00 
               949 +6.619774474921e+00 +6.703538404821e+00 +6.518770419060e+00 +6.856029071697e+00 +6.714572277311e+00 +6.211710779804e+00 +5.942308420010e+00 
               950 +6.611869100962e+00 +6.690357212912e+00 +6.512490800566e+00 +6.858159572141e+00 +6.723028100370e+00 +6.226743933700e+00 +5.952598763034e+00 
               951 +6.382052447655e+00 +6.317334827415e+00 +6.430329382599e+00 +7.037105918593e+00 +7.008061209035e+00 +6.700339460404e+00 +6.283367867707e+00 
               952 +6.381024169344e+00 +6.302816683979e+00 +6.353313515339e+00 +7.084043177420e+00 +6.926076931841e+00 +6.708603712811e+00 +6.285896197255e+00 
               953 +6.380121217830e+00 +6.301870372654e+00 +6.354712206282e+00 +7.080489330741e+00 +6.925885446670e+00 +6.708725366781e+00 +6.287905334317e+00 
               954 +6.379239142913e+00 +6.301027480999e+00 +6.356578224497e+00 +7.077512977977e+00 +6.926077151681e+00 +6.708815393404e+00 +6.289871193048e+00 
               955 +6.373344139912e+00 +6.295509795024e+00 +6.369646350054e+00 +7.058936601801e+00 +6.927592779342e+00 +6.709434365922e+00 +6.303032335774e+00 
               956 +6.370197560607e+00 +6.292844825325e+00 +6.378096671745e+00 +7.051980937440e+00 +6.928945381781e+00 +6.709783029522e+00 +6.310074943941e+00 
               957 +6.361477443797e+00 +6.285949694767e+00 +6.400744482370e+00 +7.032086379754e+00 +6.933020983033e+00 +6.710978165295e+00 +6.329667210740e+00 
               958 +6.360380512997e+00 +6.285207539756e+00 +6.403318416843e+00 +7.031027710963e+00 +6.933437923759e+00 +6.711175159773e+00 +6.332145527602e+00 
               959 +6.359315573725e+00 +6.284515787319e+00 +6.405971231089e+00 +7.028795815598e+00 +6.933962839280e+00 +6.711393301296e+00 +6.334556737561e+00 
               960 +6.358420490066e+00 +6.283949049270e+00 +6.408185929141e+00 +7.027133016088e+00 +6.934407282369e+00 +6.711586229082e+00 +6.336586618323e+00 
               961 +6.346311835446e+00 +6.276629119228e+00 +6.438047493248e+00 +7.004795356821e+00 +6.940436884103e+00 +6.714351103989e+00 +6.364169020667e+00 
               962 +6.344084552852e+00 +6.275669856126e+00 +6.442940182346e+00 +7.001439579113e+00 +6.941470768860e+00 +6.715109730833e+00 +6.369337086958e+00 
               963 +6.341215537418e+00 +6.274525808305e+00 +6.449227483145e+00 +6.997103424756e+00 +6.942765229521e+00 +6.716151501903e+00 +6.376035140911e+00 
               964 +6.340505014385e+00 +6.274256420566e+00 +6.450571783289e+00 +6.996154353648e+00 +6.943050560781e+00 +6.716421228723e+00 +6.377705931387e+00 
               965 +6.339745150710e+00 +6.273991797340e+00 +6.452167598296e+00 +6.995038824245e+00 +6.943383694263e+00 +6.716725351166e+00 +6.379497671033e+00 
               966 +6.338490843630e+00 +6.273569835887e+00 +6.454789535653e+00 +6.993197506097e+00 +6.943927490582e+00 +6.717237780029e+00 +6.382463065511e+00 
               967 +6.192218606734e+00 +6.264117655083e+00 +6.775183837787e+00 +6.787849463247e+00 +7.009380305889e+00 +6.787443093654e+00 +6.744795456906e+00 
               968 +6.203139300850e+00 +6.357891955650e+00 +6.656304458775e+00 +6.919796203248e+00 +6.957268463498e+00 +6.859007589075e+00 +6.782730121657e+00 
               969 +6.203807350828e+00 +6.347317419255e+00 +6.568470766011e+00 +7.009490495642e+00 +6.927730288636e+00 +6.854993608701e+00 +6.782785599067e+00 
               970 +6.204274949042e+00 +6.345706424464e+00 +6.550393372339e+00 +7.014842764054e+00 +6.924484037217e+00 +6.854412051618e+00 +6.783134890052e+00 
               971 +6.204746788430e+00 +6.346042253414e+00 +6.549521886525e+00 +7.011119237922e+00 +6.925357528207e+00 +6.854673681124e+00 +6.783586655693e+00 
               972 +6.205553765048e+00 +6.346607274471e+00 +6.548435668558e+00 +7.006053891395e+00 +6.926780903813e+00 +6.855138166957e+00 +6.784357367619e+00 
               973 +6.207592692348e+00 +6.347989879915e+00 +6.546894882883e+00 +6.996836740772e+00 +6.930022079815e+00 +6.856352399169e+00 +6.786295224243e+00 
               974 +6.209877617471e+00 +6.349430318242e+00 +6.547322773823e+00 +6.991031884202e+00 +6.932712032598e+00 +6.857780099326e+00 +6.788438165320e+00 
               975 +6.216412184033e+00 +6.353365859043e+00 +6.551239359883e+00 +6.973178549687e+00 +6.938703111728e+00 +6.861904793742e+00 +6.794491298112e+00 
               976 +6.217152083017e+00 +6.353757077271e+00 +6.552230456295e+00 +6.971912866729e+00 +6.938996670010e+00 +6.862355841045e+00 +6.795149347005e+00 
               977 +6.217792213637e+00 +6.354099368672e+00 +6.553085318986e+00 +6.970857110180e+00 +6.939239293795e+00 +6.862746840266e+00 +6.795716784509e+00 
               978 +6.218326815444e+00 +6.354385997407e+00 +6.553787772229e+00 +6.969796407870e+00 +6.939434534252e+00 +6.863071243349e+00 +6.796189113895e+00 
               979 +6.221500158708e+00 +6.356094004733e+00 +6.557922466031e+00 +6.963300944550e+00 +6.940546948393e+00 +6.864985318438e+00 +6.798987325979e+00 
               980 +6.222863519759e+00 +6.356829378943e+00 +6.559607596977e+00 +6.960218493927e+00 +6.940904954614e+00 +6.865776715973e+00 +6.800168918074e+00 
               981 +6.229170096547e+00 +6.360260363630e+00 +6.567517836750e+00 +6.947223658962e+00 +6.942333837615e+00 +6.869381864273e+00 +6.805603603164e+00 
               982 +6.229671488660e+00 +6.360530626377e+00 +6.568040660823e+00 +6.946288695413e+00 +6.942345803114e+00 +6.869645489266e+00 +6.806020365638e+00 
               983 +6.230176935162e+00 +6.360811212072e+00 +6.568636832847e+00 +6.945301509088e+00 +6.942366933726e+00 +6.869911835407e+00 +6.806439596582e+00 
               984 +6.230819186227e+00 +6.361169009285e+00 +6.569393014159e+00 +6.944060980103e+00 +6.942387037051e+00 +6.870248183051e+00 +6.806970873907e+00 
               985 +6.301944049402e+00 +6.403257639922e+00 +6.656168746519e+00 +6.809676497094e+00 +6.943711391522e+00 +6.907303683830e+00 +6.866738921759e+00 
               986 +6.308233221604e+00 +6.407986361199e+00 +6.658114057224e+00 +6.809310212300e+00 +6.933830083345e+00 +6.907769088388e+00 +6.869844938274e+00 
               987 +6.309393239656e+00 +6.408938315366e+00 +6.657238777427e+00 +6.805841049726e+00 +6.931735293298e+00 +6.907726327948e+00 +6.870377722044e+00 
               988 +6.310287406512e+00 +6.409693064993e+00 +6.657352198648e+00 +6.805585869151e+00 +6.930410217457e+00 +6.907731835638e+00 +6.870789219830e+00 
               989 +6.310816940924e+00 +6.410146440066e+00 +6.657408954522e+00 +6.805292819308e+00 +6.929634153806e+00 +6.907732555268e+00 +6.871030864089e+00 
               990 +6.311311743029e+00 +6.410575608689e+00 +6.657489395176e+00 +6.804997079255e+00 +6.928918314216e+00 +6.907732285549e+00 +6.871255543371e+00 
               991 +6.314787060178e+00 +6.413606029368e+00 +6.658048578126e+00 +6.802855172829e+00 +6.923907000174e+00 +6.907717568561e+00 +6.872826317566e+00 
               992 +6.317260536930e+00 +6.415835899601e+00 +6.658413894408e+00 +6.801086913071e+00 +6.920417105844e+00 +6.907641929478e+00 +6.873904924498e+00 
               993 +6.352926755471e+00 +6.448662881011e+00 +6.664122937754e+00 +6.778003035043e+00 +6.871068969715e+00 +6.905916765115e+00 +6.889100006257e+00 
               994 +6.353629977185e+00 +6.449441371362e+00 +6.663937954986e+00 +6.777139723773e+00 +6.870218985196e+00 +6.905674431523e+00 +6.889277080265e+00 
               995 +6.354267308791e+00 +6.450154555971e+00 +6.663980668184e+00 +6.776317659009e+00 +6.869518335823e+00 +6.905467361795e+00 +6.889436810042e+00 
               996 +6.354892657780e+00 +6.450851913892e+00 +6.664046739436e+00 +6.775710495465e+00 +6.868835036864e+00 +6.905263047449e+00 +6.889591664871e+00 
               997 +6.356930180400e+00 +6.453114708833e+00 +6.664283917593e+00 +6.773879120970e+00 +6.866614730433e+00 +6.904590893126e+00 +6.890090000439e+00 
               998 +6.357875908973e+00 +6.454151297826e+00 +6.664409771151e+00 +6.773154857269e+00 +6.865586852478e+00 +6.904268531395e+00 +6.890311760829e+00 
               999 +6.362419093433e+00 +6.459101764112e+00 +6.665015270208e+00 +6.769519438268e+00 +6.860651690741e+00 +6.902697292712e+00 +6.891355931427e+00 
              1000 +6.362918627891e+00 +6.459631012250e+00 +6.665080805599e+00 +6.769117391031e+00 +6.860109995684e+00 +6.902512352530e+00 +6.891459380594e+00 
              1001 +6.363497793859e+00 +6.460243372396e+00 +6.665162169281e+00 +6.768648086597e+00 +6.859483894738e+00 +6.902296689096e+00 +6.891577860057e+00 
              1002 +6.364207556952e+00 +6.460991427034e+00 +6.665262266004e+00 +6.768075373392e+00 +6.858717274666e+00 +6.902030408613e+00 +6.891720965673e+00 
              1003 +6.724250643145e+00 +6.833110413840e+00 +6.736504385066e+00 +6.487691611492e+00 +6.485288625614e+00 +6.768813774878e+00 +6.965053191853e+00 
              1004 +6.732933241411e+00 +6.826063195499e+00 +6.736604849952e+00 +6.484352244937e+00 +6.472714086115e+00 +6.751482677600e+00 +6.952971413873e+00 
              1005 +6.734067574198e+00 +6.824915209721e+00 +6.734191562588e+00 +6.488134823175e+00 +6.470693740528e+00 +6.748924761581e+00 +6.951059220840e+00 
              1006 +6.734583234749e+00 +6.824310069787e+00 +6.731707752571e+00 +6.489436301269e+00 +6.469570014145e+00 +6.747734356792e+00 +6.950167718096e+00 
              1007 +6.735084177841e+00 +6.823964000122e+00 +6.731670424244e+00 +6.489132997729e+00 +6.469220881553e+00 +6.746667754125e+00 +6.949300143003e+00 
              1008 +6.735674582454e+00 +6.823559467262e+00 +6.731635045284e+00 +6.488821764566e+00 +6.468806614803e+00 +6.745409656317e+00 +6.948267299231e+00 
              1009 +6.749100872558e+00 +6.814730251387e+00 +6.731124090062e+00 +6.482769756434e+00 +6.459409183707e+00 +6.716897692072e+00 +6.924529052164e+00 
              1010 +6.750550285999e+00 +6.813971356951e+00 +6.731121174684e+00 +6.483920807249e+00 +6.458279948606e+00 +6.713654011180e+00 +6.921114559433e+00 
              1011 +6.752173720185e+00 +6.813156721009e+00 +6.730945404865e+00 +6.483506789149e+00 +6.457368306863e+00 +6.709979300285e+00 +6.917175584083e+00 
              1012 +6.753105275293e+00 +6.812701883681e+00 +6.730767083941e+00 +6.483345939477e+00 +6.456878588099e+00 +6.707852117203e+00 +6.914838077724e+00 
              1013 +6.760618529227e+00 +6.809201800548e+00 +6.729391669369e+00 +6.481764894133e+00 +6.453096498950e+00 +6.690638556817e+00 +6.895633459444e+00 
              1014 +6.760954669679e+00 +6.809052565822e+00 +6.729133511044e+00 +6.482275053417e+00 +6.452934847930e+00 +6.689816148439e+00 +6.894617040197e+00 
              1015 +6.761291861244e+00 +6.808912021768e+00 +6.728991900562e+00 +6.482413464344e+00 +6.452805457903e+00 +6.688996130189e+00 +6.893590097252e+00 
              1016 +6.761681093106e+00 +6.808750415320e+00 +6.728825542423e+00 +6.482474502911e+00 +6.452655699275e+00 +6.688046767380e+00 +6.892395509338e+00 
              1017 +6.808753347319e+00 +6.795536825803e+00 +6.711478622353e+00 +6.487666214799e+00 +6.435027077225e+00 +6.575011669601e+00 +6.747744149041e+00 
              1018 +6.808611466621e+00 +6.795626953040e+00 +6.708859250473e+00 +6.484669029329e+00 +6.434979788122e+00 +6.572511163615e+00 +6.739420679764e+00 
              1019 +6.808559758931e+00 +6.795541071125e+00 +6.707235682224e+00 +6.492319460996e+00 +6.435054052709e+00 +6.571720558391e+00 +6.737286619181e+00 
              1020 +6.808521196991e+00 +6.795510809581e+00 +6.706462538620e+00 +6.490519501401e+00 +6.435276437618e+00 +6.571238417214e+00 +6.735829322728e+00 
              1021 +6.808491996346e+00 +6.795490768366e+00 +6.706008506613e+00 +6.490691330091e+00 +6.435469088017e+00 +6.570894953963e+00 +6.734781886235e+00 
              1022 +6.808464952346e+00 +6.795472548046e+00 +6.705634227465e+00 +6.490859003996e+00 +6.435648715455e+00 +6.570588985439e+00 +6.733846344164e+00 
              1023 +6.808262820482e+00 +6.795329303476e+00 +6.702952956316e+00 +6.492223895845e+00 +6.436951582767e+00 +6.568368970222e+00 +6.727070486416e+00 
              1024 +6.808135641267e+00 +6.795189411360e+00 +6.701652815208e+00 +6.493286075551e+00 +6.437625365987e+00 +6.567222864315e+00 +6.723621010487e+00 
              1025 +6.806852940079e+00 +6.793754505782e+00 +6.689675933355e+00 +6.500261245041e+00 +6.444241085214e+00 +6.556674330843e+00 +6.692115970212e+00 
              1026 +6.806723688680e+00 +6.793520222615e+00 +6.689089062226e+00 +6.501439814251e+00 +6.444676884014e+00 +6.556118539244e+00 +6.690549002305e+00 
              1027 +6.806613478196e+00 +6.793324351600e+00 +6.688609332888e+00 +6.501902150949e+00 +6.445058578997e+00 +6.555664068263e+00 +6.689257236830e+00 
              1028 +6.806543786989e+00 +6.793201305917e+00 +6.688319325194e+00 +6.502110642869e+00 +6.445297717744e+00 +6.555385004353e+00 +6.688462102376e+00 
              1029 +6.806418496092e+00 +6.792981284394e+00 +6.687811601060e+00 +6.502512361088e+00 +6.445724629036e+00 +6.554892381292e+00 +6.687055893166e+00 
              1030 +6.806225288679e+00 +6.792644002895e+00 +6.687051552120e+00 +6.503133402420e+00 +6.446370495754e+00 +6.554155921281e+00 +6.684948828704e+00 
              1031 +6.789963460896e+00 +6.768668247581e+00 +6.627714882867e+00 +6.553461000832e+00 +6.499909778803e+00 +6.494737002601e+00 +6.515367472236e+00 
              1032 +6.789492336732e+00 +6.767832178131e+00 +6.627172720380e+00 +6.555127052130e+00 +6.500241997416e+00 +6.494745608208e+00 +6.515038187302e+00 
              1033 +6.789233573316e+00 +6.767385542346e+00 +6.626861728173e+00 +6.555279112322e+00 +6.500443578001e+00 +6.494754831031e+00 +6.514860494131e+00 
