#             steps         distance_1         distance_2         distance_3         distance_4         distance_5         distance_6         distance_7 
#                <>                 <>                 <>                 <>                 <>                 <>                 <>                 <> 
              3590 6.987033767152e+00 6.987069419320e+00 6.987075427757e+00 6.987094883051e+00 6.987074718029e+00 6.987115023230e+00 6.987102647251e+00 
              3600 6.986951033766e+00 6.986988171826e+00 6.986992124685e+00 6.987015347738e+00 6.986989763887e+00 6.987036089033e+00 6.987019962381e+00 
              3610 6.986867623374e+00 6.986905420391e+00 6.986909059635e+00 6.986933183410e+00 6.986906353364e+00 6.986954167539e+00 6.986937214435e+00 
              3620 6.986783490407e+00 6.986821145435e+00 6.986826160588e+00 6.986848404461e+00 6.986824374881e+00 6.986869283992e+00 6.986854339126e+00 
              3630 6.986696566915e+00 6.986739062963e+00 6.986734820018e+00 6.986772638845e+00 6.986726000019e+00 6.986795576987e+00 6.986764833193e+00 
              3640 6.986605403502e+00 6.986665970358e+00 6.986624252594e+00 6.986723968687e+00 6.986587289951e+00 6.986754701059e+00 6.986660904382e+00 
              3650 6.986520934788e+00 6.986571001134e+00 6.986552686534e+00 6.986614337157e+00 6.986533131137e+00 6.986640474571e+00 6.986585596365e+00 
              3660 6.986434505805e+00 6.986478950663e+00 6.986473621482e+00 6.986514306527e+00 6.986463678877e+00 6.986537965560e+00 6.986504558591e+00 
              3670 6.986341557072e+00 6.986400324547e+00 6.986365458727e+00 6.986454987635e+00 6.986333322594e+00 6.986484812579e+00 6.986401671370e+00 
              3680 6.986249466924e+00 6.986316925960e+00 6.986264510522e+00 6.986383197848e+00 6.986219150176e+00 6.986416743790e+00 6.986303947848e+00 
              3690 6.986159003454e+00 6.986224872197e+00 6.986176801851e+00 6.986288691248e+00 6.986134597497e+00 6.986321508203e+00 6.986215730908e+00 
              3700 6.986069317707e+00 6.986127017689e+00 6.986097300452e+00 6.986179388020e+00 6.986068729323e+00 6.986208628575e+00 6.986133326575e+00 
              3710 6.985981259380e+00 6.986024154082e+00 6.986026907279e+00 6.986056009314e+00 6.986022525673e+00 6.986078804725e+00 6.986057617326e+00 
              3720 6.985885794300e+00 6.985934612558e+00 6.985925656769e+00 6.985974304079e+00 6.985912427555e+00 6.985999625888e+00 6.985958584533e+00 
              3730 6.985789515146e+00 6.985845281089e+00 6.985822416365e+00 6.985894214658e+00 6.985798697372e+00 6.985922504637e+00 6.985857933167e+00 
              3740 6.985698056276e+00 6.985742464096e+00 6.985744677868e+00 6.985775612107e+00 6.985739620865e+00 6.985798955043e+00 6.985776126799e+00 
              3750 6.985603521243e+00 6.985644887573e+00 6.985654442858e+00 6.985673628216e+00 6.985654786695e+00 6.985695622148e+00 6.985684846420e+00 
              3760 6.985506337024e+00 6.985548877112e+00 6.985556784384e+00 6.985578975747e+00 6.985555809588e+00 6.985601443304e+00 6.985587674362e+00 
              3770 6.985408545597e+00 6.985451883177e+00 6.985458928898e+00 6.985482830091e+00 6.985457224863e+00 6.985505609201e+00 6.985490167998e+00 
              3780 6.985310393730e+00 6.985353507190e+00 6.985361854553e+00 6.985383909040e+00 6.985361039607e+00 6.985406558394e+00 6.985393068890e+00 
              3790 6.985209580372e+00 6.985257350136e+00 6.985256589460e+00 6.985293882533e+00 6.985248885054e+00 6.985318510610e+00 6.985289555780e+00 
              3800 6.985110843827e+00 6.985156048078e+00 6.985161548369e+00 6.985188842900e+00 6.985158442413e+00 6.985212331610e+00 6.985193636338e+00 
              3810 6.985007156436e+00 6.985061930164e+00 6.985047829266e+00 6.985107578699e+00 6.985029996531e+00 6.985135165036e+00 6.985083454814e+00 
              3820 6.984907516959e+00 6.984957179532e+00 6.984954739491e+00 6.984995617237e+00 6.984945542389e+00 6.985020966513e+00 6.984988557541e+00 
              3830 6.984801050795e+00 6.984866570433e+00 6.984831105038e+00 6.984926464791e+00 6.984797156376e+00 6.984958620450e+00 6.984870748235e+00 
              3840 6.984696216074e+00 6.984770300946e+00 6.984717336847e+00 6.984841686640e+00 6.984670240207e+00 6.984877498819e+00 6.984760146533e+00 
              3850 6.984593498822e+00 6.984664981764e+00 6.984618294318e+00 6.984732596304e+00 6.984575815945e+00 6.984767255803e+00 6.984660210497e+00 
              3860 6.984491567331e+00 6.984554850114e+00 6.984526357187e+00 6.984611043560e+00 6.984497400118e+00 6.984642139030e+00 6.984565338111e+00 
              3870 6.984385414035e+00 6.984454576878e+00 6.984414266733e+00 6.984518600837e+00 6.984376412653e+00 6.984552197507e+00 6.984455438168e+00 
              3880 6.984284252035e+00 6.984338562845e+00 6.984330588663e+00 6.984382085420e+00 6.984316817687e+00 6.984409258934e+00 6.984366401766e+00 
              3890 6.984176269342e+00 6.984237255425e+00 6.984215749679e+00 6.984289699560e+00 6.984191804314e+00 6.984319717281e+00 6.984254041064e+00 
              3900 6.984073791185e+00 6.984122391390e+00 6.984127938909e+00 6.984157716900e+00 6.984124128707e+00 6.984182377805e+00 6.984161766793e+00 
              3910 6.983967968323e+00 6.984013634537e+00 6.984026090937e+00 6.984044760564e+00 6.984027372230e+00 6.984068133242e+00 6.984058896099e+00 
              3920 6.983859526327e+00 6.983906450624e+00 6.983916881619e+00 6.983939105301e+00 6.983916584057e+00 6.983962993240e+00 6.983950189869e+00 
              3930 6.983749803281e+00 6.983799692609e+00 6.983804453270e+00 6.983836210244e+00 6.983799856913e+00 6.983861347119e+00 6.983838885685e+00 
              3940 6.983642082252e+00 6.983689264786e+00 6.983700417913e+00 6.983721903136e+00 6.983700529688e+00 6.983745851846e+00 6.983733907817e+00 
              3950 6.983530658362e+00 6.983582124283e+00 6.983584778318e+00 6.983620432278e+00 6.983578482497e+00 6.983646196652e+00 6.983619872373e+00 
              3960 6.983421449078e+00 6.983470565486e+00 6.983478832334e+00 6.983505487229e+00 6.983476664191e+00 6.983530217966e+00 6.983513111702e+00 
              3970 6.983307039057e+00 6.983366572509e+00 6.983353259020e+00 6.983415545828e+00 6.983334923470e+00 6.983444724398e+00 6.983391376581e+00 
              3980 6.983197656665e+00 6.983251091143e+00 6.983251357126e+00 6.983291562473e+00 6.983243096630e+00 6.983318098116e+00 6.983287290955e+00 
              3990 6.983081027902e+00 6.983150556197e+00 6.983117131619e+00 6.983212837155e+00 6.983083671632e+00 6.983246253107e+00 6.983158972648e+00 
              4000 6.982971385518e+00 6.983031160464e+00 6.983019076946e+00 6.983079954010e+00 6.983001485811e+00 6.983109162522e+00 6.983057402264e+00 
              4010 6.982854038788e+00 6.982930201469e+00 6.982883786089e+00 6.983001209715e+00 6.982840522288e+00 6.983037417288e+00 6.982928122428e+00 
              4020 6.982742521484e+00 6.982811058202e+00 6.982781437294e+00 6.982871488270e+00 6.982750650732e+00 6.982904402244e+00 6.982823030587e+00 
              4030 6.982626998907e+00 6.982701554732e+00 6.982659661566e+00 6.982770044095e+00 6.982619666567e+00 6.982805511918e+00 6.982703486994e+00 
              4040 6.982517350107e+00 6.982574985167e+00 6.982569652742e+00 6.982620216074e+00 6.982556878852e+00 6.982648413914e+00 6.982607345664e+00 
              4050 6.982400023991e+00 6.982465223582e+00 6.982444313128e+00 6.982520626293e+00 6.982419867483e+00 6.982552040520e+00 6.982484800378e+00 
              4060 6.982289015789e+00 6.982341201407e+00 6.982348510032e+00 6.982378690921e+00 6.982345059482e+00 6.982404513005e+00 6.982384286512e+00 
              4070 6.982171049142e+00 6.982228759211e+00 6.982224817392e+00 6.982273639302e+00 6.982212925424e+00 6.982301804589e+00 6.982262643330e+00 
              4080 6.982057749278e+00 6.982108041582e+00 6.982120385511e+00 6.982142654615e+00 6.982120587326e+00 6.982167626353e+00 6.982155539397e+00 
              4090 6.981939697312e+00 6.981992545985e+00 6.981999941391e+00 6.982030503231e+00 6.981996403317e+00 6.982056548489e+00 6.982036060882e+00 
              4100 6.981823739290e+00 6.981873915964e+00 6.981887478943e+00 6.981908087829e+00 6.981888490027e+00 6.981932971580e+00 6.981922656350e+00 
              4110 6.981703867572e+00 6.981758723596e+00 6.981762803555e+00 6.981799140716e+00 6.981756696435e+00 6.981826005471e+00 6.981799721224e+00 
              4120 6.981586836090e+00 6.981638947491e+00 6.981649335202e+00 6.981675483860e+00 6.981647882869e+00 6.981701156937e+00 6.981685282163e+00 
              4130 6.981468409279e+00 6.981520155283e+00 6.981531780217e+00 6.981556059003e+00 6.981531203112e+00 6.981581557196e+00 6.981567623823e+00 
              4140 6.981347652065e+00 6.981403607098e+00 6.981406726386e+00 6.981445120124e+00 6.981399763944e+00 6.981472397520e+00 6.981444137551e+00 
              4150 6.981223163198e+00 6.981295403613e+00 6.981264309651e+00 6.981359000519e+00 6.981231804529e+00 6.981393208474e+00 6.981307695453e+00 
              4160 6.981105806397e+00 6.981169160501e+00 6.981157415803e+00 6.981220506566e+00 6.981139288025e+00 6.981250903981e+00 6.981197587327e+00 
              4170 6.980980587951e+00 6.981061991512e+00 6.981012268184e+00 6.981137830230e+00 6.980965797096e+00 6.981175902766e+00 6.981059056119e+00 
              4180 6.980862390070e+00 6.980933950085e+00 6.980905600613e+00 6.980996234880e+00 6.980875016181e+00 6.981030090695e+00 6.980948822435e+00 
              4190 6.980739525308e+00 6.980817820654e+00 6.980775555071e+00 6.980889168066e+00 6.980734562522e+00 6.980925874055e+00 6.980821264416e+00 
              4200 6.980618694407e+00 6.980694666880e+00 6.980657752475e+00 6.980762725007e+00 6.980620708296e+00 6.980798422440e+00 6.980702642761e+00 
              4210 6.980498691006e+00 6.980568011325e+00 6.980545655299e+00 6.980626878413e+00 6.980519417739e+00 6.980659723483e+00 6.980588142422e+00 
              4220 6.980381306123e+00 6.980436440565e+00 6.980444658538e+00 6.980475852958e+00 6.980441154640e+00 6.980502641061e+00 6.980481991235e+00 
              4230 6.980256768982e+00 6.980316937755e+00 6.980314835043e+00 6.980363097712e+00 6.980303605523e+00 6.980392012423e+00 6.980354032312e+00 
              4240 6.980137107260e+00 6.980189669195e+00 6.980204127182e+00 6.980225350711e+00 6.980205191751e+00 6.980251012750e+00 6.980240570855e+00 
              4250 6.980012343610e+00 6.980067796756e+00 6.980076481261e+00 6.980107307646e+00 6.980073208316e+00 6.980134184274e+00 6.980114005725e+00 
              4260 6.979890171063e+00 6.979942758681e+00 6.979957905003e+00 6.979978257701e+00 6.979959405599e+00 6.980003900950e+00 6.979994407000e+00 
              4270 6.979765603319e+00 6.979819400889e+00 6.979832336734e+00 6.979856441942e+00 6.979832154375e+00 6.979882584875e+00 6.979869304392e+00 
              4280 6.979641139686e+00 6.979695322647e+00 6.979707794682e+00 6.979732784605e+00 6.979707230438e+00 6.979759076977e+00 6.979744926854e+00 
              4290 6.979516688095e+00 6.979570457623e+00 6.979584159790e+00 6.979607253222e+00 6.979584475186e+00 6.979633355365e+00 6.979621162979e+00 
              4300 6.979389713810e+00 6.979448071985e+00 6.979452359940e+00 6.979491017263e+00 6.979445633119e+00 6.979519054291e+00 6.979491063954e+00 
              4310 6.979258834073e+00 6.979335059392e+00 6.979301687987e+00 6.979402244430e+00 6.979266898918e+00 6.979437849823e+00 6.979346945723e+00 
              4320 6.979136288051e+00 6.979201720339e+00 6.979191637362e+00 6.979254102320e+00 6.979174148321e+00 6.979285112323e+00 6.979232971559e+00 
              4330 6.979012357034e+00 6.979071895768e+00 6.979074674884e+00 6.979116153332e+00 6.979066724177e+00 6.979144647849e+00 6.979113874391e+00 
              4340 6.978881768210e+00 6.978955427694e+00 6.978928501196e+00 6.979018821343e+00 6.978898415648e+00 6.979053289219e+00 6.978972885844e+00 
              4350 6.978752952964e+00 6.978835088483e+00 6.978790459622e+00 6.978909930052e+00 6.978747172539e+00 6.978947971970e+00 6.978837961683e+00 
              4360 6.978626597054e+00 6.978706895447e+00 6.978666484934e+00 6.978779140781e+00 6.978626308101e+00 6.978816388612e+00 6.978713337370e+00 
              4370 6.978501764482e+00 6.978573628231e+00 6.978551461379e+00 6.978634294253e+00 6.978524827817e+00 6.978667953559e+00 6.978595248446e+00 
              4380 6.978379590268e+00 6.978436364390e+00 6.978446578429e+00 6.978476398574e+00 6.978444000598e+00 6.978503654459e+00 6.978484866431e+00 
              4390 6.978249596794e+00 6.978312083934e+00 6.978310449619e+00 6.978359806452e+00 6.978299029953e+00 6.978389468111e+00 6.978350846367e+00 
              4400 6.978119444112e+00 6.978188676723e+00 6.978172994305e+00 6.978245493888e+00 6.978151098740e+00 6.978277996386e+00 6.978215877323e+00 
              4410 6.977995428815e+00 6.978053041075e+00 6.978062345476e+00 6.978093958284e+00 6.978059002174e+00 6.978121532058e+00 6.978100995811e+00 
              4420 6.977868623582e+00 6.977922964943e+00 6.977939501055e+00 6.977959349049e+00 6.977941505866e+00 6.977985527839e+00 6.977976972622e+00 
              4430 6.977739345882e+00 6.977794648896e+00 6.977809417493e+00 6.977832259709e+00 6.977810079659e+00 6.977858833686e+00 6.977847258248e+00 
              4440 6.977610026198e+00 6.977665916887e+00 6.977679707457e+00 6.977704247445e+00 6.977679614457e+00 6.977731058650e+00 6.977717780821e+00 
              4450 6.977480934806e+00 6.977536391511e+00 6.977551371833e+00 6.977574052416e+00 6.977552135586e+00 6.977600668768e+00 6.977589302359e+00 
              4460 6.977349391534e+00 6.977409315267e+00 6.977415064300e+00 6.977452975197e+00 6.977408939916e+00 6.977481467523e+00 6.977454647592e+00 
              4470 6.977220875152e+00 6.977278022020e+00 6.977289930046e+00 6.977317828190e+00 6.977288356837e+00 6.977345136798e+00 6.977328512584e+00 
              4480 6.977087331442e+00 6.977153884078e+00 6.977146058576e+00 6.977206407481e+00 6.977129794945e+00 6.977237674390e+00 6.977188101038e+00 
              4490 6.976958911067e+00 6.977020137645e+00 6.977023880931e+00 6.977065342288e+00 6.977016189027e+00 6.977094349808e+00 6.977063987760e+00 
              4500 6.976823527142e+00 6.976900478862e+00 6.976871052539e+00 6.976966995798e+00 6.976838690848e+00 6.977002622999e+00 6.976916933812e+00 
              4510 6.976690524165e+00 6.976775885391e+00 6.976728836743e+00 6.976853764223e+00 6.976683359320e+00 6.976892919818e+00 6.976777809587e+00 
              4520 6.976560297381e+00 6.976642860499e+00 6.976601994571e+00 6.976716860972e+00 6.976561090215e+00 6.976754824629e+00 6.976649959918e+00 
              4530 6.976431417710e+00 6.976505565362e+00 6.976482815827e+00 6.976568050046e+00 6.976455348639e+00 6.976602455547e+00 6.976527713129e+00 
              4540 6.976298521992e+00 6.976378392806e+00 6.976343714262e+00 6.976448588585e+00 6.976307365294e+00 6.976485391140e+00 6.976390722519e+00 
              4550 6.976171502562e+00 6.976236285513e+00 6.976233885465e+00 6.976285902270e+00 6.976221489309e+00 6.976316342098e+00 6.976275381697e+00 
              4560 6.976037556467e+00 6.976108866475e+00 6.976092823437e+00 6.976167287233e+00 6.976070274227e+00 6.976200462621e+00 6.976136724366e+00 
              4570 6.975910161200e+00 6.975968865034e+00 6.975979815684e+00 6.976010089211e+00 6.975977289450e+00 6.976037950889e+00 6.976019111950e+00 
              4580 6.975779598912e+00 6.975835188550e+00 6.975852965592e+00 6.975872118487e+00 6.975855485594e+00 6.975898661261e+00 6.975891134013e+00 
              4590 6.975646544269e+00 6.975703230274e+00 6.975718888855e+00 6.975741586957e+00 6.975719814244e+00 6.975768581763e+00 6.975757471525e+00 
              4600 6.975512538012e+00 6.975572036809e+00 6.975581928711e+00 6.975614152588e+00 6.975578551971e+00 6.975642320410e+00 6.975621554398e+00 
              4610 6.975381273198e+00 6.975437893783e+00 6.975454099353e+00 6.975476040073e+00 6.975455388109e+00 6.975502989857e+00 6.975492682717e+00 
              4620 6.975246304876e+00 6.975307067299e+00 6.975314676527e+00 6.975350779725e+00 6.975309564464e+00 6.975379460475e+00 6.975354790684e+00 
              4630 6.975114269364e+00 6.975172517064e+00 6.975185661995e+00 6.975212755259e+00 6.975184638191e+00 6.975240371231e+00 6.975224865673e+00 
              4640 6.974976946294e+00 6.975045500312e+00 6.975036953795e+00 6.975099676797e+00 6.975019813880e+00 6.975131609033e+00 6.975079947973e+00 
              4650 6.974845542611e+00 6.974907821624e+00 6.974912790155e+00 6.974953418798e+00 6.974905659886e+00 6.974982708157e+00 6.974953493607e+00 
              4660 6.974706744421e+00 6.974785036493e+00 6.974756191153e+00 6.974852320994e+00 6.974723954562e+00 6.974888315934e+00 6.974802778539e+00 
              4670 6.974575836801e+00 6.974644188602e+00 6.974636632092e+00 6.974697918984e+00 6.974620173300e+00 6.974729736930e+00 6.974679585719e+00 
              4680 6.974437128431e+00 6.974521794247e+00 6.974479785040e+00 6.974597618635e+00 6.974437750574e+00 6.974636260122e+00 6.974528730628e+00 
              4690 6.974304966664e+00 6.974381832894e+00 6.974356562501e+00 6.974447010778e+00 6.974326929906e+00 6.974482373758e+00 6.974402657394e+00 
              4700 6.974168960743e+00 6.974251733231e+00 6.974214099936e+00 6.974324874286e+00 6.974175282299e+00 6.974362699046e+00 6.974262371828e+00 
              4710 6.974039554319e+00 6.974105197021e+00 6.974104096536e+00 6.974155034813e+00 6.974092357953e+00 6.974185679867e+00 6.974146096093e+00 
              4720 6.973902325921e+00 6.973975431176e+00 6.973958659680e+00 6.974035343888e+00 6.973935284275e+00 6.974069102388e+00 6.974003406564e+00 
              4730 6.973772262733e+00 6.973832166149e+00 6.973843578756e+00 6.973874115679e+00 6.973841085333e+00 6.973902343015e+00 6.973883492370e+00 
              4740 6.973635039689e+00 6.973700360973e+00 6.973700437701e+00 6.973749611125e+00 6.973689523594e+00 6.973780096198e+00 6.973742348443e+00 
              4750 6.973503255192e+00 6.973560999201e+00 6.973577314056e+00 6.973599922961e+00 6.973578421570e+00 6.973627232618e+00 6.973616453700e+00 
              4760 6.973366629618e+00 6.973426814763e+00 6.973438105969e+00 6.973469001872e+00 6.973435473442e+00 6.973497324446e+00 6.973478150108e+00 
              4770 6.973232656462e+00 6.973290034383e+00 6.973307434524e+00 6.973328368596e+00 6.973309313808e+00 6.973355511410e+00 6.973346457447e+00 
              4780 6.973094743988e+00 6.973156699314e+00 6.973164537355e+00 6.973201195392e+00 6.973159314269e+00 6.973230243002e+00 6.973205249619e+00 
              4790 6.972960263442e+00 6.973019342318e+00 6.973033431697e+00 6.973059892607e+00 6.973032826029e+00 6.973087732085e+00 6.973073095958e+00 
              4800 6.972824598700e+00 6.972883192616e+00 6.972898456949e+00 6.972923040963e+00 6.972898706560e+00 6.972950670823e+00 6.972937950525e+00 
              4810 6.972686736579e+00 6.972749441881e+00 6.972756126075e+00 6.972794820727e+00 6.972750003831e+00 6.972824159263e+00 6.972797138039e+00 
              4820 6.972545269028e+00 6.972624218552e+00 6.972596582296e+00 6.972691575824e+00 6.972565019481e+00 6.972727679298e+00 6.972643566841e+00 
              4830 6.972411639999e+00 6.972481550970e+00 6.972473228659e+00 6.972536610821e+00 6.972455962020e+00 6.972568938310e+00 6.972516902333e+00 
              4840 6.972270060695e+00 6.972357992484e+00 6.972311582139e+00 6.972437437111e+00 6.972266088694e+00 6.972477261286e+00 6.972361879333e+00 
              4850 6.972136104015e+00 6.972214039087e+00 6.972188971362e+00 6.972279887837e+00 6.972159276461e+00 6.972315538625e+00 6.972235604122e+00 
              4860 6.971997568982e+00 6.972082163382e+00 6.972043103497e+00 6.972156995114e+00 6.972003034674e+00 6.972195408485e+00 6.972092189829e+00 
              4870 6.971861434426e+00 6.971943590385e+00 6.971909831825e+00 6.972015075428e+00 6.971873679224e+00 6.972052465041e+00 6.971958031484e+00 
              4880 6.971726437778e+00 6.971801807921e+00 6.971782570755e+00 6.971864055995e+00 6.971757160762e+00 6.971898613020e+00 6.971828284053e+00 
              4890 6.971594510573e+00 6.971655528639e+00 6.971666851321e+00 6.971698295441e+00 6.971664055846e+00 6.971726875796e+00 6.971707299387e+00 
              4900 6.971455264321e+00 6.971521239464e+00 6.971522173084e+00 6.971570682190e+00 6.971511674296e+00 6.971601317155e+00 6.971564448880e+00 
              4910 6.971321493269e+00 6.971379728696e+00 6.971397192521e+00 6.971418652973e+00 6.971398917663e+00 6.971446064459e+00 6.971436630963e+00 
              4920 6.971182520503e+00 6.971243563188e+00 6.971255192909e+00 6.971286252161e+00 6.971252587532e+00 6.971314824254e+00 6.971295668862e+00 
              4930 6.971046595135e+00 6.971104664046e+00 6.971122713101e+00 6.971143291629e+00 6.971124846375e+00 6.971170622822e+00 6.971162102577e+00 
              4940 6.970908355865e+00 6.970967546438e+00 6.970983331083e+00 6.971007657432e+00 6.970983776542e+00 6.971035448770e+00 6.971023138422e+00 
              4950 6.970770482803e+00 6.970829968294e+00 6.970845238541e+00 6.970870444511e+00 6.970845291478e+00 6.970898352816e+00 6.970885160360e+00 
              4960 6.970632868482e+00 6.970691847896e+00 6.970708300864e+00 6.970731604929e+00 6.970709217149e+00 6.970759297387e+00 6.970748041475e+00 
              4970 6.970492814357e+00 6.970556314334e+00 6.970563291616e+00 6.970602156707e+00 6.970557186489e+00 6.970631719023e+00 6.970604700691e+00 
              4980 6.970348943183e+00 6.970430306611e+00 6.970399525613e+00 6.970500292762e+00 6.970365477914e+00 6.970537253420e+00 6.970447508304e+00 
              4990 6.970214001655e+00 6.970284434835e+00 6.970276927099e+00 6.970339592995e+00 6.970260086826e+00 6.970372016478e+00 6.970320896362e+00 
              5000 6.970077858095e+00 6.970142285103e+00 6.970147611115e+00 6.970189282969e+00 6.970140253123e+00 6.970219210783e+00 6.970189375608e+00 
